League,Date,Time,Home,Away,Odd_H_FT,Odd_D_FT,Odd_A_FT,Link,ID
CHINA 1,2025-04-15,08:35,Wuhan Three Towns,Beijing Guoan,4.5,3.75,1.73,https://www.radarfutebol.com/radar/wuhan-three-towns-beijing-guoan/13400396,13400396
SWEDEN 2,2025-04-15,14:00,Orebro,Helsingborg,2.45,3.4,2.6,https://www.radarfutebol.com/radar/helsingborgs-if-orebro-sk/13292552,13292552
ENGLAND 4,2025-04-15,15:45,Salford,Doncaster,3.0,3.3,2.3,https://www.radarfutebol.com/radar/salford-city-doncaster-rovers/13646677,13646677
EUROPA CHAMPIONS LEAGUE,2025-04-15,16:00,Dortmund,Barcelona,3.9,4.1,1.8,https://www.radarfutebol.com/radar/barcelona-borussia-dortmund/13513405,13513405
PARAGUAY 1,2025-04-15,20:15,Nacional Asuncion,Cerro Porteno,3.3,3.1,2.3,https://www.radarfutebol.com/radar/nacional-asuncion-cerro-porteno/13726655,13726655
BRAZIL 1,2025-04-15,21:30,Ceara,Vasco,2.15,3.3,3.5,https://www.radarfutebol.com/radar/ceara-vasco-da-gama/13473376,13473376
MEXICO 1,2025-04-15,22:00,Pachuca,Tigres UANL,2.05,3.4,3.5,https://www.radarfutebol.com/radar/tigres-uanl-cf-pachuca/13256021,13256021
COLOMBIA 1,2025-04-15,22:30,Deportes Tolima,Junior,1.91,3.1,4.5,https://www.radarfutebol.com/radar/deportes-tolima-junior-barranquilla/13380397,13380397
