Hora,Jogo,Link,ID
15:30,atromitos-athens-panathinaikos,https://www.radarfutebol.com/radar/atromitos-athens-panathinaikos/13204784,13204784
16:00,athletic-club-barcelona,https://www.radarfutebol.com/radar/athletic-club-barcelona/12748717,12748717
16:00,real-madrid-levante-ud,https://www.radarfutebol.com/radar/real-madrid-levante-ud/13252578,13252578
16:45,benfica-sporting-braga,https://www.radarfutebol.com/radar/benfica-sporting-braga/13059211,13059211
16:45,celtic-dundee-united,https://www.radarfutebol.com/radar/celtic-dundee-united/13055147,13055147
16:45,kilmarnock-motherwell,https://www.radarfutebol.com/radar/kilmarnock-motherwell/13055152,13055152
16:45,royale-union-saint-gilloise-royal-antwerp-fc,https://www.radarfutebol.com/radar/royale-union-saint-gilloise-royal-antwerp-fc/13202978,13202978
16:45,dagenham-and-redbridge-forest-green-rovers,https://www.radarfutebol.com/radar/dagenham-and-redbridge-forest-green-rovers/13223345,13223345
17:00,liverpool-tottenham-hotspur,https://www.radarfutebol.com/radar/liverpool-tottenham-hotspur/13250580,13250580
17:00,dijon-fco-olympique-lyonnais,https://www.radarfutebol.com/radar/dijon-fco-olympique-lyonnais/12587075,12587075
17:00,edinburgh-cityc-east-fife,https://www.radarfutebol.com/radar/edinburgh-cityc-east-fife/13217663,13217663
20:00,maracana-csa,https://www.radarfutebol.com/radar/maracana-csa/13303348,13303348
20:00,botafogo-pb-moto-club,https://www.radarfutebol.com/radar/botafogo-pb-moto-club/13303350,13303350
