League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
England EFL League Two,2024-12-29,12:00:00,23,Fleetwood Town,Harrogate Town,2.2,2.2,6.0,1.53,4.2,6.0,1.44,2.63,1.06,8.5,1.35,3.1,1.85,1.95,2.0,1.73,1.13,1.22,2.25,1.33,0.83,1.29,1.03,2.32,1.42,7.0,3.2,1.23,3.65,1.41,2.65,1.65,2.08,2.0,1.7,2.55,1.45
England EFL League Two,2024-12-29,12:00:00,23,Grimsby Town,Port Vale,4.0,2.1,2.75,2.85,3.4,2.4,1.4,2.75,1.05,9.5,1.3,3.45,2.05,1.75,1.8,1.91,1.77,1.22,1.3,1.5,1.62,1.24,1.26,2.5,2.38,6.5,1.73,1.26,3.4,1.46,2.5,1.74,1.98,2.15,1.61,2.7,1.4
England Premier League,2024-12-29,12:00:00,19,Everton,Nottingham Forest,3.25,2.0,3.5,2.72,3.2,2.85,1.5,2.5,1.08,9.0,1.42,3.0,2.3,1.65,1.95,1.8,1.47,1.33,1.54,1.11,2.0,1.32,1.28,2.6,1.84,6.75,2.15,1.21,3.8,1.37,2.8,1.63,2.12,1.98,1.72,2.48,1.46
England EFL League Two,2024-12-29,12:00:00,23,Cheltenham Town,Notts County,3.6,2.2,2.88,2.95,3.5,2.3,1.36,3.0,1.05,9.0,1.28,3.55,1.83,1.95,1.67,2.1,1.62,1.25,1.35,1.62,1.54,1.31,1.26,2.57,2.25,6.4,1.77,1.36,2.8,1.63,2.15,2.0,1.71,2.55,1.45,3.3,1.27
England EFL League Two,2024-12-29,12:00:00,23,Tranmere Rovers,Barrow,3.4,2.0,3.4,2.65,3.2,2.7,1.5,2.5,1.08,8.5,1.44,2.75,2.25,1.63,1.91,1.8,1.44,1.33,1.46,1.27,0.75,1.44,1.09,2.53,2.0,6.55,2.21,1.24,3.55,1.32,2.88,1.59,2.16,1.95,1.77,2.57,1.42
England EFL League Two,2024-12-29,12:00:00,23,Walsall,Newport County,1.91,2.4,7.5,1.28,5.5,10.0,1.33,3.25,1.02,15.0,1.2,4.5,1.6,2.35,1.91,1.8,1.08,1.14,3.3,2.42,0.69,1.51,0.86,2.37,1.1,13.25,8.1,1.22,3.5,1.44,2.51,1.8,1.91,2.25,1.54,2.97,1.3
England Championship,2024-12-29,12:00:00,24,Blackburn Rovers,Hull City,2.63,2.0,4.75,2.03,3.45,3.7,1.5,2.5,1.08,8.5,1.44,2.8,2.1,1.75,2.1,1.67,1.25,1.28,1.88,1.92,0.92,1.28,1.32,2.6,1.79,6.75,2.18,1.15,4.58,1.34,3.06,1.62,2.28,2.0,1.8,2.52,1.5
England Championship,2024-12-29,12:00:00,24,Bristol City,Portsmouth,2.3,2.25,4.75,1.71,3.95,4.69,1.36,3.0,1.04,13.0,1.26,4.0,1.88,1.92,1.73,2.0,1.2,1.22,2.15,1.67,0.58,1.45,0.95,2.4,1.38,7.0,3.4,1.1,5.65,1.25,3.63,1.47,2.6,1.79,2.02,2.21,1.66
England Championship,2024-12-29,12:00:00,24,Coventry City,Millwall,2.5,2.05,5.0,1.8,3.53,4.65,1.5,2.5,1.08,9.0,1.44,2.8,2.25,1.66,2.1,1.67,1.2,1.25,2.0,1.5,0.82,1.92,1.15,3.07,1.55,7.0,2.65,1.07,6.27,1.21,3.96,1.41,2.78,1.71,2.14,2.09,1.74
England EFL League Two,2024-12-29,12:00:00,23,Milton Keynes Dons,Crewe Alexandra,2.75,2.2,4.0,2.1,3.5,3.4,1.4,2.75,1.05,9.5,1.3,3.45,1.95,1.85,1.73,2.0,1.3,1.22,1.77,1.62,1.42,1.35,1.14,2.49,1.72,6.4,2.35,1.41,2.65,1.68,2.02,2.1,1.64,2.7,1.4,3.55,1.24
England EFL League Two,2024-12-29,12:00:00,23,Salford City,Morecambe,2.5,2.2,4.75,1.72,3.75,4.75,1.4,2.75,1.04,12.0,1.3,3.5,1.87,1.9,1.83,1.83,1.2,1.22,2.1,2.0,1.08,1.42,0.99,2.41,1.5,7.1,3.36,1.29,3.15,1.34,2.78,1.7,2.05,2.06,1.68,2.67,1.39
England Premier League,2024-12-29,12:00:00,19,Crystal Palace,Southampton,2.1,2.38,5.5,1.62,4.25,5.6,1.33,3.25,1.03,15.0,1.23,4.35,1.75,2.13,1.75,2.0,1.14,1.21,2.49,1.0,0.2,1.34,0.95,2.29,1.4,7.0,3.3,1.14,4.6,1.28,3.3,1.47,2.48,1.73,1.96,2.12,1.63
England Championship,2024-12-29,12:00:00,24,Swansea City,Luton Town,3.2,2.05,3.6,2.17,3.53,3.24,1.44,2.63,1.06,10.0,1.33,3.3,2.0,1.8,1.83,1.83,1.35,1.31,1.61,1.58,0.33,1.4,1.15,2.55,2.03,6.75,2.21,1.12,4.7,1.27,3.14,1.5,2.35,1.85,1.85,2.38,1.49
Scotland Premiership,2024-12-29,12:00:00,20,St. Mirren,Dundee,2.65,2.15,3.6,1.9,3.75,3.75,1.36,2.87,1.04,12.0,1.3,3.5,1.9,1.87,1.71,1.98,1.33,1.29,1.68,1.55,0.9,1.2,1.09,2.29,1.65,7.0,2.9,1.12,4.7,1.27,3.14,1.5,2.35,1.86,1.84,2.38,1.49
Scotland Premiership,2024-12-29,12:00:00,20,Celtic,St. Johnstone,1.4,3.2,12.0,1.11,9.0,21.0,1.2,4.1,1.01,19.0,1.09,7.0,1.36,2.9,2.37,1.51,1.01,1.06,6.75,2.78,0.73,2.24,1.11,3.35,1.06,15.0,10.0,1.14,4.8,1.13,4.5,1.28,3.08,1.5,2.47,1.85,1.94
England Championship,2024-12-29,12:00:00,24,Oxford United,Plymouth Argyle,2.6,2.3,3.75,1.9,3.69,3.93,1.33,3.25,1.04,13.0,1.24,4.2,1.85,1.96,1.57,2.25,1.32,1.25,1.8,1.69,0.15,1.09,0.77,1.86,1.86,6.75,2.12,1.1,5.65,1.25,3.63,1.47,2.6,1.79,2.02,2.21,1.66
Scotland Premiership,2024-12-29,12:00:00,20,Motherwell,Rangers,7.0,2.4,1.78,9.0,5.0,1.33,1.32,3.1,1.03,13.0,1.22,4.2,1.6,2.35,2.05,1.66,3.2,1.16,1.07,1.5,1.22,1.18,1.63,2.81,4.85,12.5,1.24,1.11,5.0,1.24,3.34,1.46,2.45,1.79,1.92,2.23,1.55
Scotland Premiership,2024-12-29,12:00:00,20,Ross County,Hearts,4.0,2.1,2.45,3.75,3.6,1.95,1.37,2.8,1.05,11.0,1.3,3.4,2.0,1.8,1.78,1.9,1.75,1.22,1.22,1.18,0.5,1.24,1.11,2.35,2.99,9.5,1.53,1.1,5.05,1.24,3.34,1.52,2.46,1.84,1.95,2.27,1.6
England EFL League One,2024-12-29,12:00:00,23,Birmingham City,Blackpool,1.95,2.4,6.5,1.47,4.5,6.5,1.33,3.25,1.02,15.0,1.2,4.33,1.68,2.15,1.91,1.91,1.09,1.16,2.8,2.45,1.31,1.67,1.26,2.93,1.4,7.0,3.3,1.28,3.2,1.48,2.43,1.78,1.9,2.23,1.57,2.8,1.36
England EFL League One,2024-12-29,12:00:00,23,Bolton Wanderers,Lincoln City,2.63,2.2,4.0,2.1,3.5,3.4,1.4,2.75,1.05,11.0,1.3,3.4,2.0,1.78,1.8,1.95,1.28,1.25,1.83,1.67,1.08,1.61,1.12,2.73,1.57,6.75,2.65,1.22,3.65,1.41,2.65,1.66,2.06,2.04,1.68,2.55,1.44
England EFL League One,2024-12-29,12:00:00,23,Exeter City,Crawley Town,2.5,2.1,4.75,1.72,3.75,4.75,1.44,2.63,1.05,10.0,1.36,3.2,1.83,1.95,1.95,1.8,1.22,1.22,2.0,1.5,0.75,1.25,1.32,2.57,1.45,7.0,3.05,1.11,5.1,1.23,3.65,1.4,2.7,1.61,2.15,1.94,1.76
England EFL League One,2024-12-29,12:00:00,23,Leyton Orient,Cambridge United,2.2,2.2,6.0,1.63,3.75,5.5,1.44,2.63,1.05,11.0,1.33,3.25,2.1,1.75,2.1,1.67,1.12,1.2,2.4,1.5,0.42,1.51,1.17,2.68,1.34,7.0,3.55,1.27,3.3,1.48,2.43,1.76,1.93,2.17,1.58,2.7,1.38
Scotland Premiership,2024-12-29,12:00:00,20,Hibernian,Kilmarnock,2.45,2.25,3.7,1.87,3.75,3.75,1.31,3.2,1.02,15.0,1.22,4.2,1.75,2.05,1.61,2.15,1.25,1.22,1.73,1.3,0.75,1.47,1.18,2.65,1.59,9.4,2.79,1.1,5.2,1.22,3.5,1.49,2.53,1.81,1.98,2.25,1.61
England EFL League One,2024-12-29,12:00:00,23,Reading,Mansfield Town,2.75,2.2,3.75,2.5,3.6,2.6,1.36,3.0,1.03,15.0,1.22,4.2,1.7,2.15,1.67,2.1,1.46,1.27,1.53,2.45,1.45,1.34,1.24,2.58,2.14,6.65,2.1,1.26,3.4,1.29,3.04,1.55,2.23,1.95,1.77,2.48,1.45
England EFL League One,2024-12-29,12:00:00,23,Shrewsbury Town,Northampton Town,2.75,2.2,4.0,2.1,3.4,3.5,1.4,2.75,1.05,10.0,1.33,3.3,2.0,1.8,1.7,2.05,1.33,1.29,1.68,0.92,0.62,1.0,0.99,1.99,1.5,7.1,3.5,1.24,3.34,1.7,2.05,1.85,1.85,2.34,1.5,3.14,1.27
England EFL League One,2024-12-29,12:00:00,23,Stevenage,Bristol Rovers,2.38,2.05,6.0,1.75,3.6,4.75,1.5,2.5,1.07,9.0,1.42,2.85,2.25,1.62,2.2,1.62,1.18,1.25,2.1,1.77,0.58,1.11,1.01,2.12,1.4,9.9,3.6,1.2,3.9,1.31,2.92,1.58,2.17,1.95,1.77,2.54,1.43
England EFL League One,2024-12-29,12:00:00,23,Wrexham,Wigan Athletic,2.38,2.2,5.0,1.8,3.6,4.33,1.4,2.75,1.05,10.0,1.36,3.2,2.1,1.72,1.95,1.8,1.22,1.22,2.0,2.69,1.25,1.41,1.12,2.53,1.47,7.2,3.64,1.26,3.22,1.77,1.95,1.91,1.8,2.42,1.47,3.28,1.25
England Championship,2024-12-29,12:00:00,24,Watford,Cardiff City,2.6,2.2,4.0,1.99,3.57,3.72,1.36,3.0,1.05,11.0,1.3,3.6,1.92,1.88,1.67,2.1,1.28,1.29,1.77,2.42,0.75,1.47,1.12,2.59,1.62,8.9,2.76,1.21,3.58,1.42,2.57,1.8,1.91,2.19,1.57,2.88,1.32
England EFL League One,2024-12-29,12:00:00,23,Huddersfield Town,Burton Albion,1.91,2.4,7.0,1.4,4.75,7.5,1.33,3.25,1.03,13.0,1.22,4.2,1.75,2.05,1.95,1.8,1.07,1.16,2.95,2.17,0.73,1.32,1.09,2.41,1.27,8.0,4.1,1.23,3.65,1.4,2.65,1.65,2.08,2.0,1.71,2.5,1.46
England EFL League One,2024-12-29,12:00:00,23,Peterborough United,Barnsley,3.1,2.38,3.1,2.85,3.75,2.25,1.3,3.4,1.02,15.0,1.18,4.75,1.6,2.25,1.5,2.5,1.52,1.25,1.52,1.31,2.08,1.28,1.27,2.55,1.77,7.0,2.23,1.11,5.1,1.23,3.65,1.4,2.7,1.63,2.12,1.95,1.75
Portugal LigaPro,2024-12-29,12:30:00,16,CS Marítimo,UD Oliveirense,1.99,2.31,5.9,1.48,4.1,5.55,1.36,2.99,1.02,8.3,1.24,3.36,1.73,1.92,1.92,1.79,1.1,1.2,2.55,0.75,0.63,1.54,1.19,2.73,1.37,9.5,3.6,1.13,4.55,1.28,3.08,1.52,2.3,1.82,1.98,2.4,1.48
Portugal Liga NOS,2024-12-29,12:30:00,16,Rio Ave FC,CD Nacional,2.75,2.0,3.9,2.04,3.05,3.7,1.45,2.55,1.07,8.0,1.38,3.0,2.12,1.67,1.8,1.91,1.3,1.3,1.65,2.0,0.33,1.33,1.34,2.67,1.69,8.5,2.53,1.18,4.5,1.34,3.1,1.58,2.29,1.93,1.77,2.44,1.52
Portugal Liga NOS,2024-12-29,12:30:00,16,Farense,Vitória Guimarães,4.75,2.05,2.4,4.35,3.6,1.74,1.44,2.6,1.06,8.5,1.36,3.1,2.12,1.68,1.91,1.8,1.95,1.25,1.2,0.88,1.11,1.17,1.34,2.51,2.9,7.5,1.47,1.09,5.4,1.19,3.9,1.35,2.85,1.56,2.2,1.77,1.95
Italy Serie B,2024-12-29,13:15:00,20,Juve Stabia,Frosinone,2.63,1.95,5.0,1.86,3.2,4.4,1.53,2.38,1.09,7.0,1.5,2.4,2.4,1.49,2.2,1.62,1.2,1.28,1.85,1.5,0.9,1.24,1.19,2.43,1.57,6.5,2.65,1.53,2.32,1.9,1.79,2.4,1.49,3.15,1.3,4.3,1.18
Italy Serie B,2024-12-29,13:15:00,20,Catanzaro,Salernitana,2.88,2.05,4.33,2.08,3.15,3.6,1.5,2.5,1.09,7.0,1.42,2.8,2.12,1.63,1.95,1.8,1.25,1.3,1.7,1.55,0.6,1.22,1.06,2.28,1.71,6.25,2.4,1.47,2.48,1.79,1.9,2.25,1.55,2.9,1.34,3.9,1.21
Italy Serie B,2024-12-29,13:15:00,20,Cittadella,Palermo,4.0,1.91,3.2,2.65,3.05,2.65,1.57,2.25,1.1,6.5,1.5,2.45,2.38,1.5,2.1,1.67,1.42,1.33,1.45,1.2,1.09,1.28,1.25,2.53,1.98,6.4,2.02,1.38,2.8,1.65,2.08,2.02,1.7,2.55,1.43,3.4,1.26
Italy Serie A,2024-12-29,14:00:00,18,Juventus,Fiorentina,2.6,2.1,4.75,1.84,3.6,4.1,1.44,2.63,1.07,9.5,1.38,3.1,2.12,1.68,1.95,1.8,1.25,1.28,1.88,1.6,1.67,1.42,1.27,2.69,1.72,6.4,2.4,1.43,2.6,1.73,1.97,2.17,1.6,2.8,1.36,3.7,1.22
Scotland Premiership,2024-12-29,14:15:00,20,Dundee United,Aberdeen,3.2,2.15,2.9,2.28,3.5,2.85,1.34,3.0,1.03,13.0,1.25,3.75,1.88,1.87,1.65,2.1,1.53,1.29,1.44,1.8,1.33,1.33,1.25,2.58,2.0,6.7,2.25,1.12,4.65,1.27,3.14,1.6,2.26,1.95,1.85,2.4,1.53
England Premier League,2024-12-29,14:15:00,19,West Ham United,Liverpool,5.5,2.63,1.91,5.75,5.1,1.46,1.22,4.0,1.01,27.0,1.13,6.4,1.44,2.75,1.57,2.25,2.75,1.17,1.13,1.1,2.56,1.43,1.76,3.19,3.9,8.0,1.29,1.12,5.1,1.24,3.55,1.41,2.65,1.65,2.08,1.98,1.72
England Championship,2024-12-29,14:45:00,24,Derby County,Leeds United,6.5,2.25,2.1,6.1,4.1,1.52,1.4,2.75,1.05,11.0,1.33,3.4,1.9,1.87,2.1,1.67,2.3,1.24,1.14,1.67,1.67,1.42,1.52,2.94,3.4,9.5,1.44,1.14,4.4,1.3,2.97,1.56,2.21,1.91,1.8,2.51,1.44
Portugal Liga NOS,2024-12-29,15:00:00,16,Sporting Braga,Casa Pia,1.85,2.3,7.0,1.34,4.9,8.0,1.35,2.95,1.05,9.5,1.25,3.7,1.68,2.12,2.0,1.73,1.07,1.15,2.9,1.33,1.38,1.64,1.03,2.67,1.21,8.5,4.6,1.23,3.55,1.4,2.63,1.66,2.04,2.02,1.67,2.55,1.43
Italy Serie B,2024-12-29,15:30:00,20,Sampdoria,Pisa,3.2,2.2,3.25,2.33,3.7,2.7,1.4,2.75,1.05,9.5,1.28,3.5,1.83,1.85,1.7,2.05,1.48,1.25,1.5,1.0,1.7,1.5,1.13,2.63,1.95,5.8,2.08,1.63,2.15,2.02,1.68,2.65,1.42,3.55,1.24,4.8,1.14
Italy Serie A,2024-12-29,16:45:00,18,AC Milan,Roma,2.88,2.2,3.75,1.82,3.65,4.2,1.4,2.75,1.05,11.0,1.3,3.6,1.8,1.96,1.7,2.05,1.36,1.28,1.68,1.78,0.56,1.56,1.18,2.74,1.64,6.4,2.55,1.36,2.8,1.64,2.1,2.02,1.7,2.55,1.44,3.4,1.26
England Championship,2024-12-29,17:00:00,24,Middlesbrough,Burnley,2.88,2.1,4.0,2.2,3.3,3.25,1.44,2.63,1.06,10.0,1.36,3.2,2.12,1.68,1.83,1.83,1.36,1.31,1.58,1.69,1.92,1.55,1.24,2.79,1.78,6.75,2.61,1.17,4.05,1.35,2.74,1.73,2.0,2.07,1.67,2.67,1.39
Portugal Liga NOS,2024-12-29,17:30:00,16,Sporting CP,Benfica,3.0,2.15,3.0,2.5,3.55,2.61,1.33,3.1,1.04,10.0,1.22,4.2,1.65,2.16,1.53,2.38,1.48,1.25,1.5,2.63,1.75,2.11,1.7,3.81,1.77,6.4,2.28,1.3,3.05,1.52,2.32,1.83,1.83,2.3,1.52,2.95,1.33
