League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Netherlands Eerste Divisie,2024-12-20,16:00:00,20,Utrecht II,Helmond Sport,3.4,2.25,2.88,3.0,3.46,2.31,1.33,3.25,1.03,13.0,1.22,4.0,1.75,2.05,1.62,2.2,1.62,1.25,1.4,0.5,1.78,1.35,1.31,2.66,2.15,6.4,1.86,1.35,2.9,1.58,2.18,1.97,1.74,2.48,1.47,3.15,1.29
Netherlands Eerste Divisie,2024-12-20,16:00:00,20,PSV II,Vitesse,3.0,2.5,2.88,2.55,3.83,2.48,1.25,3.75,1.01,17.0,1.12,6.0,1.44,2.7,1.4,2.75,1.57,1.2,1.52,0.56,1.0,1.56,1.4,2.96,2.0,6.4,1.98,1.27,3.3,1.47,2.48,1.76,1.94,2.18,1.58,2.8,1.38
Netherlands Eredivisie,2024-12-20,16:00:00,17,RKC Waalwijk,PEC Zwolle,3.4,2.3,2.88,2.75,3.75,2.3,1.33,3.25,1.03,15.0,1.21,4.25,1.66,2.05,1.62,2.2,1.63,1.25,1.44,0.5,0.5,1.16,0.95,2.11,1.7,6.5,2.4,1.23,3.65,1.41,2.65,1.66,2.06,2.0,1.8,2.6,1.43
Germany Bundesliga,2024-12-20,16:30:00,15,Bayern München,RB Leipzig,1.73,2.88,6.5,1.5,5.0,5.0,1.2,4.33,0.0,0.0,1.1,7.0,1.33,3.2,1.62,2.2,1.04,1.1,3.5,2.67,1.86,2.15,1.2,3.35,1.17,8.5,5.4,1.32,3.05,1.54,2.3,1.86,1.82,2.35,1.5,3.05,1.32
Italy Serie B,2024-12-20,16:30:00,18,Salernitana,Brescia,2.7,2.0,3.95,2.15,3.3,3.3,1.42,2.65,1.07,8.0,1.35,3.1,1.98,1.73,1.77,1.9,1.28,1.28,1.7,1.22,1.0,1.72,1.2,2.92,1.75,6.4,2.3,1.44,2.55,1.74,1.97,2.18,1.58,2.8,1.37,3.8,1.22
Spain Segunda División,2024-12-20,16:30:00,21,FC Cartagena,Albacete Balompié,4.0,2.05,2.88,3.4,3.2,2.1,1.44,2.63,1.07,8.0,1.36,3.0,2.05,1.68,1.83,1.83,1.66,1.28,1.33,0.78,1.1,1.23,1.26,2.49,2.3,6.4,1.76,1.36,2.8,1.61,2.12,2.0,1.68,2.55,1.43,3.4,1.25
Belgium Pro League,2024-12-20,16:45:00,19,KVC Westerlo,KV Mechelen,2.7,2.25,3.3,2.15,3.6,3.0,1.28,3.35,1.01,13.0,1.17,5.0,1.5,2.4,1.42,2.6,1.38,1.22,1.65,1.67,1.0,1.85,1.29,3.14,1.7,6.75,2.4,1.25,3.45,1.44,2.55,1.73,1.98,2.1,1.64,2.65,1.41
England EFL League Two,2024-12-20,16:45:00,21,Crewe Alexandra,Colchester United,3.1,2.05,3.75,2.15,3.25,3.0,1.44,2.63,1.06,8.5,1.36,3.1,2.05,1.65,1.83,1.83,1.38,1.28,1.57,2.0,1.0,1.16,1.07,2.23,1.82,8.0,2.33,1.25,3.75,1.45,2.63,1.74,2.02,2.19,1.63,2.82,1.4
England EFL League Two,2024-12-20,16:45:00,21,Gillingham,Cheltenham Town,2.88,2.05,4.0,1.95,3.4,3.4,1.44,2.63,1.06,8.5,1.38,3.0,2.1,1.63,1.91,1.8,1.33,1.25,1.65,1.8,0.89,1.21,1.17,2.38,1.59,8.5,2.78,1.27,3.5,1.5,2.5,1.82,1.98,2.3,1.57,3.0,1.36
Scotland Premiership,2024-12-20,16:45:00,18,Motherwell,Kilmarnock,3.1,2.1,3.6,2.35,3.4,2.75,1.44,2.63,1.06,8.5,1.35,3.1,1.73,1.95,1.8,1.95,1.38,1.28,1.57,1.56,1.0,1.29,1.24,2.53,1.79,6.75,2.18,1.15,4.6,1.28,3.2,1.47,2.43,1.9,1.9,2.15,1.61
Italy Serie A,2024-12-20,16:45:00,17,Hellas Verona,AC Milan,5.5,2.38,2.1,5.25,4.0,1.6,1.33,3.25,1.03,15.0,1.22,4.33,1.92,1.98,1.75,2.0,2.4,1.19,1.15,1.13,1.14,1.12,1.48,2.6,3.05,7.0,1.46,1.33,2.95,1.55,2.25,1.91,1.78,2.4,1.49,3.15,1.3
England EFL League One,2024-12-20,16:45:00,21,Cambridge United,Huddersfield Town,4.5,2.2,2.6,3.6,3.5,2.0,1.4,2.75,1.05,9.0,1.3,3.4,1.98,1.88,1.8,1.95,1.85,1.25,1.22,1.33,1.56,1.32,1.28,2.6,2.55,7.0,1.58,1.25,3.45,1.44,2.55,1.72,1.98,2.1,1.64,2.65,1.41
England EFL League One,2024-12-20,16:45:00,21,Stockport County,Peterborough United,2.38,2.4,4.33,1.8,3.75,4.2,1.3,3.4,1.04,10.0,1.2,4.33,1.6,2.15,1.57,2.25,1.22,1.22,1.95,2.0,0.88,1.64,1.23,2.87,1.68,6.75,2.4,1.27,3.3,1.47,2.43,1.77,1.92,2.18,1.58,2.8,1.37
England EFL League One,2024-12-20,16:45:00,21,Wycombe Wanderers,Bolton Wanderers,2.75,2.25,3.75,2.25,3.5,3.0,1.36,3.0,1.05,9.5,1.25,3.8,1.72,1.98,1.62,2.2,1.33,1.25,1.67,2.38,1.63,1.34,1.12,2.46,1.98,6.75,1.98,1.23,3.65,1.4,2.65,1.65,2.08,2.02,1.7,2.55,1.44
Spain La Liga,2024-12-20,17:00:00,18,Girona FC,Real Valladolid,2.0,2.38,6.5,1.45,4.75,6.0,1.36,3.0,1.04,13.0,1.26,4.0,1.8,2.0,2.0,1.75,1.09,1.17,2.75,1.63,0.38,1.37,0.87,2.24,1.28,7.5,4.0,1.32,3.0,1.57,2.23,1.94,1.76,2.48,1.46,3.15,1.29
England Championship,2024-12-20,17:00:00,22,Luton Town,Derby County,2.88,2.05,4.0,2.0,3.4,3.8,1.44,2.63,1.07,8.0,1.36,3.1,1.75,1.95,1.83,1.83,1.28,1.28,1.7,1.64,0.64,1.41,0.93,2.34,1.45,7.5,3.05,1.12,5.1,1.24,3.55,1.41,2.65,1.65,2.08,1.98,1.72
Portugal Liga NOS,2024-12-20,17:15:00,15,Casa Pia,FC Arouca,2.9,1.95,3.75,2.3,3.2,3.25,1.48,2.5,1.08,7.5,1.4,2.9,2.1,1.65,1.85,1.85,1.33,1.3,1.6,1.29,0.57,1.24,1.04,2.28,1.79,6.5,2.2,1.29,3.15,1.5,2.33,1.82,1.84,2.28,1.53,2.95,1.33
