League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
England EFL League One,2024-11-26,16:45:00,11,Burton Albion,Charlton Athletic,3.6,2.1,3.1,3.0,3.4,2.25,1.4,2.75,1.06,8.5,1.33,3.25,1.9,1.78,1.8,1.95,1.57,1.25,1.36,0.56,1.11,1.04,1.08,2.12,2.0,8.0,2.05,1.21,3.8,1.36,2.88,1.62,2.16,1.95,1.77,2.55,1.45
England EFL League One,2024-11-26,16:45:00,11,Barnsley,Reading,2.4,2.3,4.33,1.75,3.8,4.2,1.33,3.25,1.04,10.0,1.22,4.2,1.73,1.95,1.62,2.2,1.22,1.22,1.93,1.25,1.0,1.71,1.25,2.96,1.54,7.2,3.28,1.17,4.35,1.26,3.08,1.49,2.3,1.85,1.85,2.35,1.47
England EFL League One,2024-11-26,16:45:00,11,Leyton Orient,Huddersfield Town,3.5,2.1,3.1,2.9,3.2,2.37,1.44,2.63,1.06,8.5,1.33,3.2,2.1,1.63,1.8,1.95,1.53,1.25,1.42,1.0,1.38,1.43,1.26,2.69,1.95,8.0,2.05,1.21,3.8,1.36,2.88,1.62,2.16,1.95,1.77,2.55,1.45
England Championship,2024-11-26,16:45:00,17,Burnley,Coventry City,2.88,2.1,4.0,2.15,3.4,3.3,1.44,2.63,1.07,9.5,1.38,3.1,2.1,1.65,1.83,1.83,1.32,1.28,1.75,2.14,0.88,1.46,1.08,2.54,1.73,6.75,2.33,1.13,4.88,1.31,3.22,1.57,2.37,1.92,1.88,2.42,1.55
England EFL League One,2024-11-26,16:45:00,11,Wrexham,Lincoln City,2.75,2.1,4.0,2.1,3.3,3.3,1.44,2.63,1.06,10.0,1.36,3.2,2.05,1.68,1.91,1.91,1.3,1.25,1.75,2.75,1.63,1.4,1.07,2.47,1.75,8.0,2.44,1.27,3.38,1.49,2.44,1.77,1.95,2.32,1.54,3.05,1.33
England Championship,2024-11-26,16:45:00,17,Hull City,Sheffield Wednesday,3.0,2.1,3.6,2.35,3.4,2.95,1.4,2.75,1.06,8.5,1.33,3.25,1.93,1.77,1.73,2.0,1.38,1.28,1.57,0.78,1.25,1.31,1.03,2.34,1.9,6.75,2.07,1.12,5.21,1.28,3.4,1.52,2.47,1.85,1.95,2.32,1.6
England Championship,2024-11-26,16:45:00,17,Norwich City,Plymouth Argyle,2.05,2.38,5.5,1.53,4.6,5.25,1.33,3.25,1.02,19.0,1.18,5.0,1.53,2.3,1.8,1.91,1.14,1.17,2.6,1.43,0.25,1.39,0.68,2.07,1.25,8.5,4.1,1.12,5.21,1.28,3.4,1.52,2.47,1.85,1.95,2.32,1.6
England Championship,2024-11-26,16:45:00,17,Sheffield United,Oxford United,2.05,2.3,6.5,1.49,4.4,6.5,1.36,3.0,1.03,13.0,1.26,4.0,1.77,1.93,2.0,1.73,1.11,1.17,2.7,2.75,0.25,1.46,1.11,2.57,1.24,8.5,4.35,1.09,5.76,1.24,3.69,1.46,2.63,1.77,2.05,2.19,1.68
England Championship,2024-11-26,16:45:00,17,Stoke City,Preston North End,2.75,2.05,4.5,2.2,3.3,3.25,1.44,2.63,1.07,9.5,1.4,3.0,2.05,1.65,1.91,1.8,1.33,1.28,1.7,1.44,0.5,1.32,1.03,2.35,1.57,6.75,2.65,1.27,3.48,1.52,2.47,1.88,1.92,2.38,1.57,3.18,1.32
England Championship,2024-11-26,16:45:00,17,Watford,Bristol City,3.1,2.1,3.5,2.3,3.4,3.0,1.4,2.75,1.06,10.0,1.32,3.4,1.85,1.83,1.73,2.0,1.38,1.28,1.63,2.75,1.33,1.53,1.34,2.87,1.76,6.75,2.23,1.22,3.82,1.45,2.66,1.78,2.04,2.22,1.65,2.92,1.38
Scotland Premiership,2024-11-26,16:45:00,11,Hibernian,Aberdeen,3.4,2.1,3.25,2.65,3.3,2.5,1.44,2.63,1.04,12.0,1.28,3.6,1.95,1.75,1.8,1.95,1.45,1.25,1.55,0.86,2.0,1.33,1.24,2.57,1.66,7.0,2.88,1.1,4.85,1.23,3.28,1.44,2.42,1.77,1.95,2.24,1.52
England EFL League One,2024-11-26,16:45:00,5,Cambridge United,Bolton Wanderers,4.5,2.25,2.4,4.33,3.8,1.73,1.36,3.0,1.05,9.5,1.25,3.75,1.75,1.95,1.75,2.0,1.95,1.22,1.22,1.13,1.63,1.31,1.08,2.39,2.77,8.0,1.64,1.27,3.38,1.49,2.44,1.77,1.95,2.32,1.54,3.05,1.33
England Championship,2024-11-26,17:00:00,17,Sunderland,West Bromwich Albion,3.0,2.05,4.0,2.3,3.25,3.1,1.44,2.63,1.08,9.0,1.42,2.9,2.15,1.6,1.83,1.83,1.36,1.3,1.65,2.43,1.88,1.33,1.14,2.47,1.74,6.75,2.3,1.22,3.88,1.44,2.69,1.76,2.06,2.2,1.67,2.87,1.39
Uruguay Primera División,2024-11-26,18:45:00,14,Wanderers,Miramar Misiones,3.0,2.2,3.6,2.1,3.2,3.25,1.36,3.0,1.03,9.0,1.29,3.4,1.98,1.71,1.73,2.0,1.34,1.27,1.45,1.33,1.11,1.47,1.03,2.5,1.9,7.5,2.28,1.37,3.1,1.65,2.24,2.04,1.72,2.69,1.47,3.77,1.27
Argentina Primera División,2024-11-26,19:00:00,24,Newell's Old Boys,Independiente,4.33,1.8,3.6,3.3,2.63,2.6,1.67,2.1,1.14,5.38,1.47,2.39,3.5,1.3,2.5,1.5,1.52,1.38,1.4,1.0,1.38,1.37,1.21,2.58,1.85,6.4,2.28,1.5,2.4,1.9,1.78,2.6,1.43,3.8,1.22,5.0,1.09
Brazil Serie A,2024-11-26,19:00:00,35,Fluminense,Criciúma,2.25,2.1,6.0,1.65,3.6,6.25,1.44,2.63,1.06,9.5,1.36,3.1,2.1,1.7,2.05,1.7,1.15,1.22,2.25,1.44,0.83,1.48,1.24,2.72,1.47,9.6,3.5,1.15,4.0,1.32,2.78,2.0,2.05,2.04,1.69,2.62,1.38
Brazil Serie A,2024-11-26,20:00:00,35,Fortaleza,Flamengo,3.75,2.05,3.1,3.1,3.2,2.4,1.47,2.65,1.07,8.0,1.36,3.1,2.1,1.7,1.91,1.91,1.47,1.3,1.47,2.44,1.61,1.38,1.49,2.87,2.88,9.5,1.62,1.2,4.0,1.4,2.75,2.1,2.0,2.25,1.57,3.0,1.33
Uruguay Primera División,2024-11-26,21:00:00,14,Progreso,Peñarol,9.5,2.2,1.95,7.0,4.5,1.33,1.44,2.63,1.06,8.0,1.38,2.9,1.85,1.8,2.63,1.44,2.49,1.15,1.06,1.56,2.44,1.43,1.5,2.93,5.5,8.1,1.23,1.28,2.97,1.53,2.16,2.05,1.7,2.51,1.39,3.44,1.21
Argentina Primera División,2024-11-26,21:15:00,24,Sarmiento,Platense,4.75,1.8,3.25,3.6,2.9,2.35,1.73,2.0,1.14,5.31,1.55,2.2,3.5,1.3,2.63,1.44,1.58,1.38,1.32,0.96,1.43,1.12,1.22,2.34,2.38,5.6,1.88,1.45,2.52,1.82,1.85,2.45,1.47,3.4,1.26,4.65,1.11
Argentina Primera División,2024-11-26,21:15:00,24,Unión Santa Fe,Talleres Córdoba,3.75,1.8,3.75,2.8,2.88,2.88,1.57,2.25,1.09,6.71,1.47,2.39,3.1,1.36,2.38,1.53,1.35,1.33,1.6,1.57,1.7,1.37,1.38,2.75,1.54,6.4,2.55,1.5,2.38,1.73,2.0,2.35,1.5,3.15,1.3,4.1,1.18
Brazil Serie A,2024-11-26,21:30:00,36,Atlético Mineiro,Juventude,3.5,1.95,3.5,1.85,3.3,3.6,1.42,2.65,1.05,9.0,1.3,3.4,1.91,1.73,1.95,1.8,1.28,1.25,1.73,1.47,0.53,1.35,1.16,2.51,2.25,8.5,1.95,1.35,3.05,1.62,2.2,2.2,1.77,2.65,1.45,3.55,1.27
Brazil Serie A,2024-11-26,21:30:00,36,Palmeiras,Botafogo,2.75,2.1,4.33,1.75,3.3,4.0,1.44,2.8,1.05,10.0,1.29,3.5,1.95,1.7,1.91,1.91,1.22,1.22,2.0,2.24,1.88,1.92,1.39,3.31,1.62,10.5,2.78,1.19,3.64,1.39,2.59,1.91,1.92,2.14,1.57,2.82,1.31
