League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
JAPAN 2,2025-06-01,02:00:00,18,Iwaki,Roasso Kumamoto,3.4,2.05,3.25,2.55,3.08,2.48,1.44,2.63,3.25,1.33,9.0,1.07,1.02,7.7,1.32,2.88,2.0,1.67,1.83,1.83,1.44,1.33,1.44,1.0,1.0,1.63,1.37,3.0,2.28,8.0,1.85,1.28,3.2,1.52,2.36,1.92,1.88,2.37,1.55,3.07,1.32
JAPAN 1,2025-06-01,03:00:00,19,Cerezo Osaka,Shimizu S-Pulse,2.8,2.1,3.4,2.39,3.12,2.63,1.35,2.9,2.55,1.44,6.25,1.1,1.05,9.0,1.28,3.65,1.85,1.85,1.65,2.1,1.36,1.31,1.6,1.8,1.0,1.88,1.55,3.43,1.8,8.0,2.3,1.22,3.65,1.42,2.65,1.7,2.07,2.11,1.68,2.65,1.42
JAPAN 1,2025-06-01,03:00:00,19,Shonan Bellmare,Fagiano Okayama,3.25,1.95,3.75,2.33,2.89,2.9,1.53,2.38,3.5,1.29,11.0,1.05,1.1,6.5,1.48,2.6,2.3,1.5,2.05,1.7,1.38,1.34,1.52,1.22,0.67,1.45,1.29,2.74,1.74,6.75,2.3,1.24,3.45,1.42,2.5,1.7,1.95,2.1,1.61,2.65,1.38
JAPAN 1,2025-06-01,04:00:00,19,Urawa Reds,Yokohama,2.75,1.9,4.33,2.02,2.91,3.57,1.52,2.35,3.4,1.28,9.5,1.04,1.1,6.25,1.47,2.5,2.37,1.48,2.1,1.65,1.25,1.35,1.7,2.27,0.56,1.49,1.23,2.72,1.8,8.0,2.38,1.32,3.12,1.57,2.31,1.92,1.82,2.41,1.5,3.15,1.29
SOUTH KOREA 2,2025-06-01,04:30:00,14,Asan Mugunghwa,Gimpo Citizen,2.7,2.1,4.0,2.11,3.24,3.25,1.4,2.75,3.0,1.36,8.5,1.07,1.01,8.4,1.33,2.83,2.17,1.62,1.85,1.85,1.3,1.36,1.65,1.71,1.14,1.82,1.31,3.13,1.69,7.6,2.53,1.52,2.44,1.92,1.88,2.42,1.53,3.34,1.24,4.25,1.17
SOUTH KOREA 2,2025-06-01,07:00:00,14,Cheonan City,Incheon United,6.5,2.4,1.85,6.9,4.4,1.34,1.3,3.25,2.5,1.5,6.0,1.11,1.01,11.0,1.16,4.15,1.78,1.92,1.91,1.83,3.0,1.2,1.08,0.63,2.17,1.19,1.29,2.48,2.83,8.1,1.56,1.34,2.78,1.71,2.09,2.15,1.68,2.78,1.34,3.62,1.22
SOUTH KOREA 1,2025-06-01,07:00:00,17,Daegu,Gwangju,3.65,2.1,2.7,3.03,3.29,2.06,1.38,2.8,2.8,1.38,7.2,1.03,1.05,9.0,1.3,3.4,1.9,1.8,1.73,1.95,1.67,1.25,1.33,1.11,1.25,1.83,1.07,2.9,2.0,6.4,1.98,1.41,2.65,1.68,2.05,2.08,1.65,2.65,1.41,3.55,1.24
SOUTH KOREA 2,2025-06-01,07:00:00,14,Suwon Bluewings,Bucheon 1995,2.3,2.3,4.4,1.69,3.62,3.95,1.33,3.1,2.6,1.44,6.5,1.11,1.0,9.0,1.24,3.34,1.86,1.84,1.73,2.05,1.2,1.29,2.0,2.5,1.57,1.85,1.64,3.49,1.63,8.1,2.62,1.32,2.88,1.66,2.18,2.1,1.71,2.69,1.36,3.75,1.19
SOUTH KOREA 1,2025-06-01,07:00:00,17,Sangju Sangmu,Suwon,2.1,2.3,4.6,1.55,3.77,4.75,1.3,3.2,2.4,1.49,5.75,1.12,1.04,10.0,1.22,4.2,1.77,1.93,1.75,1.95,1.18,1.22,2.2,1.5,0.44,1.8,1.27,3.07,1.52,6.4,2.8,1.46,2.5,1.76,1.94,2.2,1.57,2.9,1.35,3.8,1.22
SOUTH KOREA 1,2025-06-01,07:00:00,17,Pohang Steelers,Gangwon,2.55,2.1,4.0,1.95,3.25,3.34,1.4,2.75,2.8,1.38,7.1,1.04,1.06,8.5,1.33,3.3,1.93,1.77,1.77,1.91,1.28,1.25,1.77,1.78,1.33,1.62,0.92,2.54,1.68,6.25,2.48,1.53,2.32,1.9,1.79,2.4,1.49,3.15,1.29,4.3,1.18
ESTONIA 1,2025-06-01,08:30:00,15,Vaprus,Kuressaare,2.3,2.2,4.2,1.91,3.5,3.6,1.33,2.95,2.4,1.43,4.7,1.09,1.04,12.0,1.22,3.8,1.7,2.05,1.64,1.95,1.29,1.24,1.82,1.0,0.5,1.34,0.98,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWEDEN 1,2025-06-01,09:00:00,12,Malmö FF,Häcken,1.95,2.45,5.0,1.44,4.2,5.4,1.25,3.55,2.2,1.6,4.9,1.11,1.01,13.0,1.18,5.0,1.61,2.23,1.6,2.15,1.14,1.15,2.45,2.0,1.17,2.35,1.75,4.1,1.45,7.5,2.95,1.15,4.6,1.27,3.3,1.46,2.5,1.73,1.98,2.1,1.64
SWEDEN 1,2025-06-01,09:00:00,12,Halmstad,Djurgården,4.2,2.15,2.4,3.52,3.27,1.89,1.36,2.88,2.65,1.42,7.4,1.03,1.06,9.5,1.3,3.55,2.05,1.68,1.73,1.95,1.9,1.22,1.22,1.29,1.5,1.29,1.18,2.47,2.8,6.4,1.54,1.49,2.4,1.81,1.88,2.3,1.54,2.95,1.33,3.95,1.2
SWEDEN 1,2025-06-01,09:00:00,12,Brommapojkarna,IFK Göteborg,3.1,2.1,3.1,2.27,3.45,2.57,1.36,2.9,2.6,1.44,6.1,1.06,1.05,10.0,1.25,3.85,1.66,2.08,1.6,2.15,1.48,1.25,1.48,0.5,2.0,1.68,1.24,2.92,2.0,7.0,1.93,1.15,4.6,1.26,3.4,1.44,2.55,1.7,2.02,2.07,1.67
NORWAY 1,2025-06-01,09:30:00,9,Fredrikstad,Sarpsborg 08,2.5,2.2,3.75,1.93,3.45,3.21,1.33,3.0,2.45,1.48,5.85,1.07,1.04,10.0,1.25,3.95,1.72,2.0,1.6,2.15,1.3,1.22,1.77,2.17,1.8,1.15,1.66,2.81,1.65,6.75,2.45,1.24,3.55,1.42,2.63,1.68,2.05,2.07,1.67,2.63,1.43
FINLAND 1,2025-06-01,10:00:00,9,Gnistan,Ilves,3.3,2.1,2.59,3.4,3.25,2.01,1.35,3.31,2.57,1.47,5.75,1.09,1.05,11.0,1.25,3.6,1.7,1.95,1.67,2.23,1.3,1.3,1.29,1.33,0.75,1.88,2.07,3.95,2.35,8.5,1.68,1.18,4.05,1.28,2.87,1.6,2.23,1.95,1.78,2.44,1.49
PARAGUAY 1,2025-06-01,10:00:00,22,Olimpia,Deportivo Recoleta,2.02,2.25,5.5,1.5,4.0,6.0,1.32,2.95,2.87,1.4,6.4,1.09,1.05,10.0,1.28,3.3,1.89,1.89,2.0,1.8,1.25,1.22,2.32,1.52,1.24,1.67,1.43,3.1,1.42,6.75,3.05,1.43,2.6,1.7,2.02,2.2,1.58,2.74,1.35,3.6,1.25
SWEDEN 2,2025-06-01,10:00:00,11,GIF Sundsvall,Falkenberg,3.2,2.05,3.1,2.43,3.18,2.54,1.38,2.8,2.75,1.4,6.8,1.04,1.06,9.0,1.33,3.35,1.95,1.75,1.73,1.95,1.5,1.25,1.45,0.8,1.4,1.77,1.75,3.52,1.97,6.75,1.97,1.18,4.3,1.3,3.05,1.5,2.33,1.8,1.9,2.2,1.58
