League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Scotland Premiership,2024-11-23,12:00:00,13,St. Johnstone,Kilmarnock,3.5,2.2,3.0,2.34,5.16,2.05,1.4,2.75,1.05,11.0,1.3,3.5,1.89,1.93,1.7,2.05,1.68,1.25,1.36,0.77,1.0,1.21,1.28,2.49,2.3,6.5,1.66,1.23,3.65,1.41,2.65,1.66,2.06,2.05,1.67,2.55,1.44
Scotland Premiership,2024-11-23,12:00:00,13,St. Mirren,Aberdeen,3.6,2.1,3.0,2.53,3.02,2.62,1.4,2.75,1.05,11.0,1.33,3.3,1.96,1.9,1.75,2.0,1.63,1.25,1.38,1.15,2.82,1.19,1.32,2.51,1.95,6.75,1.93,1.19,4.1,1.33,2.95,1.55,2.28,1.86,1.82,2.3,1.53
Romania Liga I,2024-11-23,12:00:00,17,Hermannstadt,Universitatea Cluj,4.33,1.91,3.0,2.27,2.11,5.13,1.57,2.25,1.05,6.1,1.5,2.45,2.55,1.45,2.1,1.67,1.66,1.33,1.28,1.5,1.78,1.25,1.29,2.54,0.0,0.0,0.0,0.0,0.0,1.68,2.14,2.12,1.7,0.0,0.0,0.0,0.0
Greece Super League,2024-11-23,12:00:00,12,Lamia,OFI,3.4,2.05,3.4,2.63,3.04,2.42,1.44,2.63,1.07,8.6,1.37,3.15,2.11,1.76,1.91,1.91,1.44,1.31,1.41,0.4,1.67,1.08,1.03,2.11,2.29,7.5,1.85,1.38,2.62,1.85,1.95,2.25,1.63,2.94,1.28,3.8,1.22
England EFL League One,2024-11-23,12:00:00,17,Barnsley,Wigan Athletic,2.6,2.2,4.33,2.02,3.05,3.14,1.4,2.75,1.04,12.0,1.3,3.5,1.9,1.86,1.8,1.95,1.3,1.25,1.83,1.43,0.86,1.64,1.08,2.72,1.68,6.4,2.3,1.33,2.95,1.55,2.25,1.9,1.79,2.4,1.5,3.15,1.3
England Championship,2024-11-23,12:00:00,16,Queens Park Rangers,Stoke City,3.2,2.1,3.4,5.65,5.26,1.35,1.4,2.75,1.05,12.0,1.3,3.6,2.03,1.85,1.73,2.0,1.48,1.28,1.53,0.5,1.0,1.68,1.08,2.76,1.73,6.75,2.32,1.16,4.4,1.29,3.15,1.48,2.43,1.77,1.92,2.18,1.58
England EFL League One,2024-11-23,12:00:00,17,Crawley Town,Rotherham United,4.33,2.2,2.6,3.16,2.99,1.93,1.36,3.0,1.04,12.0,1.28,3.6,1.9,1.86,1.75,2.0,1.87,1.25,1.28,1.0,0.75,0.97,1.29,2.26,2.3,6.75,1.66,1.2,3.9,1.36,2.85,1.58,2.18,1.93,1.76,2.4,1.49
England EFL League One,2024-11-23,12:00:00,17,Lincoln City,Wycombe Wanderers,3.4,2.1,3.25,2.56,3.04,2.36,1.44,2.63,1.06,10.0,1.35,3.2,1.95,1.85,1.8,1.95,1.47,1.28,1.5,1.86,2.13,1.35,1.5,2.85,1.84,6.25,2.05,1.28,3.2,1.49,2.4,1.81,1.88,2.28,1.55,2.9,1.34
England Championship,2024-11-23,12:00:00,16,Oxford United,Middlesbrough,5.5,2.3,2.2,3.79,1.9,3.15,1.36,3.0,1.04,13.0,1.26,4.0,1.9,1.8,1.83,1.83,2.4,1.2,1.15,1.88,1.43,1.01,1.59,2.6,2.9,6.75,1.49,1.26,3.4,1.46,2.48,1.75,1.95,2.17,1.6,2.7,1.38
England EFL League One,2024-11-23,12:00:00,17,Mansfield Town,Bristol Rovers,2.3,2.25,4.75,1.67,3.4,4.0,1.36,3.0,1.03,13.0,1.25,3.75,1.8,2.0,1.8,1.95,1.2,1.2,2.1,1.71,0.57,1.27,1.08,2.35,1.43,6.75,2.9,1.21,3.8,1.38,2.7,1.63,2.12,1.98,1.72,2.48,1.46
England EFL League One,2024-11-23,12:00:00,17,Northampton Town,Cambridge United,3.0,2.1,3.75,2.17,3.03,2.86,1.44,2.63,1.06,10.0,1.36,3.2,1.95,1.75,1.8,1.95,1.38,1.25,1.62,1.43,0.43,1.26,1.11,2.37,1.72,6.25,2.23,1.41,2.65,1.71,2.0,2.12,1.63,2.7,1.38,3.65,1.23
England EFL League One,2024-11-23,12:00:00,17,Peterborough United,Reading,2.4,2.5,3.75,1.84,3.4,3.29,1.25,3.75,1.04,10.0,1.14,5.5,1.45,2.55,1.44,2.63,1.3,1.2,1.9,1.75,0.71,1.26,1.19,2.45,1.49,6.75,2.65,1.17,4.3,1.3,3.05,1.52,2.32,1.82,1.86,2.23,1.56
England EFL League One,2024-11-23,12:00:00,17,Wrexham,Exeter City,2.4,2.2,4.75,1.63,3.38,4.26,1.4,2.75,1.05,11.0,1.33,3.3,1.95,1.85,1.91,1.91,1.22,1.22,2.0,2.71,1.43,1.44,0.93,2.37,1.52,6.75,2.55,1.2,3.9,1.36,2.8,1.58,2.18,1.9,1.79,2.35,1.5
England Championship,2024-11-23,12:00:00,16,Preston North End,Derby County,3.0,2.0,4.0,3.4,3.5,1.89,1.5,2.5,1.08,8.5,1.42,2.9,1.9,1.8,1.91,1.8,1.33,1.3,1.68,1.5,0.63,1.2,1.04,2.24,1.64,6.75,2.48,1.15,4.6,1.28,3.2,1.48,2.43,1.76,1.93,2.17,1.6
England EFL League One,2024-11-23,12:00:00,17,Huddersfield Town,Charlton Athletic,2.4,2.2,4.75,1.69,3.29,4.06,1.4,2.75,1.05,11.0,1.33,3.3,1.98,1.78,1.91,1.91,1.22,1.22,2.0,2.14,1.0,1.41,1.09,2.5,1.47,6.75,2.8,1.22,3.65,1.41,2.65,1.65,2.08,2.02,1.68,2.55,1.44
Spain La Liga,2024-11-23,12:15:00,14,Atlético Madrid,Deportivo Alavés,1.91,2.3,8.5,1.36,4.5,8.5,1.4,2.75,1.05,11.0,1.33,3.4,2.0,1.8,2.25,1.57,1.05,1.16,3.1,2.33,0.43,1.58,1.31,2.89,1.33,7.0,3.7,1.35,2.9,1.6,2.17,1.96,1.73,2.48,1.47,3.3,1.28
Spain Segunda División,2024-11-23,12:15:00,16,Granada CF,Cádiz,2.75,2.1,4.0,2.17,3.16,3.02,1.44,2.63,1.07,8.0,1.33,3.1,2.0,1.84,1.83,1.83,1.28,1.25,1.72,1.38,1.14,1.7,1.28,2.98,1.68,6.25,2.3,1.34,2.88,1.58,2.16,1.98,1.82,2.5,1.44,3.3,1.27
Bulgaria First League,2024-11-23,12:30:00,16,Levski Sofia,Lokomotiv Sofia 1929,1.67,2.5,11.0,1.22,5.5,15.0,1.36,3.0,1.02,7.5,1.28,3.45,1.73,2.08,2.5,1.5,1.03,1.1,2.9,2.14,0.71,2.28,1.33,3.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Eredivisie,2024-11-23,12:30:00,13,Go Ahead Eagles,Almere City,2.1,2.3,6.0,1.46,3.89,5.94,1.36,3.0,1.04,13.0,1.26,3.67,1.8,1.9,1.91,1.91,1.12,1.19,2.5,1.33,0.4,1.61,1.15,2.76,1.52,7.0,2.8,1.17,4.3,1.32,3.05,1.54,2.3,1.86,1.82,2.32,1.53
Norway Eliteserien,2024-11-23,13:00:00,29,Fredrikstad,HamKam,2.4,2.2,5.0,1.85,3.2,3.89,1.4,2.75,1.05,11.0,1.33,3.4,2.0,1.88,1.8,1.95,1.2,1.24,2.1,1.71,1.21,1.34,1.28,2.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway Eliteserien,2024-11-23,13:00:00,29,Molde,Brann,2.88,2.4,3.1,1.7,5.11,3.08,1.29,3.5,1.02,19.0,1.18,5.0,1.5,2.4,1.44,2.63,1.52,1.22,1.58,1.71,2.07,1.77,1.51,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway Eliteserien,2024-11-23,13:00:00,29,Odd,FK Bodo - Glimt,8.0,2.75,1.67,5.63,2.15,2.14,1.22,4.0,0.0,23.0,1.13,6.0,1.4,2.75,1.91,1.91,3.75,1.1,1.02,0.93,1.79,1.09,1.46,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway Eliteserien,2024-11-23,13:00:00,29,Rosenborg,Sarpsborg 08,2.0,2.63,5.0,1.29,7.18,5.09,1.22,4.0,0.0,0.0,1.12,6.5,1.36,2.9,1.5,2.5,1.16,1.16,2.55,2.21,1.5,1.56,1.33,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway Eliteserien,2024-11-23,13:00:00,29,KFUM,Kristiansund,2.75,2.05,4.33,2.78,2.5,2.87,1.44,2.63,1.06,10.0,1.36,3.2,2.0,1.7,1.95,1.8,1.26,1.26,1.87,0.93,0.71,1.31,0.98,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway Eliteserien,2024-11-23,13:00:00,29,Lillestrøm,Sandefjord,2.63,2.38,3.6,2.1,8.0,1.96,1.3,3.4,1.03,15.0,1.2,4.5,1.57,2.25,1.53,2.38,1.35,1.24,1.78,0.86,0.57,1.41,1.28,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria Bundesliga,2024-11-23,13:00:00,14,Wattens,Rapid Wien,5.5,2.5,2.0,5.97,1.66,2.95,1.29,3.5,1.02,17.0,1.2,4.5,1.57,2.25,1.7,2.05,2.55,1.17,1.12,1.0,1.17,0.96,1.28,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway Eliteserien,2024-11-23,13:00:00,29,Viking,Haugesund,1.95,2.6,5.5,1.81,3.32,3.94,1.25,3.75,1.01,21.0,1.15,5.5,1.45,2.55,1.62,2.2,1.12,1.15,2.7,2.21,1.0,1.66,1.25,2.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkey Süper Lig,2024-11-23,13:00:00,13,BB Bodrumspor,Galatasaray,6.5,2.4,1.95,7.11,2.19,1.94,1.33,3.25,1.04,15.0,1.19,4.5,1.65,2.1,1.83,1.83,2.9,1.22,1.12,1.17,3.0,1.3,1.67,2.97,3.55,7.0,1.3,1.34,2.9,1.57,2.23,1.92,1.77,2.43,1.48,3.15,1.3
France Ligue 1,2024-11-23,13:00:00,12,Lens,Olympique Marseille,2.88,2.25,3.5,3.31,1.79,4.04,1.33,3.25,1.04,13.0,1.25,4.0,1.73,2.0,1.62,2.2,1.38,1.25,1.7,1.6,2.5,1.68,1.21,2.89,1.58,6.5,2.65,1.36,2.8,1.61,2.15,1.98,1.72,2.55,1.44,3.3,1.27
Austria Bundesliga,2024-11-23,13:00:00,14,Salzburg,LASK Linz,2.2,2.4,4.75,1.92,2.82,4.27,1.3,3.4,1.02,17.0,1.2,4.5,1.61,2.15,1.62,2.2,1.2,1.18,2.2,2.5,1.67,2.16,1.29,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria Bundesliga,2024-11-23,13:00:00,14,Sturm Graz,Austria Klagenfurt,1.91,2.5,6.5,2.0,2.28,5.85,1.3,3.4,1.02,17.0,1.18,4.75,1.57,2.25,1.8,1.95,1.1,1.14,2.8,2.29,1.17,1.71,1.08,2.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway Eliteserien,2024-11-23,13:00:00,29,Tromsø,Strømsgodset,2.25,2.3,4.75,1.87,2.53,5.61,1.33,3.25,1.03,13.0,1.22,4.33,1.65,2.1,1.7,2.05,1.2,1.22,2.15,1.14,0.93,1.5,1.2,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia SuperLiga,2024-11-23,13:00:00,16,Jedinstvo Ub,Red Star Belgrade,13.0,3.4,1.36,19.0,9.5,1.07,1.18,4.5,1.01,13.0,1.05,7.5,1.39,2.77,2.25,1.62,6.7,1.02,1.0,0.57,3.0,1.2,2.21,3.41,10.0,13.0,1.08,1.29,2.92,1.55,2.12,1.98,1.7,2.54,1.38,3.44,1.21
Italy Serie B,2024-11-23,13:15:00,14,Cesena,Reggiana,2.6,2.1,4.75,1.94,3.05,3.5,1.44,2.63,1.07,8.0,1.36,3.0,2.1,1.65,1.95,1.8,1.2,1.25,1.85,1.62,1.08,1.46,1.24,2.7,1.64,8.0,2.77,1.4,2.73,1.69,2.04,2.15,1.62,2.83,1.37,3.88,1.21
Poland Ekstraklasa,2024-11-23,13:30:00,16,Lech Poznań,GKS Katowice,1.95,2.5,6.0,1.45,4.75,6.0,1.31,3.2,1.04,10.0,1.2,4.2,1.5,2.5,1.7,2.05,1.09,1.16,2.55,2.63,1.43,1.94,1.53,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.0
Slovenia PrvaLiga,2024-11-23,13:30:00,16,Domžale,Nafta,3.0,2.05,3.3,2.18,3.3,2.79,1.4,2.75,1.02,7.4,1.33,3.1,2.01,1.81,1.78,1.95,1.42,1.25,1.55,0.29,0.14,1.13,1.33,2.46,0.0,0.0,0.0,0.0,0.0,1.48,2.54,1.81,1.98,2.27,1.6,0.0,0.0
Croatia Prva HNL,2024-11-23,13:45:00,14,Dinamo Zagreb,Rijeka,2.38,2.1,5.5,1.65,3.6,4.75,1.44,2.63,1.02,9.0,1.34,3.12,2.1,1.7,2.1,1.67,1.11,1.22,2.15,2.0,2.0,1.96,1.29,3.25,1.47,8.3,3.45,1.48,2.48,1.82,1.88,2.35,1.53,3.15,1.31,3.78,1.22
Switzerland Super League,2024-11-23,14:00:00,15,Grasshopper,Winterthur,2.1,2.38,5.5,1.53,3.92,5.0,1.33,3.25,1.04,10.0,1.2,4.2,1.65,2.1,1.73,2.0,1.11,1.18,2.3,0.86,0.14,1.52,1.1,2.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,2.19,2.07,1.73,0.0,0.0
Switzerland Super League,2024-11-23,14:00:00,15,Luzern,Young Boys,3.0,2.3,3.1,6.31,3.21,1.56,1.3,3.4,1.03,11.0,1.18,4.5,1.55,2.3,1.53,2.38,1.47,1.22,1.55,1.86,0.71,1.7,1.68,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,2.58,1.98,1.82,2.17,1.66
Italy Serie A,2024-11-23,14:00:00,13,AC Milan,Juventus,2.88,2.1,4.0,2.33,3.15,3.4,1.44,2.63,1.07,9.5,1.36,3.2,1.96,1.85,1.8,1.95,1.33,1.28,1.7,2.0,2.2,1.69,1.24,2.93,1.71,6.4,2.4,1.3,3.15,1.52,2.32,1.84,1.84,2.33,1.52,2.95,1.33
Belgium Pro League,2024-11-23,14:15:00,15,Standard Liège,Cercle Brugge,3.25,2.1,3.4,2.0,5.21,2.4,1.44,2.85,1.04,9.45,1.31,3.32,2.01,1.83,1.75,2.05,1.47,1.28,1.53,2.0,0.67,1.18,1.28,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany Bundesliga,2024-11-23,14:30:00,11,Eintracht Frankfurt,Werder Bremen,2.2,2.5,4.5,1.53,4.03,4.48,1.25,3.75,1.01,21.0,1.15,5.5,1.5,2.55,1.5,2.5,1.2,1.19,2.25,2.5,2.0,1.59,1.49,3.08,1.42,7.0,3.2,1.3,3.15,1.52,2.32,1.84,1.84,2.32,1.53,2.95,1.33
Spain La Liga,2024-11-23,14:30:00,14,UD Las Palmas,RCD Mallorca,3.75,1.91,3.25,3.0,2.9,2.6,1.57,2.25,1.12,7.0,1.5,2.65,2.63,1.5,2.05,1.7,1.53,1.35,1.4,1.0,1.5,1.37,1.24,2.61,1.95,6.25,2.07,1.4,2.7,1.65,2.08,2.06,1.66,2.65,1.41,3.45,1.25
Spain La Liga,2024-11-23,14:30:00,14,Girona FC,RCD Espanyol,2.3,2.2,5.5,1.7,3.8,5.0,1.4,2.75,1.06,11.0,1.32,3.4,1.91,1.91,1.95,1.8,1.17,1.24,2.2,1.67,0.17,1.36,0.85,2.21,1.44,6.75,3.15,1.41,2.65,1.68,2.04,2.1,1.63,2.7,1.4,3.65,1.23
England Premier League,2024-11-23,14:30:00,12,Manchester City,Tottenham Hotspur,1.95,2.75,5.0,1.16,7.58,8.49,1.2,4.33,1.01,29.0,1.11,7.2,1.36,3.1,1.44,2.63,1.14,1.18,2.59,2.6,0.8,2.34,1.76,4.1,1.3,8.5,3.7,1.09,5.8,1.16,4.3,1.3,3.15,1.48,2.43,1.75,1.95
Greece Super League,2024-11-23,14:30:00,12,Aris,Volos NFC,2.1,2.25,6.5,1.52,4.1,5.6,1.4,2.75,1.05,10.0,1.3,3.6,1.97,1.91,2.0,1.75,1.11,1.18,2.41,2.6,1.8,1.51,1.02,2.53,1.31,9.0,4.43,1.51,2.51,1.9,1.9,2.44,1.53,3.14,1.25,4.0,1.2
Spain Segunda División,2024-11-23,14:30:00,0,Burgos CF,SD Eibar,3.2,1.95,4.0,2.31,2.93,3.3,1.53,2.38,1.09,7.0,1.45,2.6,2.5,1.47,2.0,1.73,1.35,1.3,1.57,1.14,0.71,1.42,1.14,2.56,1.74,6.4,2.18,1.29,3.25,1.52,2.36,1.87,1.83,2.39,1.51,3.2,1.3
Spain Segunda División,2024-11-23,14:30:00,16,Córdoba,Real Zaragoza,3.0,2.05,3.75,2.31,3.2,3.0,1.44,2.63,1.07,8.0,1.36,2.95,2.23,1.58,1.83,1.83,1.35,1.28,1.6,2.14,1.75,1.65,1.41,3.06,1.76,6.4,2.18,1.29,3.25,1.52,2.36,1.87,1.83,2.39,1.51,3.2,1.31
Netherlands Eredivisie,2024-11-23,14:45:00,13,Feyenoord,Heerenveen,1.73,2.75,7.5,1.28,5.79,9.02,1.25,3.75,1.01,21.0,1.14,5.38,1.45,2.55,1.8,1.95,1.03,1.11,3.6,2.0,0.0,1.62,1.2,2.82,1.27,8.0,3.95,1.15,4.6,1.27,3.3,1.46,2.5,1.72,1.98,2.08,1.65
Netherlands Eredivisie,2024-11-23,14:45:00,13,Heracles,RKC Waalwijk,2.4,2.3,4.33,3.05,1.55,7.24,1.33,3.25,1.03,15.0,1.21,4.25,1.65,2.1,1.67,2.1,1.24,1.22,2.05,1.33,0.0,1.37,0.81,2.18,1.53,7.0,2.7,1.14,4.8,1.25,3.4,1.43,2.55,1.7,2.02,2.06,1.66
Scotland Premiership,2024-11-23,14:45:00,13,Dundee,Hibernian,3.25,2.2,3.1,2.68,3.5,2.38,1.36,3.0,1.04,12.0,1.25,3.75,1.86,2.02,1.62,2.2,1.53,1.25,1.47,1.0,0.67,1.31,1.35,2.66,1.92,6.5,1.95,1.15,4.6,1.27,3.3,1.46,2.5,1.72,1.98,2.1,1.64
Serbia SuperLiga,2024-11-23,15:00:00,16,Vojvodina,Tekstilac Odžaci,1.67,2.55,8.0,1.2,5.5,12.0,1.3,3.2,1.03,10.0,1.2,4.33,1.65,2.1,2.1,1.6,1.0,1.1,3.72,1.14,0.43,1.85,0.97,2.82,1.3,9.5,4.58,1.34,2.69,1.67,2.03,2.08,1.57,2.78,1.32,3.7,1.22
Czech Republic First League,2024-11-23,15:00:00,16,Hradec Králové,Viktoria Plzeň,4.33,2.1,2.75,4.55,6.06,1.38,1.44,2.63,1.06,8.0,1.36,3.0,2.06,1.8,1.91,1.91,1.78,1.25,1.25,2.0,1.57,1.34,1.2,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France Ligue 1,2024-11-23,15:00:00,12,Saint-Étienne,Montpellier,2.88,2.3,3.4,1.95,3.24,3.49,1.33,3.25,1.03,15.0,1.22,4.33,1.7,2.1,1.57,2.25,1.44,1.24,1.63,1.8,0.0,1.28,1.07,2.35,1.84,6.4,2.17,1.34,2.9,1.58,2.2,1.95,1.74,2.48,1.47,3.2,1.29
France Ligue 2,2024-11-23,16:00:00,14,Bastia,Lorient,3.75,2.1,2.88,3.04,3.19,2.05,1.4,2.75,1.05,9.5,1.3,3.3,1.88,1.96,1.8,1.91,1.66,1.25,1.35,1.67,1.14,1.66,1.47,3.13,2.54,8.0,1.69,1.31,3.15,1.55,2.29,1.92,1.79,2.47,1.48,3.3,1.29
Poland Ekstraklasa,2024-11-23,16:15:00,16,Legia Warszawa,Cracovia Kraków,2.1,2.4,5.5,1.55,4.33,5.25,1.33,3.05,1.04,10.0,1.22,4.0,1.62,2.25,1.75,2.0,1.16,1.2,2.05,2.0,2.57,1.69,1.61,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany 2. Bundesliga,2024-11-23,16:30:00,13,Hamburger SV,Schalke 04,2.2,2.5,4.5,1.6,3.84,4.08,1.29,3.5,1.01,13.0,1.17,5.0,1.48,2.54,1.53,2.38,1.16,1.17,2.15,2.0,0.83,1.56,1.16,2.72,1.51,9.0,3.06,1.17,4.65,1.32,3.2,1.55,2.36,1.89,1.85,2.39,1.54
Switzerland Super League,2024-11-23,16:30:00,15,Lausanne Sport,Sion,2.5,2.25,4.33,1.9,3.37,3.6,1.36,3.0,1.05,9.5,1.25,3.75,1.75,1.95,1.67,2.1,1.18,1.2,1.95,2.14,0.67,1.77,1.36,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.11,2.1,1.71,0.0,0.0
Romania Liga I,2024-11-23,16:30:00,17,CFR Cluj,Rapid Bucureşti,2.88,2.05,4.0,2.13,3.15,3.15,1.44,2.63,1.0,8.2,1.29,2.92,2.2,1.63,1.83,1.83,1.28,1.32,1.7,1.56,1.25,1.85,1.44,3.29,0.0,0.0,0.0,0.0,0.0,1.62,2.27,2.04,1.75,0.0,0.0,0.0,0.0
Belgium Pro League,2024-11-23,16:45:00,15,KRC Genk,Sporting Charleroi,2.1,2.4,5.5,1.71,4.02,3.65,1.32,3.4,1.03,15.0,1.21,4.25,1.65,2.1,1.75,2.05,1.14,1.19,2.5,2.71,0.57,1.85,1.33,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scotland Premiership,2024-11-23,16:45:00,13,Hearts,Celtic,6.5,2.6,1.83,6.6,5.0,1.37,1.29,3.5,1.01,19.0,1.16,5.0,1.57,2.3,1.75,2.0,3.0,1.12,1.09,0.69,2.82,1.23,2.11,3.34,3.8,8.0,1.25,1.14,4.8,1.26,3.4,1.43,2.6,1.67,2.05,2.02,1.68
Italy Serie A,2024-11-23,16:45:00,13,Parma,Atalanta,4.75,2.5,2.1,4.01,3.82,1.62,1.29,3.5,1.02,19.0,1.18,5.0,1.51,2.46,1.57,2.25,2.3,1.19,1.18,0.83,1.67,1.29,1.73,3.02,3.3,7.0,1.41,1.23,3.65,1.41,2.65,1.68,2.02,2.1,1.63,2.65,1.41
Netherlands Eredivisie,2024-11-23,17:00:00,13,PSV,Groningen,1.5,3.1,12.0,1.14,7.28,9.88,1.2,4.33,0.0,0.0,1.08,7.29,1.33,3.0,2.05,1.7,1.02,1.07,5.5,3.0,0.67,2.46,1.06,3.52,1.2,8.5,4.9,1.2,3.9,1.36,2.8,1.6,2.17,1.96,1.74,2.48,1.46
Spain La Liga,2024-11-23,17:00:00,14,Celta de Vigo,FC Barcelona,4.5,2.5,2.2,4.33,4.2,1.7,1.25,3.75,1.01,23.0,1.15,5.5,1.5,2.63,1.5,2.5,2.25,1.19,1.2,1.86,2.25,1.32,1.71,3.03,2.8,6.75,1.5,1.29,3.2,1.5,2.38,1.81,1.88,2.25,1.55,2.9,1.35
Netherlands Eredivisie,2024-11-23,17:00:00,13,Fortuna Sittard,Twente,4.75,2.2,2.4,2.75,2.2,3.46,1.4,2.75,1.05,11.0,1.31,3.35,1.96,1.88,1.8,1.95,2.0,1.24,1.22,2.0,1.67,1.21,1.72,2.93,2.55,6.75,1.61,1.23,3.65,1.41,2.65,1.66,2.06,2.05,1.67,2.55,1.43
France Ligue 1,2024-11-23,17:00:00,12,Reims,Olympique Lyonnais,3.1,2.38,3.0,3.68,1.76,3.74,1.3,3.4,1.02,17.0,1.19,4.75,1.6,2.3,1.5,2.5,1.57,1.24,1.5,1.4,1.6,1.09,1.08,2.17,1.98,6.4,1.98,1.26,3.4,1.47,2.48,1.76,1.94,2.2,1.58,2.8,1.37
Spain Segunda División,2024-11-23,17:00:00,16,Málaga CF,Racing Santander,3.5,2.0,3.4,2.35,2.79,2.58,1.5,2.5,1.11,6.5,1.48,2.37,2.25,1.57,1.83,1.83,1.47,1.28,1.45,2.0,3.0,1.29,1.43,2.72,1.92,6.1,1.98,1.31,3.15,1.55,2.29,1.92,1.79,2.47,1.48,3.3,1.29
USA MLS,2024-11-23,19:30:00,0,New York City,New York RB,2.75,2.3,3.6,2.95,2.0,3.73,1.33,3.25,1.03,13.0,1.24,4.2,1.65,2.1,1.57,2.25,1.38,1.25,1.7,1.46,1.42,1.42,1.51,2.93,1.84,6.1,2.08,1.36,2.8,1.62,2.12,2.0,1.7,2.55,1.44,3.4,1.26
Argentina Primera División,2024-11-23,19:30:00,24,Tigre,Instituto,3.0,1.95,4.33,2.25,3.0,3.6,1.53,2.38,1.06,8.09,1.4,2.85,2.5,1.5,2.05,1.7,1.33,1.3,1.66,1.26,1.39,1.24,1.29,2.53,1.75,5.8,2.2,1.49,2.4,1.8,1.89,2.3,1.54,3.05,1.32,4.1,1.19
Brazil Serie A,2024-11-23,19:30:00,35,Botafogo,Vitória,1.8,2.4,9.0,1.33,5.0,10.0,1.36,3.0,1.05,9.5,1.28,3.55,1.8,2.0,2.2,1.62,1.05,1.15,3.25,2.18,1.06,1.8,1.2,3.0,1.28,13.5,4.68,1.16,3.88,1.34,2.69,2.1,1.8,2.09,1.66,2.69,1.36
Brazil Serie A,2024-11-23,19:30:00,35,Atlético GO,Palmeiras,8.0,2.4,1.83,8.0,5.0,1.36,1.4,2.75,1.05,9.5,1.3,3.4,1.73,2.08,2.05,1.7,2.9,1.15,1.07,1.0,1.71,1.45,1.53,2.98,4.38,13.0,1.31,1.12,4.5,1.26,3.08,2.2,1.95,1.91,1.8,2.35,1.47
Brazil Serie A,2024-11-23,19:30:00,35,Juventude,Cuiabá,2.25,2.1,6.5,1.6,3.7,6.25,1.57,2.25,1.09,7.0,1.5,2.55,2.2,1.65,2.2,1.62,1.25,1.25,1.77,1.71,0.88,1.5,0.97,2.47,1.49,9.5,3.4,1.28,3.45,1.5,2.45,2.1,1.95,2.35,1.55,3.1,1.33
