League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Bulgaria First League,2024-12-05,10:00:00,18,Slavia Sofia,Hebar 1918,2.05,2.2,7.5,1.49,3.86,6.3,1.44,2.63,1.0,8.3,1.34,3.1,1.95,1.7,2.25,1.57,1.13,1.2,2.01,1.63,0.25,1.44,0.95,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria First League,2024-12-05,12:30:00,18,Botev Plovdiv,Levski Krumovgrad,2.0,2.2,8.5,1.42,3.95,7.63,1.44,2.63,1.04,6.4,1.38,2.9,2.1,1.61,2.5,1.5,1.08,1.18,2.24,2.29,1.13,1.57,1.04,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Czech Republic First League,2024-12-05,13:30:00,8,Baník Ostrava,Slavia Praha,4.5,2.35,2.15,4.75,3.7,1.7,1.3,3.25,1.01,10.5,1.22,4.0,1.8,1.99,1.72,2.05,2.2,1.18,1.15,2.57,2.43,2.02,1.63,3.65,3.8,7.5,1.41,0.0,0.0,1.28,3.2,1.51,2.47,1.88,1.92,2.25,1.6
Czech Republic First League,2024-12-05,13:30:00,8,Mladá Boleslav,Slovan Liberec,2.61,2.25,3.62,2.3,3.4,2.88,1.32,3.22,1.01,11.0,1.18,4.05,1.73,1.95,1.57,2.3,1.34,1.26,1.69,1.63,1.25,1.56,1.49,3.05,1.9,6.75,2.32,1.11,5.9,1.23,3.9,1.38,2.71,1.8,2.0,2.09,1.72
Czech Republic First League,2024-12-05,16:00:00,8,Viktoria Plzeň,Teplice,1.7,2.65,7.0,1.33,4.75,8.0,1.27,3.54,1.03,19.5,1.14,4.55,1.65,2.05,1.95,1.76,1.01,1.09,3.6,2.75,1.0,1.7,1.22,2.92,1.18,9.8,6.45,1.13,5.4,1.22,3.64,1.42,2.57,1.76,2.01,2.21,1.64
England Premier League,2024-12-05,16:30:00,14,Fulham,Brighton & Hove Albion,2.88,2.3,3.25,2.52,3.4,2.76,1.3,3.4,1.03,16.0,1.21,4.7,1.9,1.9,1.53,2.38,1.42,1.27,1.66,1.67,1.67,1.88,1.34,3.22,1.79,6.75,2.18,1.17,4.3,1.32,3.05,1.53,2.32,1.83,1.85,2.3,1.54
England Premier League,2024-12-05,17:15:00,14,AFC Bournemouth,Tottenham Hotspur,3.0,2.5,2.88,3.15,3.56,2.2,1.22,4.0,1.01,23.0,1.13,6.4,1.6,2.34,1.4,2.75,1.61,1.25,1.51,1.67,1.17,1.64,1.76,3.4,2.8,11.0,1.59,1.17,4.65,1.32,3.2,1.55,2.35,1.9,1.85,2.4,1.53
Portugal Liga NOS,2024-12-05,17:15:00,13,Moreirense FC,Sporting CP,8.34,2.59,1.8,9.2,5.15,1.33,1.33,3.31,1.04,10.0,1.25,3.95,1.74,2.09,2.05,1.7,3.0,1.13,1.07,2.2,3.0,1.17,2.08,3.25,4.4,8.0,1.24,1.4,2.65,1.67,2.02,2.07,1.64,2.65,1.4,3.45,1.25
Brazil Serie A,2024-12-05,20:00:00,37,Fluminense,Cuiabá,1.95,2.2,9.0,1.5,4.1,7.02,1.44,2.63,1.06,8.5,1.36,3.1,2.16,1.69,2.63,1.44,1.08,1.17,2.75,1.44,0.89,1.49,0.96,2.45,1.23,11.0,5.49,1.18,4.3,1.35,3.05,2.0,2.05,2.05,1.7,2.5,1.5
Brazil Serie A,2024-12-05,20:00:00,37,Atlético PR,Bragantino,2.75,2.1,4.0,2.05,3.42,3.64,1.4,2.75,1.06,8.5,1.3,3.4,1.94,1.86,1.75,2.0,1.25,1.25,1.83,1.39,0.56,1.84,1.39,3.23,1.59,9.5,2.85,1.17,4.7,1.32,3.2,1.55,2.35,1.85,1.85,2.4,1.53
