League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
SLOVAKIA 1,2025-04-23,13:00:00,5,Žilina,FK Košice,2.26,2.28,4.45,1.98,3.74,3.35,1.31,3.15,2.47,1.48,5.7,1.12,1.0,9.7,1.18,3.86,1.79,1.95,1.66,2.09,1.21,1.24,2.05,2.08,1.15,1.73,1.24,2.97,1.45,9.2,3.25,1.21,3.78,1.35,2.74,1.82,1.98,2.09,1.66,2.71,1.38
FINLAND 1,2025-04-23,13:00:00,13,SJK,Oulu,1.93,2.38,5.0,1.62,4.1,4.8,1.28,3.2,2.35,1.52,5.45,1.13,1.03,12.0,1.2,4.4,1.57,2.15,1.7,2.05,1.22,1.17,2.3,3.0,0.0,2.05,1.12,3.17,1.42,9.5,3.56,1.18,3.9,1.37,2.75,1.67,2.07,2.09,1.63,2.7,1.36
ESTONIA 1,2025-04-23,13:00:00,9,Paide,Tallinna FC Levadia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.34,2.53,4.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUSTRIA 1,2025-04-23,13:30:00,5,Blau-Weiß Linz,Rapid Wien,4.0,2.1,2.75,3.55,3.34,2.05,1.4,2.75,3.0,1.36,8.0,1.08,1.01,9.3,1.26,3.32,1.95,1.79,1.8,1.95,1.75,1.25,1.28,1.62,0.69,1.45,1.45,2.9,2.99,6.7,1.64,1.28,3.08,1.54,2.25,1.95,1.77,2.54,1.43,3.42,1.23
AUSTRIA 1,2025-04-23,13:30:00,5,Salzburg,Wolfsberger AC,2.4,2.3,4.33,1.83,3.5,4.2,1.33,3.25,2.5,1.5,6.0,1.13,1.01,13.0,1.16,4.25,1.6,2.1,1.62,2.2,1.2,1.22,2.05,2.08,1.77,2.14,1.48,3.62,1.59,6.85,3.14,1.24,3.34,1.48,2.4,1.85,1.85,2.38,1.49,3.14,1.27
ITALY 1,2025-04-23,13:30:00,33,Torino,Udinese,3.2,1.95,4.0,2.45,2.97,3.45,1.53,2.38,3.75,1.25,11.0,1.05,1.11,6.25,1.48,2.6,2.3,1.55,2.0,1.75,1.3,1.35,1.55,1.4,1.06,1.16,1.34,2.5,1.73,8.0,2.38,1.27,3.14,1.53,2.28,1.85,1.85,2.51,1.44,3.34,1.24
ITALY 1,2025-04-23,13:30:00,33,Cagliari,Fiorentina,3.6,2.05,3.2,3.34,3.21,2.36,1.5,2.5,3.4,1.3,10.0,1.06,1.08,7.5,1.4,2.9,2.15,1.65,1.91,1.91,1.53,1.3,1.38,1.19,1.27,1.43,1.23,2.66,1.95,8.0,2.05,1.38,2.71,1.71,2.02,2.0,1.73,2.88,1.32,4.1,1.16
ITALY 1,2025-04-23,13:30:00,33,Genoa,Lazio,4.0,2.0,3.0,3.53,3.19,2.28,1.5,2.5,3.5,1.29,11.0,1.05,1.09,7.0,1.45,2.7,2.25,1.57,2.0,1.75,1.62,1.3,1.3,1.38,1.75,1.32,1.52,2.84,2.3,8.5,1.75,1.26,3.22,1.51,2.32,1.85,1.85,2.45,1.46,3.28,1.25
ITALY 1,2025-04-23,13:30:00,33,Parma,Juventus,5.0,2.2,2.38,4.7,3.7,1.81,1.4,2.75,3.0,1.36,8.0,1.08,1.06,8.5,1.33,3.3,1.97,1.84,1.91,1.91,2.05,1.22,1.18,1.06,1.67,1.33,1.36,2.69,2.6,8.5,1.62,1.26,3.22,1.51,2.32,1.91,1.8,2.42,1.47,3.28,1.25
SWEDEN 1,2025-04-23,14:00:00,5,Hammarby,Malmö FF,3.2,2.1,3.4,2.6,3.32,2.6,1.4,2.75,3.0,1.36,8.0,1.08,1.06,9.5,1.3,3.55,1.85,1.89,1.75,2.0,1.42,1.25,1.53,3.0,2.0,1.98,1.04,3.02,2.01,6.8,2.23,1.11,4.85,1.25,3.28,1.48,2.4,1.85,1.85,2.3,1.52
SPAIN 1,2025-04-23,14:00:00,33,Athletic Club Bilbao,UD Las Palmas,1.8,2.5,8.0,1.3,5.5,9.0,1.3,3.4,2.5,1.5,6.0,1.13,1.03,11.0,1.2,4.5,1.6,2.2,2.0,1.75,1.06,1.11,3.25,2.06,0.94,1.65,1.03,2.68,1.08,15.5,10.5,1.28,3.08,1.53,2.28,1.9,1.8,2.51,1.44,3.34,1.24
SPAIN 1,2025-04-23,14:00:00,33,Celta de Vigo,Villarreal,3.0,2.25,3.4,2.37,3.4,2.87,1.36,3.0,2.63,1.44,7.0,1.1,1.05,9.5,1.25,3.85,1.75,2.0,1.62,2.2,1.42,1.25,1.55,1.88,1.88,1.47,1.49,2.96,1.92,6.3,2.45,1.41,2.6,1.8,1.91,2.27,1.53,3.05,1.28,4.35,1.14
SWEDEN 1,2025-04-23,14:00:00,5,Häcken,Degerfors,2.0,2.5,5.5,1.49,4.5,5.7,1.25,3.75,2.2,1.62,5.0,1.17,1.01,13.0,1.17,5.25,1.54,2.38,1.62,2.2,1.14,1.15,2.5,1.5,1.5,1.56,1.64,3.2,1.29,10.75,4.45,1.12,4.75,1.26,3.22,1.5,2.35,1.85,1.85,2.34,1.5
SWEDEN 1,2025-04-23,14:00:00,5,Elfsborg,Sirius,2.2,2.38,5.0,1.59,4.2,5.0,1.33,3.25,2.5,1.5,6.5,1.11,1.04,11.0,1.22,4.33,1.65,2.16,1.7,2.05,1.15,1.18,2.25,2.0,2.0,1.66,0.92,2.58,1.44,9.7,3.38,1.11,4.85,1.25,3.28,1.48,2.4,1.8,1.91,2.3,1.52
SWEDEN 1,2025-04-23,14:00:00,5,Halmstad,Mjällby,4.75,2.1,2.5,3.96,3.47,1.89,1.44,2.63,3.25,1.33,9.0,1.07,1.02,8.7,1.31,3.02,1.94,1.8,1.95,1.8,1.93,1.25,1.2,1.5,2.0,1.54,1.36,2.9,2.71,9.0,1.63,1.15,4.25,1.32,2.88,1.58,2.17,2.05,1.7,2.57,1.42
SERBIA 1,2025-04-23,14:00:00,2,Radnički Kragujevac,Red Star Belgrade,5.5,2.6,1.83,8.4,5.2,1.32,1.25,3.75,2.2,1.62,4.5,1.17,0.0,0.0,1.09,6.5,1.38,2.81,1.67,2.1,3.55,1.13,1.03,1.73,3.0,1.61,2.23,3.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GREECE 1,2025-04-23,14:30:00,4,Kallithea,Levadiakos,2.6,2.1,4.75,1.63,3.4,5.3,1.44,2.63,3.25,1.33,9.0,1.07,1.06,8.0,1.36,3.0,2.0,1.67,1.95,1.8,1.22,1.25,1.85,1.0,1.2,1.46,1.17,2.63,1.69,8.2,2.63,1.39,2.67,1.73,1.99,2.21,1.56,2.92,1.31,0.0,0.0
CROATIA 1,2025-04-23,15:00:00,31,Rijeka,Osijek,1.85,2.13,7.0,1.44,3.75,5.5,1.4,2.8,2.9,1.35,6.5,1.08,1.05,9.0,1.28,3.1,1.95,1.76,2.0,1.7,1.13,1.18,2.4,2.13,0.8,1.7,1.26,2.96,1.31,9.3,4.33,1.33,3.0,1.57,2.25,1.97,1.81,2.54,1.47,3.2,1.3
NETHERLANDS 1,2025-04-23,15:00:00,30,Groningen,Heracles,2.75,2.05,4.33,2.06,3.14,4.3,1.44,2.63,3.25,1.33,10.0,1.06,1.07,8.0,1.36,3.1,2.0,1.73,1.95,1.8,1.25,1.25,1.77,1.64,0.71,1.42,0.99,2.41,1.57,6.95,3.2,1.18,3.9,1.37,2.75,1.7,2.05,2.09,1.63,2.7,1.36
ICELAND 1,2025-04-23,15:00:00,3,FH,KR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.56,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICELAND 1,2025-04-23,15:00:00,3,ÍA,Vestri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICELAND 1,2025-04-23,15:00:00,3,Valur,KA,1.85,2.8,4.7,1.46,4.9,5.5,1.18,4.3,1.93,1.89,3.64,1.25,1.01,21.0,1.06,7.0,1.32,3.09,1.4,2.75,1.2,1.14,2.5,1.0,0.0,2.07,1.11,3.18,1.33,10.7,3.98,0.0,0.0,1.1,5.1,1.22,3.5,1.42,2.57,1.77,1.95
AUSTRIA 1,2025-04-23,15:30:00,5,Austria Wien,Sturm Graz,3.1,2.25,3.2,2.59,3.25,2.66,1.33,3.25,2.63,1.44,7.0,1.1,1.01,11.9,1.21,3.74,1.85,1.89,1.57,2.25,1.48,1.25,1.48,2.23,1.85,1.71,1.36,3.07,1.84,6.55,2.52,1.24,3.34,1.47,2.42,1.85,1.85,2.34,1.5,3.14,1.27
BELGIUM 1,2025-04-23,15:30:00,5,RSC Anderlecht,KAA Gent,2.38,2.2,4.0,1.84,3.68,3.93,1.33,3.0,2.45,1.48,6.35,1.06,1.05,9.5,1.23,4.0,1.8,1.94,1.6,2.15,1.25,1.22,1.85,1.65,1.35,1.64,1.34,2.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BELGIUM 1,2025-04-23,15:30:00,5,Royal Antwerp FC,KRC Genk,3.4,2.15,2.75,3.04,3.47,2.2,1.33,3.1,2.4,1.5,5.3,1.09,1.05,9.5,1.22,4.51,1.65,2.15,1.53,2.3,1.62,1.25,1.38,1.59,1.76,1.73,1.63,3.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGLAND 1,2025-04-23,16:00:00,34,Arsenal,Crystal Palace,2.0,2.3,6.5,1.56,4.1,5.8,1.36,3.0,2.75,1.4,7.0,1.1,1.04,10.0,1.25,3.75,1.7,2.05,2.0,1.75,1.11,1.17,2.55,2.19,1.44,1.94,1.35,3.29,1.19,9.0,4.9,1.2,3.95,1.34,2.9,1.57,2.23,1.91,1.77,2.4,1.49
ICELAND 1,2025-04-23,16:15:00,3,Breidablik,Stjarnan,2.05,2.43,4.55,1.52,4.6,5.2,1.2,4.1,2.05,1.77,4.15,1.22,1.02,21.0,1.13,6.2,1.36,2.89,1.42,2.5,1.2,1.15,2.4,3.0,0.0,2.7,0.0,2.7,1.32,10.5,4.12,0.0,0.0,1.13,4.55,1.27,3.14,1.5,2.35,1.84,1.85
SPAIN 1,2025-04-23,16:30:00,33,Getafe CF,Real Madrid,4.75,2.2,2.4,4.33,3.6,1.8,1.4,2.75,3.0,1.36,8.0,1.08,1.05,9.0,1.3,3.45,1.91,1.83,1.91,1.91,2.0,1.22,1.2,1.19,1.81,1.34,1.65,2.99,2.61,6.45,1.82,1.34,2.88,1.64,2.12,2.1,1.67,2.74,1.35,3.84,1.18
SPAIN 1,2025-04-23,16:30:00,33,Deportivo Alavés,Real Sociedad,3.2,1.91,4.0,2.37,3.0,3.25,1.57,2.25,3.75,1.25,13.0,1.04,1.1,6.5,1.5,2.4,2.63,1.5,2.1,1.67,1.33,1.33,1.57,1.07,1.19,1.26,1.05,2.31,1.61,6.95,3.1,1.24,3.34,1.48,2.4,1.85,1.85,2.38,1.49,3.14,1.27
