League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
England EFL League One,2024-11-16,09:30:00,16,Exeter City,Lincoln City,3.2,2.1,3.5,2.6,3.25,2.61,1.44,2.63,1.06,8.5,1.3,3.4,1.99,1.73,1.8,1.95,1.42,1.28,1.5,1.86,1.63,1.45,1.02,2.47,1.66,6.5,2.32,1.24,3.55,1.39,2.75,1.67,2.08,2.08,1.67,2.68,1.41
Spain Segunda División,2024-11-16,10:00:00,15,SD Eibar,Racing Club de Ferrol,2.5,2.0,5.5,1.77,3.25,4.94,1.5,2.5,1.09,7.0,1.45,2.7,2.29,1.55,2.2,1.62,1.15,1.25,2.05,2.0,0.83,1.43,0.85,2.28,1.49,6.25,2.8,1.47,2.4,1.79,1.87,2.28,1.53,2.95,1.33,3.95,1.18
England EFL League Two,2024-11-16,12:00:00,16,Newport County,Grimsby Town,3.5,2.2,3.0,2.76,3.4,2.3,1.36,3.0,1.05,9.5,1.28,3.65,1.75,1.95,1.67,2.1,1.57,1.25,1.4,1.75,1.78,1.11,1.08,2.19,2.43,8.5,1.75,1.2,4.0,1.36,2.88,1.62,2.16,1.99,1.73,2.55,1.45
England EFL League Two,2024-11-16,12:00:00,16,Accrington Stanley,Swindon Town,3.2,2.2,3.25,2.63,3.4,2.4,1.4,2.75,1.05,9.5,1.28,3.55,1.85,1.85,1.67,2.1,1.45,1.25,1.5,1.38,0.89,1.27,1.05,2.32,1.95,8.0,2.1,1.17,4.3,1.36,2.88,1.62,2.16,1.99,1.72,2.55,1.45
England EFL League Two,2024-11-16,12:00:00,16,Barrow,AFC Wimbledon,3.4,2.0,3.5,2.51,3.22,2.63,1.5,2.5,1.08,7.5,1.42,2.85,2.0,1.72,1.91,1.8,1.44,1.3,1.48,1.67,1.0,1.39,1.14,2.53,2.1,8.0,1.91,1.29,3.25,1.52,2.36,1.87,1.83,2.39,1.51,3.2,1.3
England EFL League Two,2024-11-16,12:00:00,0,Bromley,Carlisle United,2.63,2.2,4.0,2.2,3.3,3.0,1.36,3.0,1.05,9.5,1.28,3.55,1.9,1.8,1.73,2.0,1.28,1.25,1.77,0.88,0.89,1.45,1.0,2.45,1.91,8.0,2.2,1.27,3.38,1.49,2.44,1.82,1.88,2.32,1.54,3.05,1.33
England EFL League Two,2024-11-16,12:00:00,16,Colchester United,Bradford City,3.4,2.1,3.2,2.71,3.32,2.38,1.4,2.75,1.06,8.5,1.33,3.25,1.88,1.82,1.73,2.0,1.5,1.28,1.42,1.13,1.0,1.66,1.31,2.97,1.91,8.0,2.2,1.25,3.58,1.45,2.55,1.75,1.96,2.21,1.59,2.9,1.36
England EFL League Two,2024-11-16,12:00:00,0,Doncaster Rovers,Salford City,2.3,2.2,5.0,1.67,3.62,4.63,1.4,2.75,1.05,9.5,1.28,3.6,1.95,1.75,1.83,1.83,1.18,1.2,2.1,1.67,1.13,1.38,1.13,2.51,1.51,8.5,3.07,1.25,3.58,1.45,2.55,1.75,1.96,2.21,1.59,2.9,1.36
England EFL League Two,2024-11-16,12:00:00,16,Harrogate Town,Chesterfield,4.75,2.25,2.38,4.42,3.62,1.7,1.36,3.0,1.05,9.5,1.25,3.7,1.9,1.8,1.73,2.0,2.0,1.22,1.2,1.33,1.63,1.26,1.3,2.56,3.32,9.0,1.45,1.17,4.35,1.32,2.78,1.7,2.05,2.04,1.69,2.59,1.39
England EFL League Two,2024-11-16,12:00:00,16,Milton Keynes Dons,Cheltenham Town,2.3,2.25,5.0,1.65,3.72,4.62,1.36,3.0,1.05,9.5,1.28,3.65,1.8,1.9,1.8,1.91,1.18,1.22,2.1,1.89,0.88,1.29,1.13,2.42,1.45,8.5,3.29,1.23,3.28,1.46,2.38,1.85,1.95,2.33,1.48,3.08,1.26
England EFL League Two,2024-11-16,12:00:00,0,Morecambe,Port Vale,4.75,2.2,2.5,4.0,3.5,1.8,1.4,2.75,1.06,8.5,1.3,3.4,1.85,1.85,1.8,1.91,1.95,1.25,1.2,0.38,2.11,1.39,1.25,2.64,2.76,8.5,1.64,0.0,0.0,1.33,3.05,1.56,2.26,1.92,1.79,2.44,1.49
England EFL League Two,2024-11-16,12:00:00,16,Walsall,Gillingham,2.45,2.05,4.5,1.8,3.5,4.4,1.42,2.62,1.07,8.0,1.36,3.1,2.0,1.7,1.85,1.8,1.2,1.25,1.95,2.29,1.14,1.48,0.99,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England EFL League Two,2024-11-16,12:00:00,16,Crewe Alexandra,Notts County,3.4,2.2,3.1,2.88,3.25,2.3,1.4,2.75,1.06,8.5,1.3,3.45,1.95,1.75,1.73,2.0,1.53,1.25,1.42,2.13,1.56,1.19,1.2,2.39,2.05,8.0,1.95,0.0,0.0,1.36,2.88,1.62,2.16,1.99,1.72,2.55,1.45
England EFL League One,2024-11-16,12:00:00,16,Birmingham City,Stevenage,1.91,2.25,6.5,1.42,4.33,7.5,1.38,2.8,1.05,9.5,1.3,3.35,1.95,1.83,2.1,1.62,1.08,1.17,2.75,2.43,0.71,1.67,1.05,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England EFL League One,2024-11-16,12:00:00,16,Blackpool,Northampton Town,2.1,2.38,5.5,1.59,4.07,4.65,1.33,3.25,1.04,10.0,1.22,4.2,1.68,2.05,1.8,1.95,1.14,1.18,2.35,1.25,0.88,1.6,1.0,2.6,1.4,6.75,3.05,1.3,3.1,1.52,2.32,1.95,1.85,2.32,1.52,2.95,1.33
