League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Germany 2. Bundesliga,2024-12-22,09:30:00,17,Hannover 96,Hertha BSC,2.63,2.3,3.6,2.15,3.5,3.1,1.3,3.4,1.04,10.0,1.18,4.5,1.6,2.1,1.53,2.38,1.36,1.22,1.7,2.63,1.75,1.76,1.52,3.28,1.79,6.25,2.23,1.34,2.9,1.58,2.2,1.94,1.76,2.43,1.48,3.2,1.28
Spain Segunda División,2024-12-22,10:00:00,21,Burgos CF,CD Tenerife,2.63,2.0,5.0,1.8,3.4,4.4,1.5,2.5,1.09,7.0,1.5,2.4,2.25,1.57,2.1,1.67,1.12,1.25,2.05,1.5,0.2,1.43,1.05,2.48,1.36,7.0,3.4,1.34,2.9,1.57,2.2,1.93,1.74,2.45,1.46,3.15,1.29
Turkey Süper Lig,2024-12-22,10:00:00,17,Kayserispor,Galatasaray,6.77,3.03,1.71,7.03,5.67,1.34,1.17,4.45,1.01,29.0,1.08,7.32,1.32,3.25,1.55,2.29,3.1,1.11,1.08,0.86,3.0,1.61,1.9,3.51,4.6,8.0,1.23,1.2,3.95,1.35,2.9,1.58,2.2,1.9,1.78,2.35,1.5
Turkey Süper Lig,2024-12-22,10:00:00,17,Göztepe,Rizespor,2.8,2.2,3.75,2.08,3.6,3.27,1.42,3.1,1.03,10.65,1.27,3.61,1.88,1.88,1.72,2.1,1.36,1.33,1.78,2.71,1.29,1.84,1.12,2.96,1.74,6.4,2.33,1.4,2.65,1.67,2.04,2.08,1.65,2.65,1.41,3.55,1.24
Spain La Liga,2024-12-22,10:00:00,18,Valencia CF,Deportivo Alavés,3.0,1.95,4.33,2.2,3.0,3.6,1.57,2.25,1.12,7.0,1.5,2.4,2.63,1.5,2.05,1.7,1.28,1.32,1.7,1.14,0.44,1.38,1.16,2.54,1.68,6.4,2.48,1.43,2.55,1.75,1.95,2.2,1.57,2.9,1.35,3.9,1.2
Romania Liga I,2024-12-22,10:00:00,21,CFR Cluj,Oţelul Galaţi,2.4,1.95,6.5,1.62,3.3,5.5,1.57,2.25,1.1,6.2,1.5,2.5,2.56,1.45,2.5,1.5,1.15,1.25,1.94,1.5,1.3,1.81,1.36,3.17,1.46,8.6,3.28,1.25,3.28,1.49,2.38,1.86,1.84,2.4,1.48,3.2,1.26
Netherlands Eredivisie,2024-12-22,10:30:00,17,PSV,Feyenoord,2.2,2.5,4.5,1.7,4.0,4.33,1.25,3.75,1.01,21.0,1.14,5.38,1.47,2.57,1.53,2.38,1.2,1.19,2.25,3.0,2.25,2.48,2.02,4.5,1.68,6.4,2.45,1.25,3.4,1.46,2.5,1.72,1.98,2.12,1.63,2.7,1.4
Netherlands Eredivisie,2024-12-22,10:30:00,17,Utrecht,Fortuna Sittard,2.25,2.25,5.0,1.67,3.8,4.8,1.36,3.0,1.04,13.0,1.24,3.89,1.81,2.01,1.8,1.95,1.18,1.2,2.25,2.0,0.88,1.54,1.09,2.63,1.4,7.0,3.3,1.2,3.9,1.36,2.8,1.58,2.18,1.94,1.76,2.4,1.49
Greece Super League,2024-12-22,10:30:00,16,Panserraikos,Panaitolikos,3.2,2.0,3.75,2.38,3.0,3.0,1.5,2.5,1.08,7.8,1.41,2.95,2.17,1.61,1.95,1.8,1.41,1.38,1.6,1.0,1.71,1.22,0.89,2.11,1.82,6.3,2.32,1.55,2.22,2.05,1.68,2.82,1.37,4.1,1.19,4.6,1.12
Netherlands Eerste Divisie,2024-12-22,10:30:00,20,Volendam,De Graafschap,2.5,2.6,3.4,2.0,4.03,3.24,1.22,4.0,1.01,11.0,1.11,6.5,1.4,2.88,1.36,3.0,1.36,1.2,1.78,2.33,1.11,1.99,1.86,3.85,1.79,6.5,2.23,1.25,3.45,1.44,2.55,1.73,1.98,2.12,1.64,2.65,1.41
Netherlands Eerste Divisie,2024-12-22,10:30:00,20,MVV,Telstar,3.5,2.38,2.63,3.13,3.72,2.14,1.29,3.5,1.04,10.0,1.17,5.0,1.57,2.35,1.5,2.5,1.72,1.22,1.38,1.44,1.2,1.72,1.64,3.36,2.23,6.4,1.8,1.3,3.05,1.53,2.32,1.86,1.82,2.33,1.5,3.05,1.32
Portugal LigaPro,2024-12-22,11:00:00,15,UD Oliveirense,União de Leiria,4.33,2.07,2.55,3.6,3.4,1.85,1.42,2.74,1.01,8.6,1.29,3.04,2.05,1.8,1.84,1.86,1.79,1.28,1.25,0.57,1.43,1.14,1.46,2.6,2.72,6.1,1.65,1.17,4.3,1.35,2.9,1.62,2.12,2.08,1.65,2.78,1.38
Croatia Prva HNL,2024-12-22,11:00:00,18,Rijeka,Slaven Koprivnica,2.2,2.25,5.5,1.55,3.7,5.5,1.35,2.95,1.01,8.3,1.25,3.75,1.85,1.95,1.83,1.83,1.08,1.16,2.6,2.0,0.88,1.63,1.5,3.13,1.27,8.1,5.15,1.36,2.79,1.67,2.08,2.38,1.62,2.78,1.34,3.35,1.27
Serbia SuperLiga,2024-12-22,11:00:00,20,Red Star Belgrade,Čukarički,1.53,2.88,9.0,1.18,6.5,11.0,1.22,4.0,1.01,18.0,1.11,6.0,1.34,2.99,2.0,1.73,1.04,1.07,3.55,2.78,1.22,2.0,1.41,3.41,1.1,13.0,7.5,1.29,3.35,1.53,2.41,1.92,1.88,2.38,1.54,3.2,1.32
England Premier League,2024-12-22,11:00:00,17,Everton,Chelsea,5.0,2.38,2.2,5.0,4.33,1.57,1.3,3.4,1.03,17.0,1.21,4.7,1.64,2.25,1.67,2.1,2.44,1.21,1.17,1.29,2.38,1.39,1.65,3.04,3.15,7.5,1.41,1.2,3.95,1.35,2.9,1.57,2.23,1.9,1.79,2.38,1.5
England Premier League,2024-12-22,11:00:00,17,Fulham,Southampton,1.91,2.6,6.0,1.4,4.8,7.0,1.29,3.5,1.02,21.0,1.17,5.4,1.55,2.43,1.7,2.05,1.1,1.17,2.92,1.75,0.13,1.59,1.01,2.6,1.23,8.5,4.4,1.15,4.6,1.27,3.3,1.44,2.55,1.72,1.98,2.08,1.65
England Premier League,2024-12-22,11:00:00,17,Leicester City,Wolverhampton Wanderers,3.0,2.3,3.2,2.5,3.5,2.62,1.33,3.25,1.04,15.0,1.23,4.45,1.58,2.35,1.53,2.38,1.49,1.29,1.57,1.13,0.63,1.06,1.25,2.31,1.74,6.75,2.3,1.18,4.0,1.34,2.9,1.57,2.23,1.91,1.78,2.38,1.5
England Premier League,2024-12-22,11:00:00,17,Manchester United,AFC Bournemouth,2.38,2.4,4.0,1.85,3.8,3.8,1.29,3.5,1.03,17.0,1.19,5.0,1.53,2.48,1.57,2.25,1.26,1.25,2.02,1.63,1.38,1.46,1.57,3.03,1.76,6.75,2.23,1.18,4.1,1.32,3.05,1.53,2.32,1.84,1.84,2.3,1.53
Italy Serie A,2024-12-22,11:00:00,17,Venezia,Cagliari,3.0,2.2,3.4,2.25,3.4,3.1,1.36,3.0,1.05,12.0,1.3,3.6,1.84,2.02,1.67,2.1,1.44,1.28,1.58,1.0,0.71,1.48,0.99,2.47,1.89,6.5,2.1,1.25,3.45,1.44,2.55,1.72,1.98,2.12,1.63,2.7,1.4
Italy Serie B,2024-12-22,11:00:00,18,Juve Stabia,Cesena,3.5,1.95,3.5,2.6,3.1,2.7,1.53,2.38,1.09,7.0,1.45,2.7,2.18,1.6,1.95,1.8,1.42,1.3,1.45,1.38,0.63,1.28,1.39,2.67,1.93,6.25,2.08,1.48,2.43,1.8,1.9,2.3,1.54,2.95,1.33,3.95,1.2
Germany Bundesliga,2024-12-22,11:30:00,15,Bochum,Heidenheim,2.88,2.25,3.4,2.4,3.6,2.75,1.33,3.25,1.04,13.0,1.25,4.0,1.66,2.23,1.62,2.2,1.42,1.25,1.63,0.33,0.86,1.23,1.16,2.39,1.98,6.4,2.0,1.27,3.3,1.48,2.45,1.76,1.93,2.18,1.58,2.8,1.36
Wales Welsh Premier League,2024-12-22,11:30:00,4,The New Saints,Briton Ferry,1.4,3.2,13.0,1.11,10.0,19.0,1.2,4.33,0.0,13.0,1.05,6.4,1.33,3.25,2.25,1.57,1.02,1.04,4.3,2.25,0.43,2.55,1.32,3.87,1.05,15.0,11.0,1.19,4.35,1.31,2.92,1.57,2.14,2.05,1.7,2.52,1.41
Scotland Premiership,2024-12-22,12:00:00,18,Hearts,St. Johnstone,2.05,2.3,6.0,1.53,4.2,6.5,1.36,3.0,1.03,13.0,1.25,3.75,1.79,1.95,1.91,1.91,1.12,1.18,2.55,1.13,0.89,1.69,1.09,2.78,1.25,8.5,4.1,1.19,4.1,1.33,2.95,1.54,2.3,1.86,1.82,2.3,1.53
England Championship,2024-12-22,12:00:00,22,West Bromwich Albion,Bristol City,2.75,2.05,4.33,2.0,3.3,3.75,1.44,2.63,1.07,9.5,1.38,3.1,2.05,1.8,1.83,1.83,1.26,1.28,1.83,1.5,1.18,1.34,1.28,2.62,1.98,6.5,1.98,1.23,3.65,1.41,2.65,1.66,2.06,2.04,1.68,2.55,1.44
Belgium Pro League,2024-12-22,12:00:00,19,Standard Liège,KAA Gent,3.4,2.1,3.2,2.8,3.25,2.45,1.44,2.63,1.04,9.45,1.32,3.26,2.03,1.81,1.8,1.95,1.55,1.28,1.45,2.0,1.11,1.23,1.05,2.28,2.0,6.4,1.98,1.27,3.3,1.48,2.43,1.77,1.92,2.2,1.57,2.8,1.36
Spain La Liga,2024-12-22,12:15:00,18,Real Madrid,Sevilla FC,1.8,2.63,7.5,1.33,5.0,9.0,1.25,3.75,1.02,21.0,1.18,5.0,1.53,2.5,1.8,1.95,1.07,1.12,3.25,2.63,0.75,1.81,1.21,3.02,1.3,7.5,3.8,1.26,3.4,1.46,2.48,1.77,1.92,2.18,1.58,2.8,1.37
Spain Segunda División,2024-12-22,12:15:00,21,CD Castellón,Elche CF,2.88,2.2,3.75,2.15,3.25,3.25,1.4,2.75,1.07,8.0,1.42,2.75,1.98,1.88,1.73,2.0,1.3,1.28,1.66,1.4,1.11,1.73,1.26,2.99,1.66,6.4,2.48,1.38,2.7,1.63,2.07,2.04,1.66,2.63,1.41,3.4,1.25
Portugal LigaPro,2024-12-22,12:30:00,15,Torreense,FC Penafiel,2.9,2.05,3.6,2.15,3.25,3.0,1.41,2.7,1.01,8.7,1.33,3.2,2.05,1.8,1.78,1.95,1.36,1.25,1.6,2.14,2.17,1.3,1.37,2.67,1.52,6.3,3.1,1.16,4.5,1.32,3.05,1.6,2.18,2.02,1.68,2.72,1.39
Netherlands Eredivisie,2024-12-22,12:45:00,17,Willem II,NEC,3.6,2.05,3.1,2.75,3.3,2.45,1.44,2.63,1.04,10.06,1.33,3.19,1.93,1.93,1.91,1.91,1.57,1.28,1.45,1.0,0.86,1.13,1.19,2.32,1.92,6.5,2.07,1.2,3.9,1.36,2.85,1.58,2.18,1.94,1.76,2.4,1.49
Netherlands Eerste Divisie,2024-12-22,12:45:00,20,ADO Den Haag,Oss,1.83,2.6,7.0,1.36,5.21,7.25,1.29,3.5,1.01,13.0,1.16,5.0,1.53,2.4,1.8,1.91,1.08,1.12,3.1,1.8,0.56,1.75,1.12,2.87,1.34,7.0,3.55,1.33,3.0,1.54,2.3,1.89,1.8,2.35,1.5,3.05,1.3
Serbia SuperLiga,2024-12-22,13:00:00,20,Spartak Subotica,Napredak,2.88,2.0,4.0,2.05,3.0,3.5,1.5,2.5,1.02,7.9,1.38,2.9,2.25,1.57,1.91,1.8,1.3,1.3,1.57,1.67,0.78,1.07,1.0,2.07,1.64,8.0,2.77,1.36,2.98,1.62,2.22,2.02,1.74,2.6,1.46,3.58,1.27
Turkey Süper Lig,2024-12-22,13:00:00,17,Trabzonspor,BB Bodrumspor,2.1,2.2,5.25,1.59,4.11,5.17,1.36,2.88,1.05,13.0,1.25,3.82,1.82,1.94,1.8,1.9,1.14,1.2,2.25,1.71,0.57,1.63,1.06,2.69,1.44,8.5,3.2,1.29,3.35,1.53,2.41,1.85,1.85,2.38,1.54,3.2,1.32
Greece Super League,2024-12-22,13:00:00,16,Panathinaikos,Kallithea,1.67,2.6,11.0,1.22,5.8,13.0,1.33,3.25,1.04,11.0,1.23,4.2,1.63,2.12,2.38,1.53,1.06,1.14,4.1,1.71,0.71,1.74,0.93,2.67,1.06,16.0,15.0,1.38,2.78,1.8,2.0,2.22,1.55,3.05,1.31,3.9,1.17
Italy Serie B,2024-12-22,13:15:00,18,Cremonese,Sampdoria,2.5,2.2,4.5,1.8,3.6,4.0,1.4,2.75,1.06,8.5,1.3,3.4,1.91,1.83,1.8,1.95,1.2,1.25,1.95,1.38,1.0,1.41,1.18,2.59,1.45,6.4,3.5,1.25,3.45,1.5,2.35,1.9,1.78,2.52,1.45,3.65,1.23
England Premier League,2024-12-22,13:30:00,17,Tottenham Hotspur,Liverpool,3.75,2.75,2.2,3.9,4.2,1.75,1.18,4.5,1.01,32.0,1.09,8.4,1.3,3.33,1.33,3.25,2.23,1.21,1.22,1.63,2.43,1.79,1.64,3.43,2.35,7.0,1.68,1.08,5.8,1.16,4.3,1.29,3.15,1.47,2.43,1.74,1.96
Germany Bundesliga,2024-12-22,13:30:00,15,Wolfsburg,Borussia Dortmund,3.4,2.38,2.75,3.1,3.75,2.15,1.29,3.5,1.03,17.0,1.19,4.75,1.6,2.2,1.5,2.5,1.7,1.24,1.38,1.14,0.33,1.28,1.07,2.35,2.25,6.75,1.76,1.25,3.4,1.44,2.55,1.72,1.98,2.1,1.64,2.65,1.41
Croatia Prva HNL,2024-12-22,13:30:00,18,Šibenik,Hajduk Split,8.0,2.3,1.91,9.0,4.0,1.36,1.39,2.8,1.01,8.5,1.3,3.3,1.95,1.85,2.25,1.57,3.0,1.15,1.03,1.0,1.25,1.08,1.42,2.5,4.66,8.5,1.32,1.29,3.35,1.53,2.41,1.87,1.87,2.38,1.54,3.2,1.32
Portugal Liga NOS,2024-12-22,14:00:00,15,Santa Clara,Sporting Braga,3.7,1.95,2.95,3.2,3.2,2.25,1.48,2.45,1.08,7.5,1.4,2.88,2.28,1.58,1.85,1.85,1.6,1.3,1.33,2.57,2.17,1.35,1.55,2.9,2.32,6.4,1.74,1.37,2.75,1.63,2.1,2.02,1.67,2.6,1.41,3.4,1.25
Italy Serie A,2024-12-22,14:00:00,17,Atalanta,Empoli,1.73,2.5,9.0,1.29,5.5,11.0,1.3,3.4,1.03,15.0,1.22,4.33,1.65,2.25,2.1,1.67,1.01,1.11,3.75,2.57,1.5,1.76,0.96,2.72,1.18,8.5,5.3,1.26,3.4,1.47,2.48,1.75,1.95,2.15,1.61,2.7,1.38
Spain Segunda División,2024-12-22,14:30:00,21,Racing Santander,CD Eldense,2.3,2.2,5.0,1.67,3.6,5.0,1.4,2.75,1.05,9.0,1.28,3.4,1.98,1.88,1.83,1.83,1.14,1.22,2.1,1.5,0.5,1.5,1.17,2.67,1.49,6.75,2.9,1.34,2.9,1.58,2.18,1.9,1.76,2.4,1.48,3.1,1.3
Belgium Pro League,2024-12-22,14:30:00,19,Union Saint-Gilloise,Club Brugge,3.25,2.1,3.25,2.62,3.3,2.5,1.4,2.75,1.05,11.0,1.31,3.35,1.97,1.87,1.75,2.0,1.52,1.28,1.5,2.22,1.89,1.81,1.62,3.43,1.79,6.4,2.23,1.34,2.9,1.58,2.2,1.95,1.75,2.45,1.48,3.15,1.29
Spain La Liga,2024-12-22,14:30:00,18,Leganés,Villarreal,4.33,2.1,2.63,3.9,3.4,2.0,1.4,2.75,1.06,10.0,1.33,3.4,2.0,1.8,1.8,1.95,1.83,1.26,1.28,1.25,1.75,0.99,1.44,2.43,2.23,6.4,1.81,1.38,2.75,1.65,2.08,2.05,1.67,2.65,1.41,3.45,1.25
Spain La Liga,2024-12-22,14:30:00,18,UD Las Palmas,RCD Espanyol,2.4,2.1,5.0,1.75,3.7,4.5,1.44,2.63,1.06,10.0,1.36,3.2,2.1,1.73,1.95,1.8,1.2,1.24,2.1,1.13,0.13,1.34,0.84,2.18,1.61,6.5,2.55,1.36,2.8,1.63,2.12,2.0,1.71,2.55,1.44,3.4,1.26
Greece Super League,2024-12-22,14:30:00,16,PAOK,Atromitos,1.95,2.38,7.0,1.35,4.6,8.5,1.36,3.0,1.05,11.0,1.28,3.75,1.78,1.97,2.0,1.75,1.12,1.22,2.85,1.14,1.57,1.66,1.13,2.79,1.15,8.5,7.1,1.4,2.7,1.8,2.0,2.32,1.52,3.3,1.28,3.9,1.17
Spain Segunda División,2024-12-22,14:30:00,21,Almería,Cádiz,2.25,2.2,6.0,1.5,4.0,6.5,1.44,2.63,1.05,9.0,1.3,3.3,1.99,1.8,2.0,1.73,1.1,1.2,2.25,2.22,1.0,1.67,1.22,2.89,1.36,7.5,3.45,1.28,3.2,1.47,2.43,1.77,1.89,2.23,1.56,2.8,1.36
Portugal LigaPro,2024-12-22,15:00:00,15,Benfica II,Felgueiras 1932,3.1,2.0,3.5,2.3,3.25,2.7,1.44,2.6,1.01,8.9,1.33,3.2,2.0,1.85,1.75,2.0,1.4,1.28,1.53,1.86,1.5,1.47,1.33,2.8,1.95,7.0,2.1,1.15,4.25,1.31,3.05,1.6,2.18,2.0,1.7,2.68,1.41
Romania Liga I,2024-12-22,15:00:00,21,Dinamo Bucureşti,Rapid Bucureşti,3.75,2.0,3.2,2.8,3.0,2.45,1.5,2.5,1.03,7.5,1.4,2.8,2.35,1.56,1.91,1.8,1.44,1.33,1.37,2.1,1.1,1.24,1.44,2.68,2.28,6.4,1.78,1.34,2.9,1.58,2.16,1.96,1.72,2.48,1.45,3.25,1.27
Belgium Pro League,2024-12-22,15:15:00,19,Cercle Brugge,OH Leuven,2.75,2.1,4.0,2.15,3.3,3.2,1.4,2.75,1.05,11.0,1.31,3.35,1.97,1.87,1.75,2.0,1.33,1.28,1.72,1.33,0.89,1.62,1.23,2.85,1.67,7.0,2.4,1.16,4.6,1.29,3.2,1.49,2.43,1.78,1.91,2.18,1.58
Greece Super League,2024-12-22,16:00:00,16,AEK Athens,Levadiakos,1.57,2.75,12.0,1.18,6.0,15.0,1.29,3.5,1.01,13.0,1.19,4.8,1.55,2.3,2.5,1.5,1.04,1.11,5.0,2.43,0.86,1.89,1.1,2.99,1.07,10.5,10.0,1.42,2.62,1.88,1.92,2.35,1.5,3.3,1.28,3.75,1.19
Italy Serie A,2024-12-22,16:45:00,17,Monza,Juventus,6.0,2.05,2.3,5.0,3.5,1.73,1.5,2.5,1.09,8.0,1.42,2.9,2.25,1.64,2.2,1.62,2.15,1.26,1.16,0.38,1.86,1.14,1.14,2.28,2.8,6.75,1.52,1.36,2.8,1.63,2.12,1.98,1.72,2.55,1.43,3.4,1.26
Spain Segunda División,2024-12-22,17:00:00,21,Deportivo La Coruña,Mirandés,2.63,2.0,5.0,1.95,3.3,3.75,1.5,2.5,1.08,7.5,1.42,2.75,2.23,1.58,2.1,1.67,1.18,1.25,1.85,1.3,1.22,1.48,1.11,2.59,1.7,6.4,2.4,1.3,3.05,1.54,2.25,1.87,1.79,2.35,1.5,3.05,1.3
Spain Segunda División,2024-12-22,17:00:00,21,Levante UD,SD Huesca,2.5,2.1,5.0,1.95,3.4,3.6,1.44,2.63,1.06,8.5,1.36,3.0,2.12,1.71,2.0,1.73,1.16,1.25,1.95,2.11,1.3,1.54,1.14,2.68,1.46,6.75,3.05,1.33,2.95,1.56,2.23,1.92,1.75,2.43,1.47,3.15,1.29
Spain La Liga,2024-12-22,17:00:00,18,Real Betis,Rayo Vallecano,2.5,2.05,5.5,1.8,3.5,4.75,1.5,2.5,1.08,8.5,1.41,2.9,2.2,1.67,2.05,1.7,1.19,1.26,2.05,1.88,1.33,1.81,1.03,2.84,1.49,6.75,2.9,1.27,3.3,1.47,2.48,1.75,1.95,2.18,1.58,2.8,1.37
Portugal Liga NOS,2024-12-22,17:30:00,15,Gil Vicente,Sporting CP,7.0,2.75,1.75,9.5,5.5,1.29,1.24,3.7,1.01,17.0,1.16,5.0,1.47,2.57,1.87,1.9,3.5,1.11,1.03,1.83,2.57,1.29,2.03,3.32,4.1,7.5,1.27,1.4,2.65,1.66,2.04,2.06,1.64,2.63,1.4,3.45,1.25
