League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Italy Serie B,2024-12-26,11:00:00,19,Reggiana,Juve Stabia,3.4,1.95,3.6,2.78,1.92,4.38,1.53,2.38,1.1,6.5,1.45,2.7,2.3,1.55,1.95,1.8,1.4,1.33,1.48,1.0,1.56,1.3,1.07,2.37,1.91,6.25,2.1,1.53,2.3,1.9,1.79,2.43,1.48,3.2,1.29,4.35,1.17
Italy Serie B,2024-12-26,11:00:00,19,Cosenza,Catanzaro,3.2,2.0,3.75,4.75,1.91,2.66,1.53,2.38,1.09,7.0,1.45,2.7,2.3,1.55,1.95,1.8,1.38,1.33,1.5,1.11,1.13,1.56,1.18,2.74,1.81,6.4,2.23,1.46,2.5,1.75,1.95,2.0,1.8,2.88,1.35,3.8,1.21
Italy Serie B,2024-12-26,11:00:00,19,Spezia,Mantova,2.3,2.2,5.5,1.84,2.38,6.77,1.44,2.63,1.06,8.5,1.33,3.2,2.2,1.61,1.95,1.8,1.15,1.22,2.15,2.75,0.44,1.68,1.11,2.79,1.5,6.75,2.9,1.43,2.55,1.73,1.98,2.17,1.6,2.8,1.38,3.65,1.23
Italy Serie B,2024-12-26,11:00:00,19,Südtirol,Cittadella,3.1,1.95,4.0,2.2,2.91,3.6,1.53,2.38,1.1,6.5,1.53,2.38,2.37,1.53,2.05,1.7,1.3,1.33,1.62,0.89,1.0,1.43,1.19,2.62,1.72,6.25,2.4,1.56,2.23,1.96,1.74,2.5,1.46,3.3,1.27,4.4,1.16
Italy Serie B,2024-12-26,11:00:00,19,Frosinone,Salernitana,3.2,2.05,3.6,2.85,1.62,6.93,1.44,2.63,1.07,8.0,1.38,3.0,2.1,1.65,1.8,1.95,1.4,1.3,1.5,0.89,0.75,1.33,1.11,2.44,1.79,6.25,2.23,1.47,2.48,1.78,1.91,1.9,1.9,2.9,1.34,3.9,1.21
Wales Welsh Premier League,2024-12-26,11:30:00,20,Aberystwyth Town,Bala Town,5.5,2.3,2.05,2.92,4.61,1.82,1.36,3.0,1.01,11.0,1.2,3.72,1.73,2.0,1.83,1.83,2.45,1.18,1.09,1.11,1.22,1.04,1.3,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wales Welsh Premier League,2024-12-26,11:30:00,0,Caernarfon Town,The New Saints,6.0,2.6,1.8,6.0,4.75,1.36,1.25,3.75,1.01,19.5,1.1,5.1,1.44,2.63,1.67,2.1,2.83,1.13,1.07,1.11,2.0,1.4,2.24,3.64,6.5,12.25,1.13,1.21,4.15,1.33,2.83,1.59,2.1,2.05,1.7,2.56,1.4
Wales Welsh Premier League,2024-12-26,11:30:00,0,Connah's Quay,Flint Town United,2.1,2.25,5.0,1.56,3.97,5.22,1.36,3.0,1.01,11.0,1.21,3.58,1.75,1.95,1.83,1.83,1.11,1.19,2.29,1.22,0.78,1.49,1.5,2.99,1.32,7.7,4.33,1.22,4.05,1.41,2.8,1.67,2.13,1.9,1.9,2.65,1.44
Wales Welsh Premier League,2024-12-26,11:30:00,20,Newtown,Haverfordwest County,3.75,2.1,2.75,3.44,3.48,1.97,1.4,2.75,1.01,8.7,1.26,3.22,1.91,1.8,1.8,1.91,1.64,1.27,1.29,1.11,1.78,1.68,1.33,3.01,2.96,8.2,1.52,1.4,2.8,1.68,2.11,2.12,1.67,2.77,1.41,3.85,1.24
England EFL League Two,2024-12-26,12:00:00,22,Bromley,Newport County,2.1,2.38,5.5,1.49,4.23,5.65,1.33,3.25,1.03,13.0,1.22,4.2,1.7,2.05,1.8,1.91,1.12,1.18,2.45,1.1,0.82,1.47,0.85,2.32,1.41,7.0,3.15,1.24,3.55,1.42,2.65,1.68,2.05,2.05,1.68,2.55,1.43
England EFL League Two,2024-12-26,12:00:00,22,Bradford City,Port Vale,2.88,2.1,4.0,2.11,3.25,3.3,1.44,2.63,1.06,10.0,1.36,3.2,2.05,1.7,1.83,1.83,1.33,1.25,1.72,2.0,1.91,1.42,1.27,2.69,1.74,6.75,2.3,1.25,3.55,1.43,2.55,1.71,2.0,2.08,1.66,2.65,1.42
England EFL League Two,2024-12-26,12:00:00,22,AFC Wimbledon,Swindon Town,2.25,2.25,5.5,1.29,7.27,5.0,1.36,3.0,1.04,12.0,1.25,3.75,1.8,1.91,1.83,1.83,1.17,1.22,2.2,2.0,0.73,1.49,0.99,2.48,1.5,7.0,2.8,1.24,3.55,1.42,2.65,1.68,2.05,2.05,1.68,2.55,1.43
England Premier League,2024-12-26,12:00:00,18,Southampton,West Ham United,3.6,2.38,2.63,3.93,4.24,1.62,1.3,3.4,1.03,16.0,1.21,4.7,1.6,2.25,1.53,2.38,1.77,1.27,1.36,0.5,1.13,1.06,1.47,2.53,1.98,6.75,1.98,1.16,4.4,1.29,3.15,1.49,2.4,1.78,1.9,2.2,1.58
England Premier League,2024-12-26,12:00:00,18,Chelsea,Fulham,1.95,2.63,5.5,1.67,3.04,5.45,1.25,3.75,1.01,25.0,1.14,6.2,1.45,2.7,1.57,2.25,1.13,1.17,2.7,1.88,1.25,1.78,1.32,3.1,1.38,7.5,3.4,1.2,3.95,1.34,2.9,1.57,2.23,1.91,1.78,2.38,1.5
England Premier League,2024-12-26,12:00:00,18,Newcastle United,Aston Villa,2.5,2.38,4.0,2.42,4.02,2.24,1.3,3.4,1.03,17.0,1.21,4.7,1.7,2.05,1.57,2.25,1.26,1.24,2.03,1.75,1.25,1.48,1.19,2.67,1.65,7.0,2.43,1.15,4.4,1.29,3.15,1.49,2.4,1.77,1.92,2.18,1.58
England Championship,2024-12-26,12:00:00,23,Middlesbrough,Sheffield Wednesday,2.25,2.3,5.0,1.14,10.07,6.98,1.33,3.25,1.03,13.0,1.25,4.0,1.61,2.15,1.73,2.0,1.18,1.2,2.25,1.82,1.6,1.6,1.17,2.77,1.5,7.0,2.8,1.15,4.6,1.28,3.2,1.48,2.45,1.74,1.96,2.1,1.64
England EFL League Two,2024-12-26,12:00:00,22,Carlisle United,Morecambe,2.5,2.2,4.33,1.21,7.9,6.34,1.36,3.0,1.04,12.0,1.28,3.6,1.8,1.91,1.73,2.0,1.25,1.22,1.9,0.6,1.0,1.38,0.93,2.31,1.58,6.75,2.55,1.25,3.55,1.44,2.55,1.71,2.0,2.08,1.65,2.65,1.41
England Premier League,2024-12-26,12:00:00,18,Nottingham Forest,Tottenham Hotspur,3.1,2.38,3.0,3.6,4.22,1.68,1.29,3.5,1.03,18.0,1.18,5.2,1.57,2.3,1.5,2.5,1.55,1.27,1.53,1.75,1.25,1.56,1.69,3.25,2.23,7.0,1.75,1.1,5.4,1.2,3.9,1.35,2.9,1.56,2.23,1.88,1.81
England Premier League,2024-12-26,12:00:00,18,AFC Bournemouth,Crystal Palace,2.6,2.25,4.0,2.12,2.54,4.14,1.33,3.25,1.04,14.0,1.24,4.25,1.85,1.85,1.67,2.1,1.32,1.27,1.82,1.75,1.13,1.74,1.44,3.18,1.49,7.0,2.9,1.16,4.4,1.29,3.2,1.49,2.4,1.74,1.96,2.18,1.58
England Championship,2024-12-26,12:00:00,23,Blackburn Rovers,Sunderland,3.5,2.05,3.25,3.53,3.31,1.91,1.44,2.63,1.07,9.5,1.4,3.0,2.15,1.65,1.83,1.83,1.55,1.28,1.45,2.2,1.64,1.31,1.26,2.57,2.15,6.75,1.83,1.18,4.1,1.33,2.95,1.55,2.28,1.86,1.82,2.3,1.53
England EFL League Two,2024-12-26,12:00:00,22,Fleetwood Town,Chesterfield,3.1,2.25,3.25,2.78,3.71,2.09,1.36,3.0,1.03,13.0,1.25,3.75,1.73,2.0,1.62,2.2,1.5,1.25,1.52,1.2,1.6,1.32,1.24,2.56,1.95,6.75,2.05,1.24,3.55,1.43,2.6,1.7,2.02,2.07,1.67,2.63,1.43
England EFL League Two,2024-12-26,12:00:00,22,Grimsby Town,Harrogate Town,2.38,2.2,5.0,2.63,2.7,2.8,1.4,2.75,1.04,12.0,1.28,3.6,1.83,1.91,1.83,1.83,1.18,1.22,2.1,1.2,0.9,1.22,1.04,2.26,1.58,7.0,2.55,1.25,3.45,1.44,2.55,1.71,2.0,2.07,1.66,2.65,1.42
England EFL League Two,2024-12-26,12:00:00,22,Milton Keynes Dons,Notts County,2.6,2.3,4.0,2.25,3.58,2.77,1.33,3.25,1.03,13.0,1.22,4.2,1.67,2.05,1.62,2.2,1.3,1.25,1.78,1.82,1.27,1.35,1.23,2.58,1.74,6.4,2.33,1.3,3.15,1.5,2.35,1.82,1.86,2.28,1.54,2.9,1.34
England EFL League Two,2024-12-26,12:00:00,22,Salford City,Barrow,3.1,2.0,3.75,1.27,8.03,5.03,1.5,2.5,1.07,8.5,1.44,2.8,2.2,1.6,2.0,1.73,1.38,1.28,1.62,1.8,0.8,1.42,1.08,2.5,1.84,6.5,2.17,1.29,3.15,1.5,2.33,1.83,1.85,2.28,1.54,2.9,1.34
England EFL League Two,2024-12-26,12:00:00,22,Tranmere Rovers,Accrington Stanley,2.75,2.1,4.0,2.29,3.5,2.77,1.4,2.75,1.05,11.0,1.33,3.25,1.95,1.75,1.8,1.91,1.33,1.25,1.75,1.3,0.8,1.44,1.32,2.76,1.79,6.75,2.23,1.25,3.45,1.45,2.55,1.73,1.98,2.1,1.64,2.65,1.41
England EFL League Two,2024-12-26,12:00:00,22,Walsall,Doncaster Rovers,2.88,2.1,3.75,4.25,2.12,2.49,1.4,2.75,1.05,11.0,1.3,3.4,1.91,1.8,1.73,2.0,1.38,1.25,1.65,2.3,1.7,1.53,1.35,2.88,1.82,6.75,2.18,1.23,3.7,1.38,2.7,1.65,2.08,2.0,1.71,2.5,1.46
England EFL League Two,2024-12-26,12:00:00,22,Cheltenham Town,Crewe Alexandra,3.4,2.05,3.4,1.86,3.75,3.29,1.44,2.63,1.06,9.5,1.36,3.1,2.05,1.67,1.83,1.83,1.47,1.28,1.5,1.64,1.6,1.29,1.13,2.42,1.97,6.4,2.0,1.32,3.05,1.57,2.23,1.95,1.76,2.45,1.48,3.15,1.29
Belgium Pro League,2024-12-26,12:00:00,20,Club Brugge,KVC Westerlo,1.7,2.65,6.5,1.16,6.34,10.17,1.22,3.8,0.0,0.0,1.12,5.75,1.36,2.9,1.65,2.05,1.06,1.13,3.4,2.22,0.78,2.05,1.41,3.46,1.3,7.5,3.8,1.27,3.3,1.48,2.45,1.76,1.94,2.17,1.58,2.75,1.38
England Championship,2024-12-26,12:00:00,23,Bristol City,Luton Town,2.88,2.1,3.75,1.81,2.7,5.37,1.4,2.75,1.05,11.0,1.3,3.6,1.8,1.95,1.73,2.0,1.4,1.28,1.6,1.4,0.4,1.48,1.16,2.64,2.28,6.75,1.74,1.15,4.6,1.28,3.3,1.46,2.48,1.75,1.95,2.15,1.61
England EFL League Two,2024-12-26,12:00:00,22,Colchester United,Gillingham,2.75,2.05,4.5,1.9,3.32,3.9,1.44,2.63,1.06,10.0,1.38,3.0,2.1,1.67,2.0,1.73,1.25,1.25,1.95,1.3,1.22,1.66,0.98,2.64,1.58,6.75,2.55,1.3,3.15,1.5,2.33,1.83,1.85,2.3,1.53,2.95,1.33
Belgium Pro League,2024-12-26,12:00:00,20,KV Kortrijk,Sporting Charleroi,3.6,2.15,3.0,1.45,7.14,3.55,1.42,2.9,1.04,10.06,1.31,3.35,1.85,1.83,1.75,2.1,1.63,1.28,1.38,1.44,0.7,1.43,1.4,2.83,2.08,6.4,1.9,1.26,3.4,1.47,2.48,1.75,1.95,2.18,1.58,2.8,1.38
England EFL League One,2024-12-26,12:00:00,22,Stevenage,Wycombe Wanderers,3.75,2.0,3.2,3.52,4.11,1.72,1.5,2.5,1.07,9.0,1.42,2.85,2.2,1.61,1.95,1.8,1.57,1.28,1.42,1.82,2.18,1.13,1.45,2.58,1.75,6.75,2.28,1.29,3.15,1.5,2.38,1.81,1.88,2.23,1.56,2.9,1.35
England Championship,2024-12-26,12:00:00,23,Norwich City,Millwall,3.0,2.05,4.0,1.96,3.63,3.1,1.5,2.5,1.07,9.0,1.4,3.0,1.7,2.05,1.83,1.83,1.35,1.3,1.68,1.6,0.89,1.47,1.17,2.64,1.52,7.0,2.8,1.2,3.9,1.36,2.8,1.58,2.17,1.94,1.76,2.4,1.49
England EFL League One,2024-12-26,12:00:00,22,Birmingham City,Burton Albion,1.62,2.63,12.0,1.27,5.77,6.55,1.3,3.4,1.03,11.0,1.2,4.33,1.61,2.15,2.5,1.5,1.04,1.11,4.2,2.56,0.78,1.71,1.17,2.88,1.23,8.5,4.6,1.27,3.3,1.48,2.45,1.78,1.91,2.23,1.57,2.8,1.36
Scotland Premiership,2024-12-26,12:00:00,19,St. Johnstone,Dundee United,3.4,2.2,3.0,1.71,4.42,3.34,1.36,3.0,1.05,9.0,1.25,3.7,1.91,1.8,1.62,2.2,1.55,1.25,1.4,0.75,1.25,1.25,1.21,2.46,2.0,7.5,2.0,1.25,3.45,1.44,2.55,1.72,1.98,2.08,1.65,2.65,1.41
Scotland Premiership,2024-12-26,12:00:00,19,Kilmarnock,Aberdeen,3.25,2.2,3.25,1.59,4.53,3.87,1.4,2.75,1.05,9.0,1.3,3.45,1.85,1.85,1.7,2.05,1.48,1.25,1.48,1.29,1.71,1.35,1.28,2.63,1.79,6.75,2.18,1.2,3.9,1.37,2.8,1.6,2.17,1.9,1.9,2.43,1.47
Scotland Premiership,2024-12-26,12:00:00,19,Dundee,Ross County,2.38,2.25,4.5,2.23,1.92,7.04,1.36,3.0,1.05,9.5,1.28,3.65,1.75,1.95,1.7,2.05,1.18,1.22,2.0,1.63,0.38,1.38,0.81,2.19,1.41,8.0,3.61,1.2,3.9,1.36,2.8,1.6,2.17,1.8,2.0,2.4,1.49
England Championship,2024-12-26,12:00:00,23,Sheffield United,Burnley,3.2,1.95,3.75,1.87,2.59,5.29,1.53,2.38,1.08,7.5,1.45,2.7,2.2,1.6,2.0,1.73,1.36,1.3,1.57,2.8,1.91,1.46,1.26,2.72,1.84,6.75,2.12,1.17,4.35,1.3,3.15,1.5,2.38,1.78,1.9,2.18,1.58
England Championship,2024-12-26,12:00:00,23,Watford,Portsmouth,2.5,2.25,4.33,2.18,3.49,2.76,1.36,3.0,1.04,13.0,1.26,4.0,1.65,2.15,1.67,2.1,1.25,1.22,1.98,2.6,0.7,1.47,0.97,2.44,1.42,7.0,3.15,1.24,3.55,1.43,2.55,1.7,2.02,2.08,1.65,2.65,1.41
England Championship,2024-12-26,12:00:00,23,Coventry City,Plymouth Argyle,1.8,2.63,7.5,2.32,1.95,6.0,1.29,3.5,1.01,21.0,1.17,5.0,1.61,2.15,1.83,1.83,1.06,1.11,3.4,1.4,0.18,1.9,0.79,2.69,1.42,7.5,3.15,1.11,5.4,1.2,3.9,1.36,2.85,1.57,2.2,1.89,1.8
England Championship,2024-12-26,12:00:00,23,Preston North End,Hull City,2.88,2.1,3.75,2.77,3.27,2.27,1.44,2.63,1.07,10.0,1.36,3.2,2.0,1.7,1.83,1.83,1.36,1.28,1.66,1.36,0.8,1.21,1.34,2.55,1.96,6.5,2.02,1.23,3.65,1.4,2.65,1.65,2.08,2.02,1.68,2.55,1.44
Scotland Premiership,2024-12-26,12:00:00,19,Celtic,Motherwell,1.44,3.2,12.0,1.05,10.41,16.82,1.2,4.33,1.01,21.0,1.06,6.05,1.3,3.2,2.1,1.67,1.0,1.06,6.1,2.71,1.5,2.23,1.36,3.59,1.07,13.0,9.5,1.13,4.9,1.24,3.55,1.4,2.65,1.64,2.1,1.92,1.88
England EFL League One,2024-12-26,12:00:00,22,Bolton Wanderers,Barnsley,2.6,2.3,4.0,2.27,2.84,3.17,1.33,3.25,1.04,10.0,1.22,4.2,1.65,2.1,1.62,2.2,1.28,1.22,1.8,1.7,1.9,1.65,1.22,2.87,1.64,7.0,2.48,1.2,3.95,1.35,2.9,1.58,2.2,1.91,1.77,2.38,1.5
England Championship,2024-12-26,12:00:00,23,Swansea City,Queens Park Rangers,2.5,2.05,5.0,1.82,3.43,4.3,1.44,2.63,1.07,9.0,1.4,3.0,2.25,1.57,2.0,1.73,1.22,1.28,1.96,1.3,1.1,1.39,0.84,2.23,1.68,7.0,2.4,1.15,4.6,1.27,3.3,1.44,2.55,1.71,2.0,2.07,1.66
England EFL League One,2024-12-26,12:00:00,22,Huddersfield Town,Stockport County,2.88,2.1,4.0,2.1,3.36,3.22,1.4,2.75,1.06,8.5,1.33,3.25,1.95,1.8,1.8,1.95,1.3,1.28,1.67,2.2,1.3,1.39,1.31,2.7,1.68,6.75,2.4,1.26,3.4,1.47,2.48,1.75,1.95,2.17,1.6,2.7,1.38
England EFL League One,2024-12-26,12:00:00,22,Exeter City,Bristol Rovers,2.6,2.1,4.5,2.2,2.7,3.52,1.44,2.63,1.05,9.0,1.35,3.1,2.05,1.7,1.95,1.8,1.25,1.22,1.85,1.4,0.7,1.22,0.95,2.17,1.44,7.5,3.05,1.21,3.8,1.38,2.75,1.62,2.14,1.96,1.74,2.43,1.48
England Championship,2024-12-26,12:00:00,23,Oxford United,Cardiff City,3.5,2.1,3.1,2.56,3.51,2.31,1.4,2.75,1.06,10.0,1.33,3.3,1.75,1.95,1.73,2.0,1.58,1.28,1.44,1.45,0.6,1.06,1.13,2.19,2.55,6.75,1.63,1.27,3.3,1.48,2.45,1.78,1.91,2.18,1.58,2.8,1.37
England EFL League One,2024-12-26,12:00:00,22,Wrexham,Blackpool,2.5,2.2,4.33,1.95,3.13,3.63,1.36,3.0,1.04,12.0,1.28,3.6,1.83,1.85,1.75,2.0,1.28,1.25,1.87,2.64,1.45,1.4,1.3,2.7,1.65,6.75,2.48,1.3,3.05,1.53,2.3,1.87,1.82,2.33,1.5,3.0,1.32
England EFL League One,2024-12-26,12:00:00,22,Charlton Athletic,Cambridge United,2.4,2.1,5.0,1.96,4.18,2.78,1.44,2.63,1.06,8.5,1.35,3.1,2.0,1.73,1.95,1.8,1.18,1.22,2.0,1.44,0.5,1.31,1.18,2.49,1.54,7.0,2.7,1.3,3.15,1.52,2.33,1.84,1.84,2.3,1.53,2.9,1.34
England EFL League One,2024-12-26,12:00:00,22,Rotherham United,Wigan Athletic,2.75,2.05,4.5,2.72,2.39,3.1,1.5,2.5,1.06,9.5,1.4,2.95,2.1,1.65,2.0,1.75,1.28,1.25,1.83,1.89,1.2,1.57,1.11,2.68,1.63,6.75,2.48,1.25,3.4,1.44,2.55,1.72,1.98,2.12,1.63,2.65,1.41
England EFL League One,2024-12-26,12:00:00,22,Reading,Northampton Town,2.2,2.3,5.0,1.86,4.52,2.87,1.33,3.25,1.04,10.0,1.22,4.0,1.7,2.05,1.75,2.0,1.17,1.2,2.2,2.33,0.64,1.35,1.01,2.36,1.52,6.75,2.8,1.28,3.3,1.49,2.4,1.78,1.91,2.23,1.56,2.85,1.36
England EFL League One,2024-12-26,12:00:00,22,Peterborough United,Mansfield Town,2.75,2.38,3.4,5.8,2.65,1.79,1.3,3.4,1.04,10.0,1.2,4.33,1.57,2.25,1.5,2.5,1.35,1.25,1.65,1.55,1.44,1.32,1.09,2.41,1.72,6.75,2.33,1.24,3.55,1.43,2.55,1.7,2.0,2.08,1.65,2.65,1.41
England EFL League One,2024-12-26,12:00:00,22,Shrewsbury Town,Lincoln City,4.75,2.2,2.4,4.93,4.93,1.42,1.4,2.75,1.04,11.0,1.3,3.4,1.83,1.85,1.8,1.95,2.0,1.22,1.22,0.7,1.27,0.99,1.1,2.09,2.55,6.75,1.58,1.24,3.55,1.41,2.65,1.68,2.02,2.07,1.66,2.65,1.41
Italy Serie B,2024-12-26,14:00:00,19,Palermo,Bari 1908,2.63,2.1,4.5,1.9,3.39,3.95,1.44,2.63,1.07,8.0,1.36,3.1,2.1,1.67,1.91,1.91,1.22,1.25,1.83,1.13,1.25,1.89,1.21,3.1,1.64,6.4,2.55,1.45,2.55,1.74,1.96,2.0,1.8,2.8,1.36,3.8,1.22
England Premier League,2024-12-26,14:30:00,18,Wolverhampton Wanderers,Manchester United,4.5,2.4,2.25,4.75,3.75,1.73,1.29,3.5,1.0,15.5,1.18,4.45,1.62,2.3,1.57,2.25,1.95,1.26,1.28,0.5,1.13,1.19,1.4,2.59,2.65,6.75,1.56,1.17,4.3,1.3,3.05,1.52,2.33,1.83,1.85,2.25,1.55
England Championship,2024-12-26,14:30:00,23,Derby County,West Bromwich Albion,3.5,2.0,3.4,2.49,3.48,2.39,1.5,2.5,1.07,8.0,1.42,2.8,2.05,1.7,1.91,1.8,1.48,1.3,1.44,1.7,1.55,1.43,1.12,2.55,1.86,6.75,2.08,1.14,4.6,1.28,3.2,1.48,2.43,1.75,1.95,2.17,1.6
Belgium Pro League,2024-12-26,14:30:00,20,KV Mechelen,Standard Liège,2.4,2.1,4.33,3.33,4.53,1.7,1.38,2.8,1.05,9.0,1.3,3.45,1.8,1.91,1.73,1.95,1.2,1.22,1.93,1.7,0.67,1.54,0.96,2.5,1.49,6.75,2.9,1.26,3.4,1.47,2.48,1.75,1.95,2.17,1.6,2.75,1.38
Scotland Premiership,2024-12-26,14:45:00,19,St. Mirren,Rangers,7.0,2.4,1.91,9.01,2.18,1.84,1.33,3.25,1.01,12.5,1.19,3.94,1.67,2.05,1.95,1.8,2.99,1.18,1.08,1.56,1.43,1.24,1.59,2.83,4.35,8.5,1.24,1.2,3.9,1.35,2.88,1.58,2.2,1.9,1.9,2.38,1.5
Italy Serie B,2024-12-26,16:30:00,19,Sampdoria,Carrarese,2.75,2.1,4.33,1.92,3.33,3.95,1.44,2.63,1.07,8.0,1.36,3.1,2.0,1.73,1.91,1.91,1.25,1.28,1.75,1.13,0.56,1.37,1.14,2.51,1.67,6.25,2.48,1.45,2.55,1.75,1.95,2.2,1.58,2.88,1.35,3.8,1.22
Belgium Pro League,2024-12-26,16:45:00,20,KAA Gent,Union Saint-Gilloise,3.7,2.1,2.65,4.2,3.91,1.63,1.36,2.88,1.05,9.5,1.25,3.7,1.75,1.95,1.65,2.05,1.7,1.25,1.3,1.89,0.78,1.6,1.41,3.01,2.43,6.75,1.67,1.24,3.55,1.43,2.6,1.71,2.0,2.1,1.64,2.65,1.41
England Premier League,2024-12-26,17:00:00,18,Liverpool,Leicester City,1.4,3.5,11.0,1.21,7.13,6.69,1.14,5.5,1.01,29.0,1.02,8.6,1.25,3.75,1.8,1.95,1.01,1.04,7.4,2.38,0.63,1.73,1.09,2.82,1.06,14.0,9.5,1.16,4.4,1.29,3.2,1.48,2.43,1.76,1.94,2.14,1.61
