League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Netherlands Eredivisie,2024-12-01,12:45:00,14,NEC,Ajax,4.75,2.3,2.3,4.33,4.0,1.7,1.33,3.25,1.03,15.0,1.21,4.25,1.57,2.25,1.7,2.05,2.15,1.2,1.22,1.25,2.0,1.45,1.41,2.86,2.8,6.75,1.5,1.22,3.95,1.41,2.78,1.68,2.1,2.1,1.68,2.73,1.42
Norway Eliteserien,2024-12-01,13:00:00,30,HamKam,KFUM,3.0,2.1,3.6,2.22,3.09,2.81,1.4,2.75,1.06,8.5,1.33,3.3,2.0,1.84,1.75,2.0,1.36,1.28,1.6,1.07,1.6,1.31,1.01,2.32,1.81,6.4,2.07,1.26,3.4,1.46,2.5,1.73,1.98,2.12,1.63,2.7,1.4
Norway Eliteserien,2024-12-01,13:00:00,30,Brann,Viking,2.25,2.6,4.0,1.74,4.01,3.59,1.22,4.0,1.01,17.0,1.12,6.0,1.35,3.2,1.4,2.75,1.22,1.18,2.0,2.0,1.53,1.82,1.45,3.27,1.56,6.75,2.5,1.16,4.6,1.28,3.3,1.46,2.5,1.73,1.98,2.08,1.66
Norway Eliteserien,2024-12-01,13:00:00,30,FK Bodo - Glimt,Lillestrøm,1.5,3.25,10.0,1.16,6.9,10.5,1.17,5.0,1.01,25.0,1.08,7.5,1.28,3.3,1.91,1.91,1.02,1.06,5.0,2.27,0.8,1.76,1.29,3.05,1.16,9.0,5.1,1.18,4.1,1.32,3.05,1.53,2.3,1.83,1.85,2.25,1.55
Norway Eliteserien,2024-12-01,13:00:00,30,Kristiansund,Rosenborg,4.75,2.5,2.1,4.39,3.93,1.56,1.29,3.5,1.01,13.0,1.17,5.0,1.53,2.35,1.57,2.25,2.3,1.18,1.15,1.4,1.4,1.38,1.4,2.78,2.9,6.75,1.42,1.22,3.8,1.38,2.75,1.64,2.1,1.98,1.73,2.48,1.47
Norway Eliteserien,2024-12-01,13:00:00,30,Strømsgodset,Molde,5.0,2.5,2.05,4.68,4.05,1.5,1.25,3.75,1.01,17.0,1.14,5.5,1.45,2.55,1.57,2.25,2.38,1.15,1.15,1.67,1.67,1.54,1.39,2.93,2.95,7.0,1.4,1.18,4.3,1.3,3.05,1.5,2.4,1.78,1.91,2.18,1.58
Norway Eliteserien,2024-12-01,13:00:00,30,Sandefjord,Fredrikstad,3.0,2.2,3.4,2.34,3.14,2.59,1.36,3.0,1.05,9.5,1.25,3.7,1.88,1.96,1.62,2.2,1.4,1.25,1.55,1.53,1.6,1.46,1.14,2.6,1.84,6.5,2.05,1.23,3.65,1.41,2.65,1.67,2.07,2.02,1.68,2.55,1.45
Norway Eliteserien,2024-12-01,13:00:00,30,Haugesund,Odd,2.3,2.3,4.75,1.69,3.48,4.02,1.33,3.25,1.04,10.0,1.22,4.0,1.73,2.0,1.7,2.05,1.2,1.2,2.05,1.27,0.67,1.38,0.93,2.31,1.5,6.75,2.65,1.21,3.8,1.38,2.8,1.63,2.15,1.97,1.74,2.43,1.48
France Ligue 1,2024-12-01,13:00:00,13,Le Havre,Angers SCO,3.0,2.05,4.0,2.1,3.4,3.4,1.44,2.63,1.07,9.0,1.4,3.0,1.95,1.75,1.95,1.8,1.35,1.3,1.68,0.86,1.29,1.18,0.97,2.15,1.92,6.45,2.43,1.28,2.94,1.56,2.16,2.0,1.72,2.59,1.39,3.54,1.2
France Ligue 1,2024-12-01,13:00:00,13,Olympique Lyonnais,Nice,2.6,2.3,3.75,2.0,3.6,3.5,1.33,3.25,1.03,15.0,1.22,4.33,1.83,1.85,1.62,2.2,1.32,1.22,1.83,1.86,1.14,1.77,1.33,3.1,1.68,8.7,2.65,1.22,3.35,1.45,2.41,1.83,1.87,2.3,1.49,3.02,1.27
Serbia SuperLiga,2024-12-01,13:00:00,17,Bačka Topola,Radnički Niš,2.2,2.3,4.33,1.53,3.7,4.55,1.3,3.4,1.0,11.8,1.16,3.95,1.65,2.1,1.67,2.1,1.15,1.19,1.95,1.44,0.88,1.95,1.51,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France Ligue 1,2024-12-01,13:00:00,13,Toulouse,Auxerre,2.25,2.3,5.0,1.67,3.9,4.75,1.33,3.25,1.04,13.0,1.24,4.2,1.75,1.95,1.7,2.05,1.18,1.22,2.25,1.57,0.57,1.39,1.24,2.63,1.47,9.3,3.34,1.24,3.22,1.48,2.33,1.87,1.83,2.38,1.46,3.14,1.25
Austria Bundesliga,2024-12-01,13:00:00,15,LASK Linz,Austria Wien,2.75,2.2,3.75,2.29,3.38,2.72,1.36,3.0,1.03,13.0,1.25,3.75,1.69,1.97,1.67,2.1,1.35,1.25,1.75,0.88,1.38,1.4,1.26,2.66,1.75,7.1,2.42,1.27,3.45,1.41,2.7,1.85,1.95,2.11,1.65,2.75,1.4
Turkey Süper Lig,2024-12-01,13:00:00,14,Galatasaray,Eyüpspor,1.67,2.88,7.5,1.25,6.2,9.0,1.2,4.33,1.01,29.0,1.09,6.89,1.4,2.75,1.73,2.0,1.07,1.14,4.2,2.5,1.25,1.89,1.1,2.99,1.2,8.0,4.4,1.25,3.45,1.44,2.55,1.72,1.98,2.1,1.64,2.65,1.41
England Premier League,2024-12-01,13:00:00,13,Liverpool,Manchester City,2.63,2.38,3.5,2.1,3.7,3.25,1.29,3.5,1.03,17.0,1.18,5.1,1.6,2.3,1.5,2.5,1.36,1.27,1.76,2.57,1.43,1.72,2.05,3.77,1.93,6.95,2.35,1.08,5.1,1.21,3.44,1.41,2.52,1.75,1.96,2.14,1.57
Norway Eliteserien,2024-12-01,13:00:00,30,Sarpsborg 08,Tromsø,2.88,2.25,3.4,2.23,3.24,2.69,1.33,3.25,1.05,9.5,1.22,4.0,1.67,2.05,1.57,2.25,1.38,1.25,1.6,1.0,0.93,1.5,1.22,2.72,1.79,6.5,2.08,1.22,3.8,1.38,2.75,1.64,2.1,2.0,1.71,2.48,1.46
Italy Serie B,2024-12-01,13:15:00,15,Salernitana,Carrarese,2.75,2.05,4.5,2.08,3.05,3.41,1.5,2.5,1.08,7.5,1.36,2.95,2.2,1.6,1.95,1.8,1.25,1.28,1.75,1.38,0.5,1.67,1.06,2.73,1.64,6.25,2.4,1.31,3.15,1.55,2.29,1.92,1.79,2.47,1.48,3.3,1.29
Slovenia PrvaLiga,2024-12-01,13:30:00,17,Olimpija,Radomlje,1.91,2.3,7.0,1.33,3.96,6.38,1.36,3.0,1.01,11.0,1.25,3.75,1.81,1.95,2.2,1.62,1.08,1.14,2.4,2.0,0.75,1.72,1.3,3.02,1.12,10.0,7.8,1.25,3.14,1.49,2.24,1.88,1.78,2.42,1.42,3.28,1.23
Poland Ekstraklasa,2024-12-01,13:30:00,17,Stal Mielec,Legia Warszawa,4.5,2.2,2.5,3.63,3.26,1.93,1.4,2.75,1.05,9.5,1.28,3.55,1.99,1.89,1.8,1.95,1.9,1.22,1.22,1.67,1.25,1.7,1.62,3.32,2.55,6.4,1.54,1.4,2.6,1.7,1.97,2.38,1.6,2.75,1.36,3.65,1.21
Germany Bundesliga,2024-12-01,13:30:00,12,Heidenheim,Eintracht Frankfurt,4.0,2.25,2.6,3.3,3.6,2.05,1.36,3.0,1.04,13.0,1.26,4.0,1.73,2.1,1.67,2.1,1.83,1.24,1.3,0.67,1.86,1.42,1.34,2.76,2.3,6.75,1.75,1.27,3.3,1.47,2.43,1.79,1.9,2.23,1.56,2.9,1.35
Croatia Prva HNL,2024-12-01,13:45:00,15,Hajduk Split,Dinamo Zagreb,3.25,2.0,3.6,2.5,3.2,2.8,1.44,2.6,1.01,7.8,1.33,3.1,2.25,1.62,1.91,1.8,1.52,1.28,1.42,2.75,1.5,1.66,1.72,3.38,1.98,7.2,2.2,1.37,2.83,1.65,2.1,2.08,1.67,2.73,1.4,3.7,1.23
Denmark Superliga,2024-12-01,14:00:00,17,Silkeborg,AGF,4.33,2.1,2.6,3.02,3.14,2.11,1.4,2.75,1.04,10.5,1.32,3.35,2.01,1.85,1.8,1.95,1.7,1.26,1.35,1.78,1.13,1.25,1.08,2.33,2.43,6.25,1.61,1.33,2.95,1.56,2.25,2.25,1.91,2.4,1.49,3.15,1.3
Italy Serie A,2024-12-01,14:00:00,14,Fiorentina,Inter Milan,4.0,2.25,2.63,3.5,3.6,2.0,1.36,3.0,1.04,13.0,1.26,4.0,1.65,2.15,1.67,2.1,1.83,1.25,1.3,2.33,2.33,1.69,1.66,3.35,2.2,6.1,1.84,1.46,2.5,1.77,1.92,2.25,1.55,2.9,1.34,3.9,1.2
Greece Super League,2024-12-01,14:00:00,13,PAOK,Kallithea,1.67,2.63,10.0,1.18,6.0,11.0,1.29,3.5,1.01,13.0,1.2,4.7,1.57,2.25,2.2,1.62,1.05,1.1,3.2,1.14,0.71,1.68,0.95,2.63,1.19,13.2,5.87,1.4,2.56,1.76,1.95,2.21,1.53,2.92,1.29,4.35,1.17
Spain Segunda División,2024-12-01,14:30:00,17,Levante UD,Burgos CF,2.5,2.1,5.0,1.69,3.23,4.03,1.44,2.63,1.06,8.5,1.35,3.1,2.08,1.78,1.91,1.8,1.2,1.22,1.95,2.25,0.78,1.69,1.3,2.99,1.47,6.4,2.8,1.29,3.25,1.52,2.36,1.87,1.83,2.39,1.51,3.2,1.3
Belgium Pro League,2024-12-01,14:30:00,16,Union Saint-Gilloise,Royal Antwerp FC,2.5,2.2,4.5,1.91,3.16,3.47,1.4,2.75,1.05,11.0,1.28,3.52,1.98,1.9,1.8,1.95,1.22,1.25,1.98,2.13,1.38,1.7,1.23,2.93,1.54,6.4,2.55,1.28,3.2,1.5,2.4,1.77,1.95,2.23,1.57,2.85,1.36
Spain La Liga,2024-12-01,14:30:00,15,Rayo Vallecano,Athletic Club Bilbao,3.6,1.95,3.4,2.89,3.05,2.69,1.53,2.38,1.1,7.5,1.47,2.75,2.3,1.55,2.0,1.75,1.5,1.33,1.44,1.14,1.57,1.72,1.28,3.0,2.01,6.5,2.29,1.21,3.44,1.42,2.49,1.78,1.93,2.24,1.52,2.94,1.28
Czech Republic First League,2024-12-01,14:30:00,17,Viktoria Plzeň,Jablonec,2.1,2.3,6.0,1.48,3.68,4.94,1.36,3.0,1.04,9.0,1.25,3.75,1.8,1.95,1.95,1.8,1.09,1.18,2.45,2.75,1.22,1.69,1.4,3.09,1.37,7.0,3.9,1.15,4.8,1.3,3.2,1.51,2.4,2.0,1.8,2.28,1.56
Spain Segunda División,2024-12-01,14:30:00,0,CD Eldense,Racing Club de Ferrol,2.75,1.95,5.0,1.96,2.8,3.56,1.57,2.25,1.11,6.25,1.5,2.37,2.65,1.42,2.2,1.62,1.2,1.3,1.8,1.56,0.88,1.42,0.95,2.37,1.54,6.25,2.65,1.43,2.6,1.75,1.96,2.24,1.57,2.98,1.34,3.9,1.19
Portugal Liga NOS,2024-12-01,15:00:00,12,FC Arouca,Benfica,9.0,2.75,1.67,11.0,6.0,1.22,1.25,3.75,1.03,11.0,1.16,5.0,1.57,2.25,2.0,1.75,4.0,1.09,1.01,0.67,2.0,0.97,1.74,2.71,4.6,8.5,1.18,1.2,3.8,1.36,2.8,1.6,2.14,1.94,1.73,2.43,1.47
Belgium Pro League,2024-12-01,15:15:00,16,KVC Westerlo,KAA Gent,2.75,2.4,3.4,2.29,3.5,2.64,1.29,3.5,1.02,19.0,1.16,4.87,1.5,2.4,1.5,2.5,1.42,1.22,1.68,1.67,1.11,1.82,0.99,2.81,1.58,6.5,2.43,1.22,3.8,1.38,2.7,1.7,2.05,2.05,1.7,2.5,1.46
Greece Super League,2024-12-01,15:30:00,13,Panathinaikos,Atromitos,2.05,2.25,6.5,1.38,4.05,7.7,1.4,2.75,1.06,9.4,1.33,3.35,1.97,1.69,2.05,1.7,1.11,1.2,2.29,1.71,1.83,1.7,1.23,2.93,1.27,9.8,5.09,1.37,2.66,1.71,2.02,2.14,1.57,2.82,1.31,3.8,1.22
Romania Liga I,2024-12-01,15:30:00,18,CS U Craiova,CFR Cluj,3.15,2.03,3.45,2.18,3.06,2.98,1.45,2.55,1.01,7.6,1.34,3.05,2.0,1.7,1.83,1.91,1.35,1.29,1.42,1.78,2.0,1.8,1.28,3.08,1.75,5.9,2.52,1.24,3.55,1.5,2.4,1.88,1.8,2.52,1.46,3.55,1.24
Brazil Serie A,2024-12-01,16:00:00,36,Grêmio,São Paulo,3.2,1.95,3.75,2.3,2.94,2.81,1.48,2.45,1.09,7.0,1.37,2.8,2.2,1.6,1.95,1.8,1.33,1.3,1.57,1.61,1.11,1.41,1.24,2.65,1.87,9.0,2.36,1.3,3.3,1.53,2.4,2.38,1.91,2.4,1.53,3.25,1.32
Brazil Serie A,2024-12-01,16:00:00,36,Flamengo,Internacional,2.88,2.05,4.0,2.11,3.14,3.23,1.48,2.5,1.08,7.5,1.4,2.9,2.2,1.6,1.91,1.91,1.3,1.3,1.65,2.06,1.5,1.73,1.32,3.05,1.64,9.3,2.83,1.3,3.3,1.53,2.4,2.38,1.85,2.4,1.53,3.25,1.32
France Ligue 1,2024-12-01,16:45:00,13,Olympique Marseille,Monaco,3.1,2.38,3.0,2.45,3.6,2.62,1.29,3.5,1.03,17.0,1.18,5.0,1.7,2.05,1.44,2.63,1.53,1.25,1.52,1.33,2.0,1.45,1.55,3.0,2.02,8.1,2.13,1.31,2.82,1.59,2.1,2.06,1.68,2.69,1.36,3.68,1.18
Italy Serie A,2024-12-01,16:45:00,14,Lecce,Juventus,6.0,2.05,2.38,5.0,3.5,1.73,1.5,2.5,1.08,8.5,1.42,2.9,2.15,1.65,2.1,1.67,2.15,1.25,1.16,1.29,1.86,1.39,1.17,2.56,2.65,6.5,1.57,1.33,2.95,1.58,2.2,1.95,1.75,2.48,1.47,3.25,1.28
Spain Segunda División,2024-12-01,17:00:00,17,Sporting Gijón,Córdoba,2.5,2.1,4.75,1.86,3.17,3.73,1.44,2.63,1.05,9.0,1.35,3.1,2.0,1.75,1.91,1.8,1.22,1.22,1.95,2.11,0.11,1.44,1.29,2.73,1.57,6.25,2.55,1.34,2.98,1.6,2.19,2.0,1.72,2.6,1.44,3.5,1.26
Spain La Liga,2024-12-01,17:00:00,15,Real Sociedad,Real Betis,2.5,2.05,5.5,1.77,3.6,4.83,1.5,2.5,1.07,9.0,1.42,2.88,2.2,1.6,2.1,1.67,1.19,1.25,2.1,1.25,0.75,1.56,1.26,2.82,1.47,9.3,3.34,1.22,3.35,1.44,2.43,1.82,1.88,2.28,1.5,3.02,1.27
Argentina Primera División,2024-12-01,17:00:00,25,Independiente,Central Córdoba SdE,2.63,1.83,6.0,1.85,3.2,5.0,1.62,2.2,1.11,6.18,1.57,2.25,2.88,1.4,2.5,1.5,1.18,1.3,1.96,1.44,1.12,1.23,1.26,2.49,1.49,6.4,2.8,1.49,2.4,1.81,1.88,2.3,1.54,2.95,1.33,3.95,1.2
Portugal Liga NOS,2024-12-01,17:30:00,12,AVS,Sporting Braga,5.5,2.25,2.2,5.1,4.1,1.56,1.36,3.0,1.03,13.0,1.25,3.75,1.87,2.02,1.91,1.91,2.3,1.2,1.16,1.14,2.17,1.19,1.49,2.68,2.9,7.0,1.42,1.23,3.55,1.4,2.65,1.65,2.04,2.02,1.67,2.55,1.42
Uruguay Primera División,2024-12-01,18:00:00,15,Nacional,Boston River,2.0,2.3,7.0,1.35,3.84,6.09,1.36,3.0,1.04,9.0,1.27,3.6,1.84,1.92,2.0,1.73,1.1,1.17,2.21,2.45,1.33,1.72,1.17,2.89,1.1,11.0,7.8,1.28,3.3,1.52,2.32,1.92,1.75,2.6,1.43,3.7,1.22
Brazil Serie A,2024-12-01,18:30:00,36,Vitória,Fortaleza,3.0,1.95,4.33,2.2,3.2,3.5,1.46,2.52,1.07,8.0,1.37,2.8,2.4,1.53,2.05,1.7,1.43,1.35,1.52,1.44,1.17,1.26,1.1,2.36,1.67,9.5,2.74,1.22,4.0,1.4,2.8,2.1,2.05,2.1,1.67,2.75,1.42
Brazil Serie A,2024-12-01,18:30:00,36,Bragantino,Cruzeiro,2.75,2.05,4.5,2.0,3.2,4.1,1.48,2.5,1.08,7.5,1.4,2.9,2.25,1.62,1.95,1.8,1.3,1.3,1.65,1.56,0.78,1.47,1.23,2.7,1.64,9.9,2.78,1.2,4.3,1.37,2.95,2.0,2.2,1.95,1.77,2.6,1.47
Brazil Serie A,2024-12-01,18:30:00,36,Atlético PR,Fluminense,3.0,1.91,4.5,2.2,2.9,3.8,1.5,2.4,1.09,7.0,1.44,2.7,2.7,1.44,2.1,1.67,1.22,1.3,1.75,1.39,0.78,1.86,1.15,3.01,1.6,10.5,2.88,1.23,3.9,1.42,2.75,2.1,2.05,2.05,1.7,2.8,1.4
Argentina Primera División,2024-12-01,19:15:00,25,Vélez Sarsfield,Sarmiento,1.8,2.38,9.5,1.3,4.75,10.0,1.44,2.63,1.05,8.91,1.36,3.04,1.95,1.85,2.38,1.53,1.03,1.16,3.3,1.92,1.0,1.38,1.13,2.51,1.15,9.0,5.1,1.3,3.05,1.54,2.3,2.38,1.84,2.3,1.53,2.95,1.33
Argentina Primera División,2024-12-01,21:45:00,25,Boca Juniors,Gimnasia La Plata,2.63,2.0,5.0,1.91,3.3,4.5,1.5,2.5,1.06,8.09,1.43,2.76,2.35,1.57,2.05,1.7,1.2,1.28,2.0,1.46,1.33,1.23,1.42,2.65,1.31,8.1,4.15,1.35,3.05,1.61,2.23,2.01,1.74,2.63,1.45,3.55,1.27
