League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
England EFL League Two,2024-12-03,16:45:00,18,Colchester United,Swindon Town,2.88,2.2,3.75,2.15,3.31,2.91,1.4,2.75,1.05,11.0,1.3,3.4,1.82,1.85,1.73,2.0,1.3,1.25,1.57,1.13,0.89,1.62,1.08,2.7,1.82,8.0,2.33,1.25,3.58,1.45,2.55,1.77,1.95,2.21,1.59,2.9,1.36
England EFL League Two,2024-12-03,16:45:00,18,Grimsby Town,Accrington Stanley,2.85,2.05,3.55,2.17,3.25,3.06,1.4,2.75,1.06,8.5,1.3,3.45,1.84,1.84,1.7,2.0,1.35,1.25,1.62,1.13,0.88,1.24,1.26,2.5,1.89,6.45,2.38,1.18,3.74,1.38,2.62,1.73,2.07,2.18,1.67,2.73,1.33
England EFL League Two,2024-12-03,16:45:00,18,Milton Keynes Dons,Chesterfield,2.95,2.15,3.2,2.36,3.44,2.63,1.35,2.95,1.05,9.5,1.25,3.95,1.68,2.08,1.57,2.2,1.44,1.25,1.55,1.89,1.63,1.27,1.27,2.54,2.13,6.45,2.08,1.17,3.78,1.37,2.66,1.74,2.06,2.17,1.67,2.73,1.33
England EFL League Two,2024-12-03,16:45:00,18,Salford City,Harrogate Town,2.3,2.1,4.75,1.67,3.59,4.45,1.4,2.75,1.05,9.0,1.3,3.35,1.87,1.82,1.83,1.85,1.18,1.22,2.05,1.5,1.13,1.39,1.06,2.45,1.42,9.2,3.42,1.18,3.72,1.38,2.62,1.75,2.06,2.2,1.66,2.73,1.33
England EFL League Two,2024-12-03,16:45:00,18,Tranmere Rovers,Morecambe,2.4,2.1,4.33,1.74,3.51,4.19,1.4,2.75,1.05,9.0,1.3,3.4,1.89,1.81,1.77,1.9,1.22,1.25,1.93,1.13,1.11,1.38,0.94,2.32,1.33,7.8,4.4,1.18,4.2,1.28,2.94,1.6,2.28,2.01,1.79,2.52,1.5
England EFL League Two,2024-12-03,16:45:00,18,AFC Wimbledon,Newport County,1.8,2.45,6.25,1.31,4.77,7.71,1.3,3.2,1.03,11.0,1.2,4.33,1.65,2.12,1.93,1.75,1.07,1.12,3.1,2.0,0.78,1.53,0.82,2.35,1.16,12.0,6.2,1.17,3.75,1.37,2.66,1.72,2.08,2.18,1.67,2.72,1.33
England EFL League One,2024-12-03,16:45:00,18,Exeter City,Wycombe Wanderers,4.0,2.2,2.75,3.17,3.35,2.17,1.4,2.75,1.05,9.0,1.28,3.55,1.85,1.85,1.75,2.0,1.7,1.25,1.3,1.63,2.22,1.26,1.49,2.75,1.93,6.5,1.95,1.18,4.0,1.34,2.9,1.57,2.23,1.91,1.78,2.38,1.5
England EFL League One,2024-12-03,16:45:00,18,Bolton Wanderers,Mansfield Town,2.2,2.38,5.0,1.6,4.0,4.96,1.33,3.25,1.04,10.0,1.22,4.0,1.7,2.08,1.7,2.05,1.15,1.2,2.25,1.75,1.71,1.67,1.13,2.8,1.49,6.75,2.7,1.24,3.55,1.41,2.65,1.67,2.05,2.05,1.67,2.55,1.43
England EFL League One,2024-12-03,16:45:00,18,Leyton Orient,Bristol Rovers,2.4,2.1,5.0,1.72,3.6,4.68,1.44,2.63,1.06,8.5,1.33,3.2,2.0,1.72,2.0,1.75,1.18,1.22,2.05,1.0,0.88,1.4,1.08,2.48,1.46,6.5,2.9,1.3,3.05,1.53,2.3,1.86,1.82,2.35,1.5,2.95,1.33
England EFL League One,2024-12-03,16:45:00,18,Rotherham United,Lincoln City,3.25,2.0,3.6,2.37,3.1,3.02,1.5,2.5,1.09,7.0,1.42,2.8,2.25,1.58,2.0,1.75,1.4,1.3,1.5,1.57,1.44,1.59,1.07,2.66,1.81,6.4,2.07,1.3,3.05,1.54,2.3,1.86,1.82,2.33,1.52,3.0,1.32
England EFL League One,2024-12-03,16:45:00,18,Stevenage,Northampton Town,2.5,2.05,5.5,1.77,3.35,4.78,1.5,2.5,1.08,7.5,1.42,2.8,2.3,1.55,2.05,1.7,1.18,1.25,1.95,1.56,0.78,1.07,1.1,2.17,1.4,6.75,3.05,1.34,2.9,1.58,2.2,1.94,1.76,2.43,1.47,3.15,1.3
England EFL League One,2024-12-03,16:45:00,18,Wrexham,Barnsley,2.75,2.2,3.75,2.27,3.35,2.97,1.36,3.0,1.05,9.5,1.28,3.55,1.85,1.85,1.7,2.05,1.33,1.25,1.67,2.78,2.0,1.39,1.24,2.63,1.65,6.5,2.32,1.2,3.9,1.36,2.8,1.61,2.15,1.96,1.74,2.43,1.47
Wales Welsh Premier League,2024-12-03,16:45:00,0,Briton Ferry,Newtown,3.0,2.38,2.88,2.38,3.6,2.38,1.29,3.5,1.01,13.0,1.11,4.55,1.53,2.38,1.5,2.5,1.5,1.23,1.44,0.89,1.13,1.32,1.27,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wales Welsh Premier League,2024-12-03,16:45:00,18,Connah's Quay,Caernarfon Town,2.88,2.2,3.25,2.22,3.6,2.68,1.33,3.25,1.01,11.0,1.16,3.88,1.7,2.1,1.62,2.2,1.4,1.25,1.52,1.25,2.13,1.45,1.36,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wales Welsh Premier League,2024-12-03,16:45:00,18,Penybont,Haverfordwest County,2.25,2.05,5.5,1.62,3.8,4.43,1.5,2.5,1.0,8.2,1.32,2.78,2.2,1.65,2.25,1.57,1.1,1.24,2.2,2.13,2.0,1.93,1.38,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England EFL League One,2024-12-03,16:45:00,18,Charlton Athletic,Crawley Town,2.25,2.25,5.5,1.67,3.7,4.95,1.36,3.0,1.05,9.5,1.28,3.65,1.95,1.75,1.91,1.91,1.17,1.2,2.15,1.71,0.63,1.37,1.37,2.74,1.48,6.75,2.7,1.24,3.55,1.43,2.6,1.7,2.02,2.07,1.66,2.63,1.42
England EFL League One,2024-12-03,17:00:00,18,Reading,Cambridge United,2.4,2.2,4.75,1.74,3.82,4.6,1.36,3.0,1.05,9.5,1.28,3.55,1.9,1.9,1.8,1.95,1.2,1.22,2.0,2.57,0.5,1.32,1.13,2.45,1.5,6.5,2.65,1.3,3.05,1.53,2.32,1.85,1.83,2.32,1.53,2.95,1.33
England EFL League One,2024-12-03,17:00:00,18,Huddersfield Town,Wigan Athletic,2.4,2.1,5.5,1.75,3.74,4.67,1.44,2.63,1.06,8.5,1.38,3.0,2.02,1.79,2.0,1.75,1.18,1.22,2.05,2.25,1.13,1.45,1.07,2.52,1.38,7.0,3.05,1.25,3.45,1.44,2.55,1.71,2.0,2.08,1.65,2.65,1.4
England Premier League,2024-12-03,17:15:00,14,Leicester City,West Ham United,3.25,2.25,3.1,2.79,3.34,2.53,1.33,3.25,1.02,14.0,1.2,3.74,1.74,2.1,1.57,2.25,1.55,1.3,1.49,0.83,1.33,1.12,1.28,2.4,1.97,6.75,1.98,1.19,3.9,1.36,2.8,1.61,2.15,1.96,1.74,2.43,1.48
Brazil Serie A,2024-12-03,20:00:00,37,Corinthians,Bahia,2.25,2.25,5.0,1.9,3.62,4.0,1.36,2.9,1.04,11.0,1.22,4.1,1.85,1.95,1.8,1.95,1.18,1.22,2.05,1.94,0.94,1.75,1.31,3.06,1.56,9.0,2.93,1.14,4.25,1.29,2.92,2.2,2.17,1.95,1.77,2.49,1.42
