League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Poland Ekstraklasa,2024-11-29,16:30:00,17,Piast Gliwice,Lech Poznań,4.5,2.05,2.75,3.5,3.2,1.98,1.45,2.55,1.07,8.0,1.38,3.0,2.1,1.65,1.95,1.8,1.7,1.28,1.28,1.29,1.86,1.5,1.33,2.83,2.32,6.4,1.67,1.47,2.4,1.79,1.85,2.28,1.52,2.95,1.3,4.1,1.17
Austria 2. Liga,2024-11-29,16:30:00,15,First Vienna,Ried,4.0,2.2,2.5,3.3,3.5,1.95,1.33,3.05,1.01,11.0,1.22,4.0,1.75,1.95,1.73,2.0,1.95,1.2,1.2,1.71,2.29,1.23,1.45,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany Bundesliga,2024-11-29,16:30:00,12,St. Pauli,Holstein Kiel,2.5,2.25,4.5,1.75,3.58,4.0,1.36,3.0,1.04,12.0,1.28,3.75,1.61,2.1,1.75,2.0,1.26,1.25,1.88,0.4,0.4,1.26,1.21,2.47,1.47,6.75,3.05,1.3,3.05,1.53,2.32,1.86,1.82,2.33,1.52,3.05,1.32
Italy Serie B,2024-11-29,16:30:00,15,Reggiana,Sassuolo,4.2,2.1,2.5,3.3,3.45,2.1,1.4,2.75,1.06,8.5,1.3,3.35,1.91,1.87,1.73,1.95,1.8,1.25,1.25,1.29,2.14,1.2,1.48,2.68,2.43,6.25,1.61,1.33,2.95,1.56,2.23,1.98,1.82,2.43,1.48,3.15,1.29
Spain Segunda División,2024-11-29,16:30:00,0,Real Oviedo,SD Huesca,2.5,1.95,6.0,1.75,3.35,5.4,1.57,2.25,1.09,7.0,1.53,2.37,2.6,1.44,2.38,1.53,1.12,1.25,2.05,2.57,0.88,1.68,1.12,2.8,1.41,6.75,3.05,1.44,2.5,1.76,1.91,2.23,1.56,2.9,1.34,3.8,1.2
Belgium Pro League,2024-11-29,16:45:00,16,KV Kortrijk,KV Mechelen,3.5,2.3,2.75,3.0,3.7,2.24,1.33,3.25,1.01,16.0,1.19,4.7,1.65,2.1,1.57,2.25,1.7,1.24,1.38,1.43,1.14,1.47,1.28,2.75,1.95,6.4,1.95,1.23,3.65,1.4,2.7,1.65,2.08,1.95,1.77,2.55,1.45
France Ligue 1,2024-11-29,16:45:00,13,Reims,Lens,3.4,2.2,3.0,2.52,3.15,2.59,1.36,3.0,1.05,12.0,1.28,3.75,2.01,1.66,1.67,2.1,1.58,1.28,1.44,1.33,1.5,1.22,1.29,2.51,2.15,6.5,1.85,1.33,2.95,1.56,2.23,1.92,1.77,2.43,1.47,3.15,1.29
Italy Serie A,2024-11-29,16:45:00,14,Cagliari,Hellas Verona,2.63,2.2,4.0,2.03,3.25,3.35,1.36,3.0,1.05,11.0,1.3,3.6,1.66,2.0,1.7,2.05,1.28,1.26,1.83,0.86,0.5,1.36,0.83,2.19,1.54,6.75,2.7,1.26,3.4,1.47,2.48,1.75,1.95,2.17,1.6,2.8,1.37
England Premier League,2024-11-29,17:00:00,13,Brighton & Hove Albion,Southampton,1.91,2.63,6.0,1.52,4.15,5.0,1.25,3.75,1.01,23.0,1.14,6.2,1.56,2.18,1.62,2.2,1.1,1.17,2.94,2.0,0.0,1.46,1.14,2.6,1.3,8.0,3.7,1.14,4.8,1.25,3.45,1.41,2.63,1.65,2.07,1.98,1.72
England Championship,2024-11-29,17:00:00,18,Sheffield United,Sunderland,2.75,2.05,4.5,2.01,3.65,3.55,1.5,2.5,1.07,10.0,1.4,2.95,2.1,1.65,2.0,1.73,1.28,1.25,1.85,2.75,1.67,1.53,1.25,2.78,1.77,6.75,2.23,1.15,4.58,1.34,3.06,1.62,2.28,2.0,1.8,2.52,1.5
Spain La Liga,2024-11-29,17:00:00,15,RCD Mallorca,Valencia CF,2.88,1.83,5.0,2.05,2.97,4.53,1.62,2.2,1.13,6.0,1.57,2.25,2.75,1.44,2.38,1.53,1.22,1.33,1.8,1.29,0.33,1.33,0.82,2.15,1.53,6.5,2.8,1.43,2.55,1.72,1.98,2.17,1.6,2.8,1.37,3.8,1.21
Portugal Liga NOS,2024-11-29,17:15:00,12,Farense,Estrela Amadora,3.25,2.0,3.75,2.18,3.37,2.9,1.53,2.38,1.08,8.5,1.44,2.75,2.02,1.65,2.0,1.75,1.42,1.28,1.53,0.6,0.2,1.15,0.99,2.14,1.95,6.5,1.93,1.21,3.65,1.38,2.7,1.63,2.08,2.0,1.68,2.55,1.43
Argentina Primera División,2024-11-29,19:00:00,25,San Lorenzo,Belgrano,3.2,1.8,4.75,2.25,2.9,3.75,1.67,2.1,1.13,5.7,1.65,2.15,3.1,1.36,2.5,1.5,1.28,1.36,1.66,1.22,1.29,1.25,1.23,2.48,1.63,6.1,2.43,1.48,2.43,1.79,1.9,2.05,1.7,2.95,1.33,3.95,1.2
Paraguay Division Profesional,2024-11-29,19:30:00,22,General Caballero JLM,2 de Mayo,3.75,2.0,3.1,3.1,3.0,2.3,1.51,2.4,1.08,7.0,1.41,2.75,2.15,1.67,1.91,1.8,1.43,1.31,1.32,1.07,1.45,1.43,1.25,2.68,2.03,7.1,2.15,1.35,2.95,1.62,2.25,1.95,1.77,2.62,1.43,3.52,1.25
Paraguay Division Profesional,2024-11-29,19:30:00,22,Sol de América,Sportivo Ameliano,3.4,1.91,3.75,2.45,3.1,2.88,1.56,2.29,1.09,6.5,1.5,2.4,2.5,1.5,2.1,1.67,1.29,1.32,1.45,1.02,1.3,1.45,1.4,2.85,1.67,7.7,2.7,1.35,2.93,1.63,2.24,2.03,1.77,2.65,1.42,3.58,1.25
Paraguay Division Profesional,2024-11-29,19:30:00,22,Nacional Asunción,Guaraní,3.2,2.05,3.5,2.45,3.2,2.8,1.5,2.4,1.07,7.5,1.4,2.8,2.1,1.7,1.83,1.83,1.33,1.29,1.44,1.26,1.51,1.42,1.28,2.7,1.83,7.4,2.4,1.29,3.27,1.53,2.42,1.89,1.91,2.38,1.54,3.15,1.31
Uruguay Primera División,2024-11-29,21:00:00,15,Cerro,Liverpool FC Montevideo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.94,1.14,1.34,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay Primera División,2024-11-29,21:00:00,15,Cerro Largo,Progreso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.71,1.57,1.25,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Primera División,2024-11-29,21:00:00,25,Estudiantes,River Plate,4.33,1.95,3.1,3.6,3.0,2.25,1.55,2.34,1.08,7.15,1.47,2.62,2.5,1.5,2.05,1.7,1.63,1.33,1.33,1.35,1.57,1.49,1.71,3.2,1.98,6.4,1.9,1.3,3.05,1.54,2.3,1.88,1.81,2.33,1.52,3.0,1.32
Uruguay Primera División,2024-11-29,21:00:00,0,Rampla Juniors,Wanderers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,1.18,1.2,1.22,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
