League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
CHINA 1,2025-05-01,04:30:00,10,Dalian Zhixing,Yunnan Yukun,2.75,2.2,4.0,1.83,3.5,4.0,1.4,2.75,2.75,1.4,8.0,1.08,1.05,8.5,1.3,3.3,2.03,1.83,1.75,2.0,1.32,1.29,1.68,2.33,1.0,1.95,1.21,3.16,1.45,9.0,3.28,1.24,3.34,1.47,2.42,1.85,1.85,2.32,1.51,3.08,1.28
ITALY 2,2025-05-01,07:30:00,36,Juve Stabia,Catanzaro,2.88,2.05,4.0,2.25,3.28,3.5,1.44,2.63,3.25,1.33,10.0,1.06,0.0,0.0,0.0,0.0,2.01,1.81,1.95,1.8,0.0,0.0,0.0,1.88,1.19,1.28,1.21,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHINA 1,2025-05-01,07:30:00,10,Sichuan Jiuniu,Tianjin Teda,3.6,2.25,2.88,3.03,3.49,2.23,1.36,3.0,2.63,1.44,7.0,1.1,1.04,9.0,1.25,3.7,1.85,1.94,1.7,2.05,1.62,1.25,1.36,1.0,1.25,1.59,1.12,2.71,2.1,6.6,2.09,1.1,5.05,1.24,3.34,1.45,2.48,1.9,1.8,2.23,1.55
CHINA 1,2025-05-01,08:00:00,10,Zhejiang FC,Changchun Yatai,2.2,2.5,4.5,1.65,4.2,4.7,1.29,3.5,2.25,1.57,5.5,1.14,1.03,10.0,1.17,4.75,1.57,2.35,1.57,2.25,1.15,1.18,2.15,2.0,0.6,1.47,1.2,2.67,1.41,9.0,3.45,1.22,3.65,1.42,2.65,1.7,2.05,2.05,1.7,2.65,1.42
CHINA 1,2025-05-01,08:00:00,10,Henan Jianye,Wuhan Three Towns,2.5,2.25,4.0,1.83,3.7,4.0,1.36,3.0,2.63,1.44,7.0,1.1,1.05,8.5,1.25,3.65,1.82,2.03,1.7,2.05,1.28,1.25,1.77,1.0,0.2,1.26,0.99,2.25,1.53,8.55,2.93,1.21,3.75,1.41,2.7,1.7,2.05,2.05,1.7,2.6,1.44
BELGIUM 1,2025-05-01,08:30:00,7,Royal Antwerp FC,RSC Anderlecht,3.25,2.25,3.0,2.68,3.41,2.48,1.33,3.25,2.63,1.44,6.5,1.11,0.0,0.0,0.0,0.0,1.75,2.0,1.62,2.2,0.0,0.0,0.0,1.56,1.5,1.73,1.31,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHINA 1,2025-05-01,08:35:00,10,Shandong Luneng,Qingdao Jonoon,1.57,3.0,9.0,1.24,6.0,10.5,1.22,4.0,2.0,1.73,4.33,1.2,1.02,21.0,1.12,5.5,1.4,2.88,1.91,1.91,1.05,1.14,3.9,1.4,0.0,1.89,1.07,2.96,1.09,14.0,8.05,1.16,4.35,1.3,3.07,1.54,2.33,1.85,1.85,2.34,1.56
CHINA 1,2025-05-01,08:35:00,10,Shanghai SIPG,Beijing Guoan,2.63,2.5,3.25,1.69,4.0,4.2,1.22,4.0,2.1,1.67,4.5,1.18,1.01,17.0,1.13,5.25,1.44,2.7,1.4,2.75,1.36,1.22,1.67,2.0,1.5,2.0,1.48,3.48,1.73,8.2,2.43,1.2,3.9,1.39,2.78,1.64,2.17,2.0,1.73,2.52,1.46
ITALY 2,2025-05-01,10:00:00,36,Palermo,Südtirol,2.5,2.1,4.75,1.88,3.57,4.5,1.44,2.63,3.25,1.33,9.0,1.07,0.0,0.0,0.0,0.0,2.0,1.82,1.95,1.8,0.0,0.0,0.0,1.56,1.0,1.79,1.31,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITALY 2,2025-05-01,10:00:00,36,Cosenza,Bari 1908,3.6,2.05,3.1,3.18,3.32,2.39,1.44,2.63,3.25,1.33,9.0,1.07,0.0,0.0,0.0,0.0,2.1,1.6,1.91,1.91,0.0,0.0,0.0,1.12,1.06,1.51,1.36,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
