League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
CHINA 1,2025-05-09,08:35:00,12,Shanghai SIPG,Qingdao Jonoon,1.53,3.1,9.0,1.2,6.3,9.5,1.18,4.5,1.83,1.83,3.75,1.25,0.0,0.0,0.0,0.0,1.32,3.09,1.8,1.95,0.0,0.0,0.0,1.67,0.2,2.08,1.07,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGYPT 1,2025-05-09,11:00:00,5,Ceramica Cleopatra,Zamalek,4.39,2.05,2.65,3.6,3.3,1.87,1.42,2.44,2.9,1.36,7.0,1.05,1.05,6.8,1.33,2.88,2.15,1.72,1.8,1.95,1.35,1.33,1.22,1.5,1.85,1.56,1.48,3.04,1.96,6.2,2.2,1.32,3.0,1.59,2.24,1.99,1.76,2.54,1.5,3.15,1.29
BULGARIA 1,2025-05-09,11:45:00,3,Arda,Ludogorets,4.0,2.0,2.85,2.99,3.2,2.12,1.44,2.6,3.1,1.33,6.8,1.06,1.03,7.75,1.35,2.9,2.1,1.65,1.9,1.81,1.28,1.31,1.34,1.72,2.5,1.36,1.73,3.09,2.2,7.9,1.64,1.53,2.41,1.88,1.86,2.45,1.51,3.22,1.3,4.8,1.11
ROMANIA 1,2025-05-09,12:00:00,8,SCM Gloria Buzău,Unirea Slobozia,6.25,2.2,1.98,4.33,3.25,1.72,1.39,2.75,2.8,1.37,7.25,1.08,1.05,8.5,1.3,3.3,1.94,1.76,2.15,1.6,2.65,1.21,1.1,0.83,0.84,1.46,1.25,2.71,2.9,7.0,1.48,1.3,3.05,1.52,2.3,1.83,1.83,2.28,1.52,2.95,1.33
POLAND 1,2025-05-09,13:00:00,32,Motor Lublin,Piast Gliwice,3.2,2.01,3.45,2.58,3.16,2.77,1.4,2.7,2.9,1.35,7.1,1.08,1.07,10.0,1.31,2.93,2.05,1.75,1.8,1.95,1.34,0.0,1.5,1.47,1.27,1.62,1.42,3.04,1.95,6.5,2.44,1.3,3.2,1.5,2.3,1.85,1.87,2.3,1.54,3.0,1.33
CROATIA 1,2025-05-09,13:00:00,34,Osijek,Lokomotiva Zagreb,2.26,2.14,4.6,1.82,3.55,4.53,1.35,3.0,2.55,1.48,5.75,1.1,1.02,9.0,1.25,3.6,1.8,1.93,1.73,2.0,1.22,1.29,2.0,1.38,0.94,1.64,1.48,3.12,1.67,8.5,2.86,1.29,3.3,1.48,2.52,2.02,1.95,2.2,1.6,2.8,1.38
AUSTRIA 2,2025-05-09,13:00:00,28,Rapid Wien II,Liefering,2.8,2.25,3.0,2.2,3.8,2.63,1.28,3.3,2.23,1.62,4.7,1.15,1.0,13.0,1.17,4.9,1.57,2.3,1.48,2.5,1.22,0.0,1.6,1.69,1.58,1.77,1.38,3.15,2.11,6.8,2.05,1.2,3.85,1.39,2.75,1.55,2.1,1.97,1.75,2.55,1.44
AUSTRIA 2,2025-05-09,13:00:00,28,Floridsdorfer AC,Horn,2.3,2.25,4.9,1.78,3.73,4.3,1.35,3.0,2.77,1.42,6.0,1.09,1.02,9.5,1.29,3.4,1.8,1.95,1.77,1.99,1.22,0.0,2.09,1.46,0.77,1.27,1.01,2.28,1.62,7.1,2.82,1.29,3.12,1.55,2.36,1.87,1.83,2.4,1.5,3.28,1.31
AUSTRIA 2,2025-05-09,13:00:00,28,Austria Lustenau,First Vienna,2.9,2.5,3.1,2.32,3.35,2.51,1.28,3.14,2.34,1.55,5.5,1.15,1.01,8.7,1.2,4.7,1.55,2.3,1.5,2.5,1.22,0.0,1.47,0.92,1.54,1.27,1.5,2.77,1.79,7.3,2.48,1.22,3.5,1.45,2.57,1.78,2.03,2.19,1.64,2.97,1.4
AUSTRIA 2,2025-05-09,13:00:00,28,St. Pölten,Schwarz-Weiß Bregenz,1.52,2.68,6.0,1.26,5.0,7.5,1.18,4.4,1.88,1.83,4.15,1.22,1.0,20.0,1.09,6.0,1.36,3.0,1.6,2.2,1.12,0.0,3.5,1.54,1.0,1.66,1.29,2.95,1.35,7.9,4.3,1.15,4.4,1.26,3.12,1.52,2.36,1.85,1.89,2.3,1.57
