League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
BULGARIA 1,2025-05-19,11:45:00,6,CSKA 1948 Sofia,Levski Krumovgrad,1.85,2.38,7.7,1.46,3.83,5.8,1.38,2.9,2.8,1.38,6.5,1.07,1.01,10.0,1.24,3.36,1.87,1.89,2.05,1.7,1.18,1.22,2.88,1.17,0.94,1.71,1.09,2.8,1.25,10.2,4.95,1.28,3.08,1.54,2.25,2.0,1.79,2.35,1.47,3.05,1.32
ESTONIA 1,2025-05-19,13:00:00,13,Tallinna Kalev,Trans,5.12,2.62,1.85,5.0,5.12,1.44,1.17,4.2,2.19,1.63,4.6,1.12,1.01,14.5,1.09,5.1,1.4,2.5,1.6,2.25,1.17,1.15,1.14,1.0,2.0,1.52,1.9,3.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLAND 1,2025-05-19,14:00:00,33,Widzew Łódź,Puszcza Niepołomice,2.1,2.4,4.2,1.55,3.84,4.7,1.3,3.0,2.4,1.5,6.35,1.06,1.04,10.0,1.2,3.99,1.61,2.05,1.65,2.1,1.13,1.2,2.18,1.44,0.56,1.49,1.11,2.6,1.51,9.0,3.01,1.26,3.3,1.32,2.88,1.83,2.2,2.0,1.75,2.55,1.36
SWEDEN 1,2025-05-19,14:00:00,10,Mjällby,Brommapojkarna,2.2,2.4,4.75,1.52,3.8,5.1,1.3,3.4,2.38,1.53,6.0,1.13,1.04,11.0,1.2,4.5,1.55,2.2,1.67,2.1,1.14,1.18,2.35,2.5,1.4,1.37,1.68,3.05,1.55,7.0,2.65,1.19,4.1,1.33,2.95,1.54,2.3,1.85,1.83,2.3,1.54
SWEDEN 1,2025-05-19,14:00:00,10,Sirius,Norrköping,2.75,2.3,3.6,2.11,3.4,2.85,1.3,3.4,2.5,1.5,6.0,1.13,1.04,11.0,1.2,4.5,1.6,2.1,1.57,2.25,1.35,1.22,1.67,1.0,1.0,1.49,1.28,2.77,1.71,7.0,2.33,1.16,4.6,1.28,3.3,1.49,2.43,1.76,1.94,2.15,1.61
SWEDEN 1,2025-05-19,14:00:00,10,Degerfors,IFK Göteborg,3.25,2.25,3.0,2.64,3.34,2.26,1.33,3.25,2.63,1.44,6.5,1.11,1.05,10.0,1.25,4.0,1.66,2.08,1.62,2.2,1.57,1.25,1.4,1.0,1.5,1.62,1.19,2.81,2.07,6.75,1.9,1.15,4.6,1.27,3.3,1.46,2.5,1.73,1.98,2.08,1.66
SWEDEN 2,2025-05-19,14:00:00,8,Landskrona,Helsingborg,2.62,2.1,3.75,2.07,3.41,2.9,1.36,2.88,2.65,1.42,6.7,1.05,1.05,10.0,1.3,3.55,1.8,1.9,1.7,2.0,1.3,1.25,1.7,2.0,1.0,1.65,1.4,3.05,1.56,7.0,2.65,1.24,3.55,1.42,2.65,1.67,2.07,2.05,1.68,2.55,1.44
DENMARK 1,2025-05-19,14:00:00,9,Brøndby,Midtjylland,2.88,2.3,3.1,2.16,3.41,2.73,1.24,3.4,2.39,1.56,5.0,1.12,1.02,14.0,1.15,4.7,1.55,2.2,1.42,2.66,1.29,1.22,1.55,1.6,1.87,1.74,1.74,3.48,2.0,6.65,2.28,1.15,4.25,1.33,3.05,1.52,2.33,1.97,1.75,2.5,1.55
SWEDEN 1,2025-05-19,14:10:00,10,Elfsborg,Djurgården,2.75,2.2,3.75,2.03,3.45,2.97,1.4,2.75,2.75,1.4,8.0,1.08,1.05,10.0,1.33,3.4,1.93,1.77,1.8,1.95,1.33,1.22,1.7,2.6,2.0,1.63,1.34,2.97,1.82,6.75,2.15,1.23,3.65,1.41,2.65,1.67,2.07,2.0,1.7,2.55,1.45
BULGARIA 1,2025-05-19,14:15:00,6,Slavia Sofia,Lokomotiv Plovdiv,5.49,2.25,2.18,4.75,3.9,1.57,1.36,2.89,2.94,1.39,6.5,1.05,1.01,9.0,1.27,3.15,1.96,1.81,1.97,1.85,2.07,1.28,1.21,1.4,1.0,1.41,1.36,2.77,2.08,6.15,2.43,1.41,2.7,1.66,2.08,2.25,1.54,3.04,1.29,3.45,1.25
ROMANIA 1,2025-05-19,14:30:00,9,Rapid Bucureşti,CFR Cluj,3.42,2.01,3.18,2.67,3.03,2.41,1.43,2.62,3.1,1.32,8.4,1.01,1.01,8.7,1.32,2.88,2.05,1.61,1.84,1.86,1.5,1.32,1.43,1.74,1.37,1.74,1.55,3.29,2.09,6.25,2.14,1.28,3.08,1.54,2.25,1.95,1.76,2.54,1.43,3.42,1.23
ITALY 2,2025-05-19,15:30:00,0,Salernitana,Frosinone,2.65,2.1,3.9,2.05,3.31,3.58,1.42,2.7,2.9,1.36,7.0,1.06,1.05,8.0,1.33,3.0,2.0,1.67,1.79,1.89,1.27,1.32,1.74,1.11,1.13,1.46,1.38,2.84,1.61,6.4,2.55,1.42,2.65,1.71,2.0,2.12,1.63,2.7,1.38,3.65,1.24
SPAIN 2,2025-05-19,15:30:00,0,Córdoba,Mirandés,3.25,2.1,3.25,2.57,3.3,2.65,1.4,2.75,3.0,1.36,8.0,1.08,1.06,8.5,1.33,3.25,1.98,1.77,1.73,2.0,1.45,1.28,1.48,1.63,1.0,1.83,1.25,3.08,1.79,6.75,2.23,1.3,3.05,1.52,2.28,1.85,1.81,2.33,1.5,2.95,1.33
IRELAND 1,2025-05-19,15:45:00,24,Shelbourne,Drogheda United,2.56,2.05,5.07,1.88,3.33,3.97,1.46,2.45,3.4,1.29,8.7,1.01,1.08,8.0,1.4,2.63,2.35,1.57,2.05,1.73,1.33,0.0,1.85,1.5,1.5,2.02,1.39,3.41,1.48,8.8,3.38,1.45,2.48,1.62,1.91,2.2,1.56,2.9,1.34,3.5,1.22
ENGLAND 1,2025-05-19,16:00:00,37,Brighton & Hove Albion,Liverpool,3.0,2.5,2.88,3.25,3.85,2.02,1.22,4.0,2.1,1.67,4.5,1.18,1.01,17.0,1.15,5.25,1.53,2.45,1.4,2.75,1.53,1.22,1.5,1.61,2.11,1.61,1.98,3.59,2.15,6.75,1.85,1.19,4.0,1.34,2.9,1.56,2.23,1.9,1.79,2.38,1.5
IRELAND 1,2025-05-19,16:00:00,24,Shamrock Rovers,St Patrick's Athl.,2.32,2.07,4.24,1.87,3.3,3.8,1.44,2.74,3.0,1.33,7.9,1.07,1.06,8.1,1.36,2.9,2.15,1.69,1.91,1.83,1.25,0.0,1.88,2.13,0.88,1.87,1.45,3.32,1.63,6.5,2.85,1.25,2.95,1.49,2.38,1.89,1.77,2.38,1.48,3.1,1.3
CHILE 1,2025-05-19,16:00:00,11,Unión Española,Everton,2.63,2.3,3.75,2.05,3.3,3.5,1.33,3.25,2.63,1.44,6.5,1.11,1.02,10.0,1.17,3.96,1.75,2.05,1.62,2.2,1.3,1.3,1.75,0.75,0.2,1.65,1.28,2.93,1.73,6.75,2.32,1.19,3.85,1.35,2.8,1.6,2.12,1.95,1.71,2.45,1.45
ICELAND 1,2025-05-19,16:15:00,7,Stjarnan,Víkingur Reykjavík,3.7,2.4,2.3,3.3,3.7,1.87,1.19,3.8,2.05,1.75,4.35,1.2,1.01,16.5,1.13,6.2,1.37,2.75,1.4,2.83,1.25,0.0,1.3,2.25,0.5,1.56,1.49,3.05,2.38,9.4,1.73,1.09,5.6,1.13,4.6,1.44,3.22,1.49,2.41,1.82,1.93
