League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Bulgaria First League,2024-12-04,07:30:00,18,Beroe,Botev Vratsa,2.38,1.95,7.0,1.8,3.1,4.5,1.57,2.25,1.1,6.2,1.57,2.25,2.2,1.55,2.5,1.5,1.14,1.26,1.82,1.25,0.5,1.43,0.84,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria First League,2024-12-04,10:00:00,18,Arda,Ludogorets,6.5,2.1,2.25,6.04,4.05,1.53,1.4,2.75,1.05,10.0,1.3,3.35,1.93,1.84,2.2,1.62,2.1,1.18,1.11,2.75,2.71,1.44,1.91,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia SuperLiga,2024-12-04,12:30:00,5,Partizan,Radnički Niš,1.67,2.6,7.5,1.33,5.4,7.6,1.28,3.3,1.03,10.0,1.2,4.33,1.4,2.75,2.15,1.57,1.06,1.13,3.5,1.88,0.88,1.68,1.42,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria First League,2024-12-04,12:30:00,18,Levski Sofia,Lokomotiv Plovdiv,1.8,2.4,9.5,1.26,5.0,9.8,1.36,3.0,1.02,7.3,1.3,3.35,1.73,2.0,2.38,1.53,1.05,1.12,2.6,2.25,1.0,2.3,1.34,3.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Czech Republic First League,2024-12-04,13:30:00,8,Pardubice,Sigma Olomouc,3.5,2.1,2.8,3.42,3.42,2.13,1.37,2.85,1.05,12.75,1.28,3.5,1.92,1.88,1.7,2.1,1.63,1.25,1.36,1.0,1.0,1.21,1.18,2.39,2.12,6.65,2.07,0.0,0.0,1.25,3.42,1.46,2.45,1.77,2.02,2.2,1.64
Czech Republic First League,2024-12-04,13:30:00,8,Dukla Praha,Slovácko,4.04,2.05,2.78,3.08,3.28,2.36,1.44,2.67,1.03,8.0,1.33,2.91,2.09,1.74,1.84,1.92,1.65,1.31,1.32,1.25,1.0,1.24,1.14,2.38,1.95,8.0,2.1,0.0,0.0,0.0,0.0,2.0,0.0,2.05,1.7,0.0,0.0
Czech Republic First League,2024-12-04,13:30:00,8,Jablonec,České Budějovice,1.92,2.5,5.6,1.36,5.2,7.85,1.31,3.28,1.02,10.0,1.17,4.2,1.57,2.33,1.8,1.93,1.09,1.17,2.65,1.86,0.14,1.63,0.9,2.53,1.26,8.5,5.15,0.0,0.0,1.27,3.28,1.49,2.38,1.95,1.85,2.19,1.64
Slovenia PrvaLiga,2024-12-04,13:30:00,16,Bravo,Radomlje,2.63,2.1,4.0,1.81,3.37,4.28,1.4,2.75,1.03,9.0,1.29,3.3,2.05,1.65,1.83,1.83,1.25,1.27,1.72,2.29,0.75,1.46,1.27,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia SuperLiga,2024-12-04,14:30:00,6,Red Star Belgrade,Bačka Topola,1.62,2.75,8.0,1.24,6.4,9.1,1.22,4.0,1.01,17.5,1.11,6.0,1.36,2.9,1.83,1.83,1.04,1.07,3.1,2.71,1.67,2.03,1.48,3.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,1.82,0.0,0.0,0.0,0.0
Netherlands Eredivisie,2024-12-04,16:00:00,5,Ajax,Utrecht,2.2,2.4,4.75,1.7,4.04,4.56,1.3,3.4,1.01,16.5,1.16,4.3,1.68,2.18,1.67,2.1,1.18,1.23,2.24,3.0,2.67,1.82,1.25,3.07,1.53,6.75,2.8,1.25,3.4,1.44,2.55,1.73,1.97,2.14,1.61,2.7,1.38
Czech Republic First League,2024-12-04,16:00:00,8,Bohemians 1905,Hradec Králové,2.75,2.1,4.33,2.17,3.4,3.35,1.44,2.63,1.05,8.0,1.3,3.2,1.95,1.85,1.91,1.91,1.18,1.21,1.75,1.13,0.63,1.51,1.23,2.74,1.46,7.4,3.5,0.0,0.0,1.24,3.48,1.48,2.57,2.0,1.8,2.23,1.62
England Premier League,2024-12-04,16:30:00,14,Everton,Wolverhampton Wanderers,2.63,2.2,4.0,2.27,3.28,3.24,1.4,2.75,1.05,12.0,1.3,3.7,1.9,1.9,1.7,2.05,1.31,1.29,1.81,1.0,0.83,1.42,1.28,2.7,1.5,7.0,2.8,1.21,3.8,1.4,2.7,1.65,2.08,2.0,1.7,2.55,1.43
England Premier League,2024-12-04,16:30:00,14,Manchester City,Nottingham Forest,1.73,2.63,8.0,1.19,6.9,14.5,1.29,3.5,1.02,21.0,1.17,5.4,1.55,2.4,1.95,1.8,1.05,1.13,3.65,2.17,1.83,2.34,1.46,3.8,1.13,10.5,6.1,1.18,4.1,1.3,3.05,1.52,2.33,1.82,1.86,2.23,1.57
England Premier League,2024-12-04,16:30:00,14,Newcastle United,Liverpool,4.0,2.4,2.4,3.8,3.5,1.98,1.29,3.5,1.02,19.0,1.18,5.1,1.81,2.0,1.5,2.5,1.99,1.24,1.28,1.67,2.67,1.25,1.67,2.92,2.8,7.0,1.5,1.15,4.6,1.28,3.3,1.47,2.48,1.73,1.96,2.12,1.63
England Premier League,2024-12-04,16:30:00,14,Southampton,Chelsea,6.0,2.6,1.91,6.1,4.16,1.54,1.25,3.75,1.02,22.0,1.16,5.6,1.6,2.34,1.67,2.1,2.9,1.17,1.1,0.67,2.17,1.08,1.34,2.42,3.05,7.0,1.44,1.16,4.3,1.3,3.05,1.52,2.33,1.82,1.86,2.23,1.56
Austria Bundesliga,2024-12-04,16:30:00,4,Salzburg,Hartberg,1.83,2.6,7.0,1.38,4.7,7.41,1.29,3.5,1.02,17.0,1.17,4.75,1.54,2.26,1.8,1.95,1.06,1.12,3.2,2.0,0.83,2.08,1.15,3.23,1.26,10.0,4.86,0.0,0.0,1.55,2.3,2.0,1.8,2.4,1.5,0.0,0.0
Scotland Premiership,2024-12-04,16:45:00,15,Rangers,Kilmarnock,1.67,2.63,9.0,1.31,4.9,9.4,1.29,3.5,1.02,14.4,1.1,4.85,1.53,2.29,2.0,1.75,1.02,1.09,3.75,2.71,0.88,1.99,1.23,3.22,1.18,9.0,5.1,1.18,4.1,1.34,2.9,1.55,2.25,1.77,1.95,2.32,1.53
England EFL League Two,2024-12-04,16:45:00,18,Bromley,Gillingham,3.1,2.1,3.6,2.15,3.25,3.15,1.39,2.75,1.05,10.0,1.33,3.25,1.95,1.75,1.8,1.95,1.4,1.28,1.6,0.88,1.14,1.4,0.99,2.39,2.0,8.0,2.0,1.25,3.58,1.45,2.55,1.77,1.95,2.21,1.59,2.9,1.36
England EFL League Two,2024-12-04,16:45:00,18,Fleetwood Town,Doncaster Rovers,3.5,2.2,3.0,2.85,3.25,2.3,1.36,3.0,1.04,12.0,1.25,3.75,1.8,1.91,1.62,2.2,1.6,1.25,1.4,1.38,1.75,1.39,1.51,2.9,2.0,8.5,2.0,1.18,4.33,1.31,3.15,1.53,2.33,1.85,1.85,2.36,1.52
Scotland Premiership,2024-12-04,16:45:00,15,Dundee,Motherwell,2.6,2.3,4.0,2.31,3.25,3.02,1.33,3.25,1.02,11.0,1.19,3.68,1.69,2.04,1.57,2.25,1.33,1.25,1.75,1.43,1.5,1.42,1.23,2.65,1.68,6.75,2.4,1.19,4.1,1.34,2.9,1.56,2.23,1.77,1.95,2.33,1.52
England EFL League One,2024-12-04,16:45:00,18,Shrewsbury Town,Blackpool,4.0,2.25,2.63,3.41,3.4,2.07,1.36,3.0,1.03,13.0,1.25,3.75,1.85,1.85,1.67,2.1,1.78,1.25,1.3,0.88,1.11,0.99,1.3,2.29,2.3,6.5,1.74,1.25,3.45,1.43,2.55,1.72,1.98,2.1,1.64,2.65,1.41
