League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
ENGLAND 4,2025-04-21,11:00:00,44,Crewe Alexandra,Milton Keynes Dons,2.75,2.2,4.0,2.01,3.45,3.53,1.4,2.75,2.75,1.4,8.0,1.08,1.06,8.5,1.3,3.35,1.92,1.82,1.73,2.0,1.3,1.25,1.73,1.57,0.86,1.34,1.21,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGLAND 4,2025-04-21,11:00:00,44,Doncaster Rovers,Colchester United,2.38,2.2,5.0,1.74,3.64,4.6,1.4,2.75,3.0,1.36,8.0,1.08,1.06,8.5,1.35,3.1,1.92,1.82,1.83,1.83,1.2,1.25,1.95,1.76,1.38,1.63,1.18,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGLAND 4,2025-04-21,11:00:00,44,Gillingham,AFC Wimbledon,4.0,2.05,2.88,3.41,3.21,2.15,1.44,2.63,3.4,1.3,10.0,1.06,1.09,7.0,1.48,2.65,2.3,1.55,1.83,1.83,1.67,1.28,1.28,1.48,1.24,1.43,1.22,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGLAND 4,2025-04-21,11:00:00,44,Harrogate Town,Fleetwood Town,3.4,2.1,3.2,2.7,3.25,2.55,1.4,2.75,3.0,1.36,8.0,1.08,1.07,8.0,1.4,2.9,1.91,1.79,1.73,2.0,1.45,1.3,1.45,1.48,1.29,1.24,1.3,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGLAND 4,2025-04-21,11:00:00,44,Morecambe,Salford City,3.6,2.1,3.0,3.0,3.3,2.3,1.4,2.75,3.0,1.36,8.0,1.08,1.06,8.5,1.33,3.3,1.94,1.8,1.73,2.0,1.62,1.28,1.35,1.05,1.43,1.41,1.25,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGLAND 4,2025-04-21,11:00:00,44,Swindon Town,Bromley,2.88,2.2,3.6,2.2,3.3,3.2,1.36,3.0,2.75,1.4,7.0,1.1,1.05,9.5,1.25,3.9,1.79,1.95,1.62,2.2,1.25,1.22,1.9,1.62,1.33,1.48,1.26,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGLAND 4,2025-04-21,11:00:00,44,Port Vale,Grimsby Town,2.75,2.2,4.0,2.0,3.41,3.61,1.4,2.75,3.0,1.36,8.0,1.08,1.07,8.0,1.35,3.1,1.91,1.83,1.73,2.0,1.22,1.25,1.83,2.0,1.57,1.45,1.33,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGLAND 2,2025-04-21,11:00:00,44,Cardiff City,Oxford United,2.75,2.0,4.75,1.94,3.18,4.2,1.5,2.5,3.5,1.29,11.0,1.05,1.07,8.0,1.4,2.9,2.25,1.6,2.0,1.73,1.22,1.25,1.9,1.19,0.62,1.53,1.02,2.55,1.39,9.6,3.7,1.18,3.84,1.39,2.67,1.69,2.04,2.05,1.7,2.74,1.35
ENGLAND 2,2025-04-21,11:00:00,44,Hull City,Preston North End,2.6,2.0,5.0,1.91,3.25,4.2,1.53,2.38,3.5,1.29,11.0,1.05,1.08,7.5,1.42,2.8,2.3,1.55,2.1,1.67,1.22,1.28,1.8,0.95,0.76,1.43,1.07,2.5,1.5,9.2,3.14,1.17,3.94,1.37,2.75,1.7,2.05,2.07,1.64,2.7,1.36
ENGLAND 2,2025-04-21,11:00:00,44,Luton Town,Bristol City,3.25,2.05,3.5,2.49,3.23,2.79,1.44,2.63,3.25,1.33,10.0,1.06,1.07,8.0,1.38,2.95,2.05,1.7,1.83,1.83,1.4,1.28,1.53,1.33,1.05,1.51,1.25,2.76,1.75,6.8,2.67,1.15,4.3,1.31,2.92,1.57,2.19,1.91,1.8,2.54,1.43
ENGLAND 2,2025-04-21,11:00:00,44,Millwall,Norwich City,3.0,2.0,4.0,2.25,3.3,3.1,1.5,2.5,3.4,1.3,10.0,1.06,1.08,7.5,1.4,2.88,2.25,1.6,2.0,1.73,1.33,1.28,1.62,1.62,0.86,1.38,1.14,2.52,1.74,6.8,2.69,1.18,3.86,1.38,2.71,1.7,2.05,2.11,1.62,2.74,1.35
ENGLAND 4,2025-04-21,11:00:00,44,Notts County,Cheltenham Town,2.05,2.25,6.5,1.5,4.0,6.5,1.4,2.75,2.75,1.4,8.0,1.08,1.04,10.0,1.2,4.33,1.85,1.89,2.0,1.73,1.12,1.17,2.5,1.67,1.0,1.68,1.12,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGLAND 2,2025-04-21,11:00:00,44,Portsmouth,Watford,3.0,2.0,4.0,2.4,3.4,2.8,1.5,2.5,3.4,1.3,10.0,1.06,1.06,8.5,1.36,3.1,2.15,1.61,2.0,1.73,1.3,1.25,1.7,1.71,0.81,1.53,1.26,2.79,1.64,9.0,2.68,1.13,4.5,1.28,3.05,1.53,2.28,1.91,1.8,2.42,1.47
ENGLAND 4,2025-04-21,11:00:00,44,Chesterfield,Bradford City,3.25,2.1,3.2,2.64,3.32,2.56,1.4,2.75,3.0,1.36,8.0,1.08,1.06,8.5,1.35,3.1,1.92,1.82,1.73,2.0,1.36,1.28,1.57,1.71,1.05,1.74,1.32,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGLAND 2,2025-04-21,11:00:00,44,Plymouth Argyle,Coventry City,4.33,2.3,2.4,4.3,3.58,1.79,1.33,3.25,2.63,1.44,6.5,1.11,1.05,9.5,1.25,3.8,1.7,2.05,1.67,2.1,2.0,1.22,1.22,1.48,1.14,1.3,1.25,2.55,3.2,9.5,1.48,1.12,4.7,1.26,3.22,1.5,2.35,1.75,1.95,2.34,1.5
ENGLAND 2,2025-04-21,11:00:00,44,Leeds United,Stoke City,1.73,2.5,11.0,1.24,5.6,12.0,1.36,3.0,2.63,1.44,7.0,1.1,1.03,11.0,1.22,4.2,1.79,1.95,2.5,1.5,1.05,1.13,3.6,2.48,0.81,1.95,1.14,3.09,1.1,17.0,6.5,1.12,4.75,1.26,3.22,1.49,2.38,1.91,1.8,2.3,1.52
ENGLAND 2,2025-04-21,11:00:00,44,Queens Park Rangers,Swansea City,3.1,2.0,3.75,2.3,3.5,2.87,1.5,2.5,3.4,1.3,10.0,1.06,1.08,7.5,1.42,2.8,2.15,1.61,1.91,1.8,1.4,1.28,1.55,1.38,1.05,1.6,1.15,2.75,1.92,6.6,2.38,1.18,3.9,1.37,2.75,1.68,2.06,1.95,1.75,2.74,1.35
ENGLAND 2,2025-04-21,11:00:00,44,Sunderland,Blackburn Rovers,2.1,2.2,6.5,1.53,4.3,5.5,1.44,2.63,3.25,1.33,9.0,1.07,1.06,8.5,1.35,3.1,2.0,1.75,2.2,1.62,1.18,1.22,2.05,2.05,1.05,1.66,1.05,2.71,1.47,9.4,3.26,1.16,4.1,1.33,2.83,1.75,1.95,2.03,1.7,2.64,1.4
ENGLAND 3,2025-04-21,11:00:00,44,Burton Albion,Birmingham City,5.0,2.3,2.2,5.7,4.5,1.49,1.36,3.0,2.63,1.44,7.0,1.1,1.05,9.5,1.28,3.55,1.85,1.89,1.8,1.95,1.95,1.22,1.22,1.0,2.0,1.2,1.22,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGLAND 3,2025-04-21,11:00:00,44,Barnsley,Peterborough United,2.63,2.38,3.5,2.15,3.39,3.23,1.29,3.5,2.25,1.57,5.5,1.14,1.01,17.0,1.15,5.25,1.61,2.13,1.5,2.5,1.38,1.22,1.65,1.19,0.95,1.65,1.26,2.91,1.68,7.0,2.81,1.15,4.4,1.28,3.08,1.52,2.3,1.85,1.85,2.4,1.48
ENGLAND 3,2025-04-21,11:00:00,44,Blackpool,Wrexham,3.2,2.2,3.25,2.58,3.23,2.68,1.4,2.75,2.75,1.4,8.0,1.08,1.06,8.5,1.33,3.3,1.85,1.89,1.7,2.05,1.45,1.25,1.48,1.45,1.57,1.59,1.25,2.84,2.02,6.5,2.25,1.23,3.42,1.47,2.42,1.8,1.91,2.32,1.51,3.08,1.28
ENGLAND 3,2025-04-21,11:00:00,44,Bristol Rovers,Stevenage,3.6,2.1,3.0,3.09,3.23,2.29,1.44,2.63,3.0,1.36,9.0,1.07,1.07,8.0,1.38,2.95,1.95,1.79,1.8,1.95,1.4,1.28,1.53,1.48,1.0,1.26,1.16,2.42,2.38,6.6,1.92,1.18,3.9,1.37,2.75,1.7,2.05,2.05,1.7,2.7,1.36
ENGLAND 3,2025-04-21,11:00:00,44,Cambridge United,Leyton Orient,3.75,2.1,3.0,3.18,3.23,2.24,1.44,2.63,3.0,1.36,9.0,1.07,1.06,8.5,1.3,3.35,1.95,1.79,1.8,1.95,1.73,1.25,1.28,1.0,1.52,1.32,1.14,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGLAND 3,2025-04-21,11:00:00,44,Wigan Athletic,Rotherham United,3.2,1.95,4.0,2.28,3.27,3.07,1.53,2.38,3.5,1.29,11.0,1.05,1.08,7.5,1.44,2.75,2.3,1.55,2.05,1.7,1.38,1.28,1.55,1.14,0.95,1.19,1.37,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGLAND 2,2025-04-21,11:00:00,44,West Bromwich Albion,Derby County,2.25,2.1,6.0,1.61,4.0,5.0,1.44,2.63,3.25,1.33,9.0,1.07,1.08,7.5,1.45,2.7,2.05,1.7,2.1,1.67,1.25,1.25,1.8,1.81,0.57,1.56,1.1,2.66,1.53,9.4,2.99,1.15,4.25,1.33,2.93,1.6,2.19,1.85,1.85,2.52,1.41
ENGLAND 3,2025-04-21,11:00:00,44,Mansfield Town,Reading,2.88,2.2,3.6,2.25,3.3,3.1,1.4,2.75,2.75,1.4,8.0,1.08,1.05,9.5,1.28,3.6,1.85,1.89,1.7,2.05,1.3,1.25,1.7,1.1,1.1,1.5,1.27,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGLAND 3,2025-04-21,11:00:00,44,Northampton Town,Shrewsbury Town,2.5,2.1,4.75,1.98,3.35,3.75,1.44,2.63,3.0,1.36,9.0,1.07,1.06,8.5,1.36,3.1,1.95,1.79,1.91,1.91,1.13,1.2,2.25,1.14,0.57,1.26,0.95,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGLAND 3,2025-04-21,11:00:00,44,Stockport County,Huddersfield Town,2.6,2.1,4.75,2.14,3.27,3.37,1.44,2.63,3.25,1.33,9.0,1.07,1.06,8.5,1.36,3.1,2.05,1.7,1.95,1.8,1.2,1.25,1.95,2.19,1.43,1.58,1.35,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGLAND 2,2025-04-21,11:00:00,44,Sheffield Wednesday,Middlesbrough,3.6,2.05,3.25,2.62,3.25,2.62,1.5,2.5,3.4,1.3,10.0,1.06,1.05,9.0,1.3,3.45,1.87,1.87,1.83,1.83,1.6,1.25,1.35,1.05,1.19,1.5,1.48,2.98,1.74,6.85,2.68,1.12,4.65,1.27,3.14,1.52,2.3,1.91,1.8,2.4,1.48
ENGLAND 3,2025-04-21,11:00:00,44,Crawley Town,Exeter City,3.1,2.2,3.4,2.39,3.58,2.69,1.4,2.75,2.75,1.4,8.0,1.08,1.05,9.5,1.28,3.65,1.89,1.85,1.75,2.0,1.35,1.25,1.67,1.0,1.24,1.17,0.95,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGLAND 3,2025-04-21,11:00:00,44,Wycombe Wanderers,Charlton Athletic,2.88,2.05,4.0,2.16,3.21,3.37,1.5,2.5,3.4,1.3,10.0,1.06,1.07,8.0,1.4,2.9,2.15,1.61,1.95,1.8,1.25,1.28,1.77,2.0,1.48,1.56,1.33,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENMARK 1,2025-04-21,11:00:00,5,Brøndby,Randers,2.05,2.35,4.7,1.66,4.2,4.33,1.29,3.3,2.35,1.52,5.0,1.13,1.01,10.5,1.17,4.0,1.53,2.25,1.62,2.2,1.25,1.2,2.1,1.65,1.58,1.75,1.37,3.12,1.58,6.75,2.91,1.2,3.85,1.38,2.84,1.82,2.16,2.03,1.73,2.53,1.46
ENGLAND 3,2025-04-21,11:00:00,44,Lincoln City,Bolton Wanderers,3.4,2.2,3.1,2.62,3.25,2.62,1.4,2.75,2.75,1.4,8.0,1.08,1.06,8.5,1.35,3.1,1.85,1.89,1.7,2.05,1.62,1.28,1.35,1.57,1.43,1.46,1.21,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWITZERLAND 1,2025-04-21,11:30:00,33,Servette,Luzern,2.38,2.38,4.33,1.8,3.85,3.92,1.3,3.4,2.38,1.53,6.0,1.13,1.04,10.0,1.2,4.33,1.57,2.15,1.57,2.25,1.22,1.2,1.93,1.73,1.25,1.94,1.64,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWITZERLAND 2,2025-04-21,11:30:00,31,Thun,Wil,2.35,2.25,4.5,1.69,3.93,4.5,1.3,3.1,2.46,1.53,5.8,1.12,1.04,12.0,1.15,4.0,1.65,2.05,1.68,2.16,1.25,1.2,2.18,2.2,1.4,1.72,1.41,3.13,1.4,8.6,3.54,1.37,2.66,1.7,1.98,2.15,1.63,2.92,1.31,0.0,0.0
SWITZERLAND 1,2025-04-21,11:30:00,33,Lausanne Sport,Lugano,3.1,2.2,3.4,2.47,3.21,2.83,1.4,2.75,2.75,1.4,8.0,1.08,1.05,9.0,1.3,3.45,1.89,1.85,1.67,2.1,1.38,1.25,1.57,1.81,1.2,1.84,1.55,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWITZERLAND 1,2025-04-21,11:30:00,33,Basel,Yverdon Sport,1.91,2.63,5.5,1.43,4.9,6.0,1.25,3.75,2.2,1.62,5.0,1.17,1.01,17.0,1.12,5.75,1.46,2.6,1.62,2.2,1.12,1.13,2.65,2.0,0.75,1.86,1.27,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
