League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
CROATIA 1,2025-04-22,12:00:00,31,Slaven Koprivnica,Varaždin,2.94,2.0,4.05,2.15,3.0,3.3,1.49,2.4,3.3,1.28,9.5,1.04,1.1,6.49,1.45,2.63,2.49,1.53,2.05,1.75,1.36,1.3,1.65,1.53,0.87,1.49,1.32,2.81,1.6,7.7,2.71,1.5,2.4,1.8,1.91,2.65,1.57,2.92,1.33,4.0,1.2
ESTONIA 1,2025-04-22,12:00:00,9,Tammeka,Kuressaare,2.81,2.23,3.15,2.09,3.6,3.18,1.3,3.2,2.18,1.58,4.8,1.07,1.01,10.5,1.16,4.2,1.53,2.25,1.53,2.3,1.3,1.26,1.53,0.0,0.75,1.17,0.86,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESTONIA 1,2025-04-22,12:00:00,9,Nõmme Kalju,Tallinna Kalev,1.3,3.16,12.0,1.24,6.4,9.2,1.15,4.1,1.85,1.91,3.55,1.25,1.01,26.0,1.05,7.5,1.32,3.09,1.95,1.72,1.03,1.07,6.0,1.33,0.25,2.31,1.43,3.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERBIA 1,2025-04-22,12:00:00,2,Radnički Niš,IMT Novi Beograd,2.9,2.2,3.3,2.45,3.25,2.82,1.35,3.0,2.7,1.44,7.0,1.1,1.02,8.3,1.24,3.34,1.85,1.89,1.67,2.15,1.4,1.36,1.53,1.4,1.13,1.61,1.5,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.0,0.0,0.0,0.0,0.0
FINLAND 1,2025-04-22,13:00:00,3,HJK,Gnistan,1.7,2.37,6.0,1.44,4.5,6.5,1.3,2.98,2.25,1.55,5.5,1.1,1.0,13.0,1.16,4.5,1.57,2.15,1.7,2.05,1.22,1.15,2.7,0.0,0.0,0.0,1.32,1.32,1.33,10.25,3.55,1.14,3.95,1.37,2.83,1.63,2.2,1.99,1.76,2.5,1.48
ESTONIA 1,2025-04-22,13:00:00,9,Tallinna FC Flora,Harju Jalgpallikool,1.67,2.58,7.47,1.32,5.5,7.8,1.22,3.7,1.97,1.7,3.9,1.2,1.03,15.0,1.14,5.0,1.45,2.56,1.75,2.0,1.11,1.14,3.08,1.75,1.0,1.77,1.24,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUSTRIA 1,2025-04-22,13:30:00,5,Wattens,Rheindorf Altach,3.1,2.05,3.6,2.38,3.18,2.98,1.44,2.63,3.25,1.33,10.0,1.06,1.03,7.3,1.34,2.88,2.0,1.65,1.8,1.95,1.45,1.3,1.45,0.92,0.85,1.17,1.12,2.29,2.23,6.25,2.06,1.36,2.78,1.7,2.05,2.05,1.7,2.83,1.33,4.0,1.17
AUSTRIA 1,2025-04-22,13:30:00,5,Grazer AK,Hartberg,3.4,2.1,3.1,2.77,3.36,2.43,1.4,2.75,3.0,1.36,8.0,1.08,1.0,10.2,1.22,3.64,1.89,1.85,1.7,2.05,1.53,1.25,1.42,0.85,1.08,1.32,1.15,2.47,2.16,6.4,2.11,1.28,3.08,1.54,2.25,1.95,1.77,2.54,1.43,3.42,1.23
SERBIA 1,2025-04-22,13:30:00,2,Tekstilac Odžaci,Železničar Pančevo,3.5,2.05,3.0,3.02,3.05,2.44,1.44,2.62,3.1,1.33,9.0,1.06,1.08,7.5,1.4,2.88,2.1,1.6,1.85,1.85,1.5,1.4,1.36,1.13,1.2,1.24,1.18,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLAND 1,2025-04-22,14:00:00,29,Stal Mielec,Górnik Zabrze,3.3,2.13,3.0,2.65,3.38,2.52,1.33,3.0,2.65,1.42,6.1,1.09,1.03,9.0,1.25,3.75,1.82,1.88,1.67,2.1,1.33,1.28,1.44,1.36,1.21,1.6,1.43,3.03,1.9,7.8,2.35,1.22,3.6,1.42,2.62,1.83,2.1,2.1,1.67,2.62,1.42
SPAIN 1,2025-04-22,14:00:00,33,Valencia CF,RCD Espanyol,2.38,2.1,5.5,1.7,3.5,5.25,1.44,2.63,3.25,1.33,9.0,1.07,1.06,8.5,1.35,3.1,2.1,1.73,1.95,1.8,1.17,1.22,2.1,1.69,0.73,1.39,0.87,2.26,1.32,9.7,4.4,1.36,2.79,1.67,2.08,2.1,1.67,2.78,1.34,3.9,1.18
SWEDEN 2,2025-04-22,14:00:00,4,Helsingborg,Västerås SK,3.0,2.15,3.1,2.63,3.38,2.53,1.36,2.9,2.65,1.42,7.3,1.03,1.01,11.5,1.25,3.55,1.98,1.77,1.65,2.05,1.45,1.25,1.5,0.0,3.0,1.44,1.78,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,1.82,0.0,0.0
DENMARK 1,2025-04-22,14:00:00,5,Nordsjælland,Midtjylland,2.9,2.39,3.19,2.44,3.92,2.47,1.25,3.4,2.25,1.56,4.6,1.17,1.03,17.0,1.16,5.0,1.56,2.33,1.45,2.84,1.23,1.22,1.57,1.5,1.88,1.64,1.72,3.36,2.02,6.55,2.14,1.23,3.55,1.44,2.58,1.93,2.03,2.16,1.65,2.72,1.4
CROATIA 1,2025-04-22,14:15:00,31,Lokomotiva Zagreb,Šibenik,2.25,2.02,5.26,1.7,3.66,4.2,1.41,2.8,2.94,1.33,6.95,1.07,1.02,8.0,1.3,2.93,2.0,1.73,1.91,1.7,1.3,1.22,2.07,1.2,0.67,1.55,1.03,2.58,1.39,8.0,4.06,1.24,3.2,1.47,2.4,1.85,1.91,2.25,1.57,2.9,1.36
BELGIUM 1,2025-04-22,15:30:00,5,Standard Liège,OH Leuven,2.85,2.05,3.55,2.3,3.17,3.12,1.4,2.7,2.8,1.38,8.0,1.07,1.02,8.5,1.33,3.19,2.0,1.7,1.77,1.9,1.35,1.28,1.57,1.59,0.65,1.27,1.21,2.48,1.79,8.7,2.38,1.19,3.78,1.4,2.64,1.77,1.95,2.14,1.6,2.83,1.33
BELGIUM 1,2025-04-22,15:30:00,5,KV Mechelen,KVC Westerlo,2.35,2.3,3.85,2.05,3.68,3.23,1.28,3.4,2.2,1.6,5.0,1.17,1.02,14.0,1.17,5.04,1.52,2.43,1.48,2.4,1.28,1.22,1.85,1.59,0.94,1.63,1.55,3.18,1.61,8.9,2.78,1.18,3.9,1.37,2.75,1.7,2.05,2.09,1.63,2.7,1.36
BELGIUM 1,2025-04-22,15:30:00,5,FCV Dender EH,Sporting Charleroi,3.5,2.05,2.85,3.01,3.3,2.3,1.38,2.8,2.65,1.42,7.1,1.04,1.06,8.5,1.28,3.81,1.87,1.87,1.67,2.05,1.57,1.28,1.36,1.24,1.0,1.21,1.47,2.68,2.17,8.4,1.95,1.25,3.28,1.49,2.38,1.85,1.85,2.42,1.47,3.2,1.26
