League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
Friendly Matches,2024-12-23,15:00:00,Botafogo PB,Retro FC Brasil,2.06,2.28,3.7,4.7,3.05,3.9,1.69,1.91,2.08,2.46,1.93,2.18,1.85,2.08,5.1,23.0,4.5,80.0,10.5,120.0,9.6,900.0,3.5,55.0,3.6,42.0,6.6,90.0,9.6,190.0,4.1,65.0,4.0,60.0,9.4,85.0,9.6,500.0,9.6,120.0,9.6,130.0,17.0,180.0,20.0,580.0,5.4,60.0,2.48,360.0,8.2,1000.0,33885893,5310328.0,25275775.0,58805.0,1.237497472,1.237497517,1.237497556,1.237497481,2.84,3.1,1.48,1.58,1.02,26.0,1.06,1.3,3.05,3.75,1.36,1.49,1.28,1.34,1.75,1.95,1.39,1.49,1.237497473,1.237497475,1.237497476,1.23749752
Israeli Premier League,2024-12-23,15:00:00,Beitar Jerusalem,Ironi Tiberias,1.38,1.43,8.0,11.0,5.0,6.4,2.26,2.42,1.71,1.79,1.92,2.24,1.8,2.08,4.5,26.0,3.2,36.0,5.2,100.0,2.32,1000.0,7.8,9.8,9.8,14.0,3.25,38.0,3.45,1000.0,7.4,9.4,8.8,12.5,4.7,32.0,3.45,1000.0,9.6,13.0,12.5,19.0,4.9,44.0,3.45,1000.0,3.05,6.8,1.85,1000.0,1.87,1000.0,33887498,1169738.0,6064987.0,58805.0,1.23752745,1.237527495,1.237527534,1.237527459,3.65,3.9,1.34,1.38,1.16,1000.0,1.04,1.06,4.6,5.3,1.24,1.28,1.1,1.15,3.25,3.65,1.2,1.24,1.237527451,1.237527453,1.237527454,1.237527498
Romanian Liga I,2024-12-23,15:00:00,Poli Iasi,FCSB,6.8,7.8,1.6,1.61,4.0,4.3,1.83,1.9,2.1,2.2,2.08,2.26,1.8,1.91,11.5,13.5,6.6,7.6,7.8,8.8,13.0,15.0,18.5,21.0,8.4,9.0,9.4,9.8,17.0,18.5,27.0,60.0,23.0,28.0,22.0,27.0,40.0,48.0,15.0,240.0,50.0,400.0,50.0,130.0,42.0,200.0,15.0,180.0,9.6,11.5,16.0,1000.0,33871451,1557385.0,12819357.0,58805.0,1.237264246,1.237264291,1.23726433,1.237264255,3.05,3.25,1.45,1.48,11.0,13.5,1.08,1.1,3.5,3.75,1.37,1.4,2.6,2.68,1.15,1.17,1.31,1.34,1.237264247,1.237264249,1.23726425,1.237264294
Friendly Matches,2024-12-23,15:15:00,Campinense,Afogados Ingazeira,1.94,2.18,3.2,32.0,3.5,5.7,1.8,2.6,1.63,2.24,1.69,2.04,1.95,2.38,2.6,80.0,1.24,110.0,1.25,150.0,1.25,900.0,1.22,44.0,4.1,42.0,2.6,110.0,1.25,230.0,1.23,50.0,1.22,46.0,1.23,60.0,1.26,850.0,1.24,180.0,1.24,100.0,1.25,340.0,1.25,580.0,1.55,60.0,1.55,240.0,1.26,920.0,33886716,4046968.0,16870628.0,58805.0,1.237504796,1.237504841,1.23750488,1.237504805,1.01,1000.0,1.01,1.44,2.58,21.0,1.05,1.64,2.58,8.8,1.13,1.64,1.28,1.35,1.94,2.16,1.32,1.38,1.237504797,1.237504799,1.2375048,1.237504844
Friendly Matches,2024-12-23,15:30:00,ABC RN,Forca e Luz,1.16,1.43,8.2,40.0,5.6,19.0,2.2,12.5,1.09,1.84,1.81,2.26,1.79,2.22,9.6,250.0,9.6,180.0,9.6,1000.0,18.5,1000.0,4.5,1000.0,8.2,1000.0,9.6,1000.0,15.0,1000.0,3.4,60.0,3.9,160.0,9.6,1000.0,9.6,1000.0,3.8,180.0,4.0,1000.0,9.6,1000.0,17.5,1000.0,1.04,55.0,15.0,900.0,1.11,1000.0,33886459,5330507.0,17499628.0,58805.0,1.237502367,1.237502412,1.237502451,1.237502376,1.01,1000.0,1.01,1.28,1.02,1000.0,1.01,1.06,2.2,12.5,1.09,1.84,1.02,1.14,3.3,13.0,1.05,1.22,1.237502368,1.23750237,1.237502371,1.237502415
Portuguese Primeira Liga,2024-12-23,15:45:00,Guimaraes,CD Nacional Funchal,1.45,1.46,9.2,9.8,4.8,4.9,2.02,2.06,1.94,1.97,2.2,2.28,1.79,1.84,14.5,16.5,25.0,28.0,40.0,80.0,19.5,360.0,6.8,7.6,9.8,10.5,30.0,34.0,50.0,160.0,7.2,7.6,9.6,10.0,27.0,29.0,44.0,150.0,11.0,12.0,15.0,16.5,38.0,42.0,28.0,190.0,7.4,8.0,19.5,230.0,21.0,1000.0,33873575,50085.0,22012893.0,58805.0,1.237304524,1.237304534,1.237304523,1.237304533,3.35,3.5,1.4,1.42,14.0,15.5,1.07,1.08,4.0,4.2,1.31,1.33,1.11,1.12,3.15,3.25,1.25,1.27,1.237304515,1.237304527,1.237304528,1.237304538
Portuguese Primeira Liga,2024-12-23,15:45:00,Benfica,Estoril Praia,1.13,1.14,30.0,34.0,11.5,12.0,3.5,3.65,1.38,1.4,2.44,2.5,1.67,1.7,36.0,44.0,16.5,120.0,90.0,390.0,16.0,1000.0,11.0,14.0,22.0,32.0,32.0,130.0,80.0,1000.0,7.2,8.4,12.5,15.0,42.0,75.0,15.0,490.0,7.2,7.8,12.0,14.5,40.0,55.0,14.5,360.0,2.54,2.68,15.0,1000.0,16.0,1000.0,33870969,48783.0,8942696.0,58805.0,1.237253985,1.237253995,1.237253984,1.237253994,5.0,5.3,1.23,1.25,38.0,44.0,1.02,1.03,8.8,9.4,1.12,1.13,1.03,1.04,8.2,8.8,1.09,1.1,1.237253976,1.237253988,1.237253989,1.237253999
Dutch Eerste Divisie,2024-12-23,16:00:00,Jong Ajax Amsterdam,Roda JC,3.05,3.2,2.22,2.3,4.1,4.3,2.84,2.94,1.52,1.54,1.5,1.54,2.86,3.05,24.0,27.0,16.0,17.0,17.0,19.0,27.0,32.0,18.5,21.0,9.6,11.0,10.5,11.5,18.0,20.0,24.0,28.0,13.0,14.0,13.0,14.5,22.0,25.0,44.0,55.0,25.0,28.0,27.0,32.0,29.0,50.0,14.5,16.5,9.0,10.0,16.5,850.0,33873330,10698710.0,50331.0,58805.0,1.237303005,1.23730305,1.237303089,1.237303014,4.3,4.5,1.28,1.3,22.0,36.0,1.03,1.04,6.4,7.4,1.16,1.19,1.76,1.82,1.45,1.49,1.3,1.33,1.237303006,1.237303008,1.237303009,1.237303053
Bolivian Liga de Futbol Profesional,2024-12-23,16:00:00,CDT Real Oruro,Royal Pari,1.5,1.61,5.3,6.4,4.8,5.8,2.86,3.4,1.42,1.54,1.58,1.71,2.42,2.74,2.6,90.0,4.7,150.0,7.0,800.0,4.7,300.0,6.8,90.0,3.55,42.0,4.2,200.0,7.0,430.0,5.3,40.0,5.0,40.0,3.75,300.0,7.4,210.0,7.8,180.0,5.7,70.0,4.1,95.0,3.65,160.0,4.3,15.0,4.2,55.0,3.8,1000.0,33885807,57257944.0,16922830.0,58805.0,1.237492702,1.237492747,1.237492786,1.237492711,4.4,5.0,1.25,1.29,6.2,55.0,1.03,1.05,4.3,55.0,1.12,1.19,1.19,1.23,2.62,2.98,1.21,1.24,1.237492703,1.237492705,1.237492706,1.23749275
Italian Serie C,2024-12-23,16:30:00,Trapani,Foggia,1.73,1.79,5.3,6.4,3.85,4.2,1.89,2.1,1.9,2.14,1.87,2.04,1.96,2.14,8.0,38.0,9.0,65.0,17.5,180.0,5.7,900.0,7.4,460.0,7.2,14.0,8.8,48.0,6.0,350.0,4.8,440.0,5.0,40.0,10.0,90.0,6.0,350.0,8.2,180.0,8.4,65.0,17.0,160.0,13.0,580.0,9.0,55.0,8.2,110.0,8.8,1000.0,33875188,4893594.0,522053.0,58805.0,1.237330094,1.237330139,1.237330178,1.237330103,3.15,3.45,1.41,1.45,5.0,21.0,1.06,1.09,3.75,4.4,1.3,1.37,1.21,1.23,2.24,2.36,1.33,1.35,1.237330095,1.237330097,1.237330098,1.237330142
Italian Serie A,2024-12-23,16:45:00,Inter,Como,1.33,1.34,12.0,12.5,5.9,6.0,2.46,2.48,1.68,1.69,2.1,2.16,1.87,1.9,21.0,22.0,38.0,42.0,95.0,120.0,110.0,480.0,8.4,8.6,12.5,13.0,42.0,44.0,140.0,190.0,7.6,8.0,9.6,10.0,30.0,32.0,120.0,150.0,9.8,10.5,13.0,13.5,32.0,34.0,130.0,170.0,4.9,5.0,65.0,230.0,500.0,1000.0,33853782,63347.0,60298.0,58805.0,1.236994362,1.236994346,1.236994361,1.236994371,3.9,4.1,1.32,1.35,22.0,23.0,1.04,1.05,5.2,5.4,1.22,1.24,1.08,1.1,3.95,4.1,1.2,1.21,1.236994364,1.236994366,1.236994367,1.236994349
English League 1,2024-12-23,17:00:00,Crawley Town,Birmingham,9.6,10.5,1.38,1.39,5.5,5.8,2.54,2.6,1.63,1.65,1.96,2.0,2.0,2.04,21.0,23.0,9.2,10.0,8.4,8.6,10.5,11.5,30.0,36.0,11.5,13.0,9.6,10.5,13.0,14.0,75.0,150.0,30.0,36.0,23.0,27.0,28.0,32.0,19.5,330.0,90.0,140.0,85.0,130.0,100.0,130.0,120.0,150.0,4.8,5.2,310.0,1000.0,33868418,266068.0,48759.0,58805.0,1.237215912,1.237215957,1.237215996,1.237215921,3.95,4.1,1.33,1.34,21.0,26.0,1.04,1.05,5.5,5.9,1.2,1.22,3.55,3.65,1.1,1.12,1.21,1.23,1.237215913,1.237215915,1.237215916,1.23721596
Portuguese Primeira Liga,2024-12-23,17:45:00,Club Football Estrela,Rio Ave,2.52,2.56,3.2,3.25,3.35,3.45,1.83,1.86,2.16,2.2,1.83,1.88,2.14,2.22,11.5,12.5,11.0,11.5,19.5,23.0,50.0,65.0,9.0,9.8,7.0,7.2,12.5,14.0,34.0,40.0,14.5,15.0,10.5,11.5,17.0,19.0,46.0,55.0,32.0,36.0,26.0,28.0,40.0,44.0,75.0,120.0,22.0,25.0,34.0,40.0,18.5,1000.0,33873578,36362918.0,495321.0,58805.0,1.237304416,1.237304426,1.237304415,1.237304425,2.98,3.15,1.47,1.51,11.0,12.0,1.09,1.1,3.5,3.65,1.38,1.4,1.44,1.46,1.64,1.66,1.4,1.43,1.237304407,1.237304419,1.23730442,1.23730443
Friendly Matches,2024-12-23,19:00:00,Asa AL,Falcon FC,1.54,2.44,2.48,44.0,3.2,7.0,1.17,110.0,1.04,7.8,1.01,1000.0,1.01,1000.0,2.6,1000.0,1.13,1000.0,1.13,1000.0,1.13,1000.0,1.1,42.0,1.1,42.0,1.13,1000.0,1.13,1000.0,1.1,50.0,1.1,44.0,1.13,1000.0,1.13,1000.0,1.11,95.0,1.11,95.0,1.13,1000.0,1.12,580.0,1.13,1000.0,1.55,1000.0,1.13,1000.0,33886257,14163857.0,37287685.0,58805.0,1.237497562,1.237497607,1.237497646,1.237497571,1.01,1000.0,1.01,1000.0,1.17,1000.0,1.02,7.0,1.17,110.0,1.04,7.8,1.11,1.42,1.69,3.75,1.2,1.41,1.237497563,1.237497565,1.237497566,1.23749761
Friendly Matches,2024-12-23,20:00:00,Itabaiana,Coruripe,1.7,2.52,2.78,44.0,3.4,7.0,1.74,2.4,1.71,2.34,1.01,1000.0,1.01,1000.0,2.6,1000.0,1.26,100.0,1.27,140.0,1.28,1000.0,1.22,29.0,1.2,42.0,1.26,100.0,1.28,1000.0,1.24,48.0,1.24,40.0,1.25,60.0,1.28,1000.0,1.27,180.0,1.25,70.0,1.28,1000.0,1.27,580.0,1.55,55.0,1.55,1000.0,1.28,1000.0,33886259,7160954.0,6219168.0,58805.0,1.237497652,1.237497697,1.237497736,1.237497661,1.01,1000.0,1.33,1000.0,2.4,1000.0,1.02,1.71,2.4,110.0,1.04,1.71,1.11,1.57,1.65,2.42,1.2,1.39,1.237497653,1.237497655,1.237497656,1.2374977
