League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
Australian A-League Men,2024-12-27,05:35:00,Adelaide United,Western Sydney Wanderers,1.75,1.77,4.3,4.5,4.9,5.1,3.4,3.65,1.38,1.42,1.46,1.52,2.94,3.2,32.0,40.0,26.0,34.0,40.0,44.0,15.0,95.0,15.5,19.0,11.5,13.0,17.5,18.5,36.0,40.0,15.0,17.0,10.0,11.0,14.0,15.5,30.0,36.0,20.0,21.0,14.0,15.5,19.0,21.0,40.0,48.0,5.2,5.6,20.0,23.0,16.5,250.0,33869918,571273.0,6480414.0,58805.0,1.237252778,1.237252782,1.237252857,1.237252779,4.2,6.6,1.18,1.27,26.0,55.0,1.02,1.04,7.8,10.5,1.11,1.14,1.28,1.31,2.28,2.36,1.25,1.26,1.237252862,1.237252864,1.23725278,1.237252781
Australian A-League Men,2024-12-27,08:45:00,Perth Glory,Macarthur FC,4.0,4.2,1.86,1.89,4.4,4.6,2.68,2.84,1.55,1.59,1.53,1.64,2.56,2.9,20.0,26.0,12.5,14.5,13.0,14.5,19.5,22.0,22.0,24.0,9.8,11.0,9.8,11.0,15.0,17.0,32.0,36.0,15.5,17.5,14.5,16.5,22.0,25.0,12.0,85.0,36.0,42.0,36.0,40.0,50.0,65.0,24.0,28.0,7.2,8.0,13.5,460.0,33869923,370132.0,36700739.0,58805.0,1.237252883,1.237252887,1.237252962,1.237252884,3.6,4.7,1.27,1.38,17.5,26.0,1.04,1.05,4.6,7.8,1.15,1.21,2.12,2.18,1.31,1.33,1.27,1.3,1.237252967,1.237252969,1.237252885,1.237252886
Belgian First Division A,2024-12-27,14:30:00,Oud-Heverlee Leuven,KFCO Beerschot Wilrijk,1.71,1.73,5.4,5.7,4.1,4.3,2.12,2.14,1.88,1.89,1.85,1.93,2.06,2.18,15.0,17.0,18.0,20.0,38.0,44.0,44.0,140.0,8.6,9.2,8.4,9.0,19.5,21.0,60.0,70.0,9.8,10.5,9.0,9.6,18.5,20.0,60.0,75.0,15.5,17.5,16.0,17.0,30.0,34.0,80.0,110.0,9.0,9.8,65.0,85.0,19.5,1000.0,33886778,1311877.0,13734279.0,58805.0,1.237505268,1.237505278,1.237505267,1.237505277,3.45,3.55,1.39,1.41,15.0,18.0,1.06,1.07,4.3,4.5,1.29,1.31,1.21,1.23,2.36,2.42,1.3,1.33,1.237505259,1.237505271,1.237505272,1.237505282
English Premier League,2024-12-27,16:30:00,Brighton,Brentford,1.67,1.68,5.3,5.4,4.7,4.8,3.0,3.05,1.48,1.49,1.55,1.57,2.76,2.82,28.0,29.0,28.0,29.0,44.0,46.0,100.0,110.0,14.0,14.5,10.0,11.0,19.0,19.5,48.0,50.0,12.5,13.0,9.8,10.0,15.5,16.0,40.0,44.0,17.0,17.5,13.5,14.0,22.0,24.0,48.0,55.0,5.8,5.9,36.0,40.0,240.0,310.0,33868491,18567.0,78864.0,58805.0,1.23721738,1.237217319,1.237217379,1.23721739,4.6,4.9,1.26,1.28,28.0,30.0,1.03,1.04,7.0,7.4,1.16,1.17,1.22,1.24,2.48,2.52,1.26,1.28,1.237217382,1.237217384,1.237217385,1.237217323
Belgian First Division A,2024-12-27,16:45:00,Anderlecht,FCV Dender,1.5,1.52,8.0,8.4,4.6,4.7,2.2,2.24,1.81,1.83,1.96,2.04,1.97,2.06,17.0,18.5,25.0,26.0,55.0,70.0,21.0,240.0,8.2,8.8,9.6,10.5,25.0,28.0,80.0,120.0,8.0,8.8,9.2,9.6,22.0,24.0,60.0,110.0,12.0,13.0,14.5,16.0,32.0,38.0,85.0,130.0,6.4,7.2,100.0,140.0,70.0,1000.0,33886085,58163.0,1308816.0,58805.0,1.237499643,1.237499653,1.237499642,1.237499652,3.85,3.9,1.34,1.35,16.5,21.0,1.05,1.07,4.8,5.0,1.25,1.27,1.13,1.15,2.92,3.0,1.27,1.28,1.237499634,1.237499646,1.237499647,1.237499657
Belgian First Division A,2024-12-27,16:45:00,Sint Truiden,Cercle Brugge,2.4,2.44,3.25,3.3,3.55,3.6,2.1,2.14,1.87,1.91,1.7,1.72,2.38,2.44,14.0,15.0,13.0,14.5,20.0,23.0,46.0,55.0,11.0,12.0,7.4,8.0,12.5,13.0,30.0,34.0,15.0,16.0,10.5,11.0,15.0,16.0,36.0,42.0,30.0,34.0,22.0,25.0,32.0,36.0,20.0,80.0,16.0,17.5,24.0,28.0,100.0,1000.0,33886776,189832.0,259394.0,58805.0,1.237505376,1.237505386,1.237505375,1.237505385,3.45,3.6,1.39,1.41,14.0,15.5,1.06,1.08,4.3,4.5,1.28,1.3,1.43,1.45,1.69,1.72,1.38,1.4,1.237505367,1.237505379,1.23750538,1.23750539
Scottish Championship,2024-12-27,16:45:00,Dunfermline,Falkirk,5.9,6.6,1.64,1.69,4.1,4.4,1.76,1.82,2.22,2.3,2.18,2.34,1.82,1.84,10.5,12.5,6.2,7.0,7.8,8.8,14.5,16.0,15.5,18.5,8.2,9.2,9.4,10.5,18.0,20.0,16.0,50.0,21.0,26.0,25.0,30.0,20.0,46.0,13.5,900.0,30.0,120.0,32.0,130.0,34.0,580.0,13.5,300.0,11.5,13.5,130.0,1000.0,33884648,48812.0,328049.0,58805.0,1.237471969,1.237472019,1.237472058,1.237471983,2.88,3.05,1.49,1.53,10.5,13.5,1.08,1.1,3.2,3.5,1.4,1.45,2.44,2.58,1.17,1.2,1.3,1.33,1.237471975,1.237471977,1.237471978,1.237472022
English Premier League,2024-12-27,17:15:00,Arsenal,Ipswich,1.16,1.17,23.0,24.0,9.8,10.0,3.2,3.3,1.44,1.45,2.32,2.34,1.75,1.76,36.0,38.0,75.0,80.0,140.0,1000.0,320.0,970.0,10.5,11.0,21.0,22.0,70.0,75.0,160.0,830.0,7.6,7.8,11.5,12.5,46.0,48.0,120.0,300.0,7.8,8.2,12.5,13.0,42.0,46.0,140.0,240.0,3.0,3.1,180.0,550.0,1000.0,1000.0,33868481,1096.0,48324.0,58805.0,1.237217944,1.237217883,1.237217943,1.237217954,4.9,5.1,1.24,1.26,36.0,40.0,1.02,1.03,7.6,8.0,1.14,1.15,1.04,1.05,6.8,7.2,1.11,1.12,1.237217946,1.237217948,1.237217949,1.237217887
Portuguese Primeira Liga,2024-12-27,17:15:00,Arouca,Gil Vicente,2.4,2.42,3.55,3.6,3.25,3.3,1.64,1.65,2.52,2.58,2.06,2.1,1.9,1.95,8.8,9.8,10.0,10.5,22.0,23.0,65.0,75.0,7.6,8.0,6.6,7.0,13.5,15.0,48.0,55.0,12.5,14.0,10.5,11.5,20.0,22.0,55.0,75.0,30.0,36.0,29.0,34.0,46.0,55.0,65.0,170.0,28.0,32.0,55.0,65.0,20.0,1000.0,33886883,3413603.0,48784.0,58805.0,1.237505827,1.237505837,1.237505826,1.237505836,2.68,2.8,1.55,1.59,9.0,9.8,1.11,1.13,2.98,3.05,1.49,1.51,1.38,1.4,1.7,1.72,1.43,1.45,1.237505818,1.23750583,1.237505831,1.237505841
