League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
Egyptian Premier,2024-12-24,12:00:00,ZED FC,ENPPI,2.32,2.38,3.8,4.0,3.0,3.15,1.47,1.58,2.72,3.15,2.16,2.54,1.65,1.87,6.6,8.2,7.8,12.0,18.5,28.0,6.2,100.0,6.0,7.6,6.2,7.8,14.0,21.0,6.2,80.0,11.0,13.5,10.5,13.5,21.0,32.0,6.4,120.0,5.8,40.0,5.8,42.0,6.2,85.0,6.6,290.0,5.8,42.0,6.4,140.0,6.8,1000.0,33882390,38208152.0,5259327.0,58805.0,1.237436997,1.237437042,1.237437081,1.237437006,2.0,2.72,1.58,1.99,2.46,11.0,1.1,1.25,2.46,2.74,1.58,1.68,1.33,1.36,1.72,1.76,1.46,1.49,1.237436998,1.237437,1.237437001,1.237437045
Egyptian Premier,2024-12-24,15:00:00,El Geish,Zamalek,5.1,5.7,1.8,1.91,3.4,3.8,1.63,1.73,2.36,2.58,2.1,2.44,1.69,1.91,8.4,11.0,5.9,7.4,8.0,11.0,16.5,24.0,11.5,17.0,6.8,8.6,4.5,10.0,5.8,28.0,30.0,46.0,5.7,980.0,6.4,980.0,4.4,60.0,3.85,190.0,3.8,120.0,3.85,140.0,5.5,1000.0,3.85,180.0,14.5,20.0,3.95,1000.0,33881764,7024303.0,5174134.0,58805.0,1.237430902,1.237430947,1.237430986,1.237430911,2.28,3.2,1.45,1.78,2.8,1000.0,1.02,1.3,2.8,3.25,1.45,1.55,2.08,2.26,1.21,1.24,1.37,1.42,1.237430903,1.237430905,1.237430906,1.23743095
